u,v,key,osmid,oneway,name,highway,length,geometry,maxspeed,lanes,width,bridge,access,est_width,tunnel,service,ref,junction
42435275,248709390,0,514350784,False,Terrace Drive,cycleway,152.468,"LINESTRING (-73.9759718 40.7762237, -73.97582679999999 40.7761675, -73.97578729999999 40.7761518, -73.9755454 40.7760414, -73.97550889999999 40.7760192, -73.97547950000001 40.7759874, -73.97546 40.7759529, -73.9754495 40.7759139, -73.9754488 40.7758926, -73.9754508 40.775873, -73.9754569 40.7758448, -73.975534 40.7756266, -73.9755523 40.7755548, -73.97556659999999 40.7754904, -73.9755772 40.775423, -73.9755797 40.7753753, -73.9755748 40.7752646, -73.9755651 40.7752028, -73.9755522 40.7751541, -73.97553859999999 40.7751137, -73.97552229999999 40.7750812)",20 mph,,,,,,,,,
42435275,6579395875,0,"[542370617, 104344859, 542215781]",False,"['Central Park West', 'West 77th Street']","['cycleway', 'secondary']",427.901,"LINESTRING (-73.9759718 40.7762237, -73.9759035 40.7763168, -73.9755155 40.7768497, -73.975475 40.7769053, -73.9754331 40.7769628, -73.9750403 40.7775017, -73.97500839999999 40.7775454, -73.9749668 40.7776024, -73.97459019999999 40.7781192, -73.97455189999999 40.7781717, -73.9744977 40.7782461, -73.974121 40.7787628, -73.9740852 40.7788119, -73.97403869999999 40.7788757, -73.9736487 40.7794105, -73.9735933 40.7794868, -73.97346109999999 40.7794188)",,,,,,,,,,
42435275,5706568625,0,"[584971528, 46579577, 802292178, 420897874, 661227257, 47795999]",False,Central Park West,secondary,800.6909999999999,"LINESTRING (-73.9759718 40.7762237, -73.9760316 40.7761417, -73.9764248 40.7756023, -73.9764644 40.7755479, -73.97650710000001 40.7754893, -73.97688100000001 40.7749763, -73.97692120000001 40.7749212, -73.97696379999999 40.7748627, -73.97733789999999 40.7743496, -73.97737720000001 40.7742951, -73.9774189 40.7742385, -73.97779389999999 40.7737239, -73.97783920000001 40.7736617, -73.977879 40.7736069, -73.978246 40.7731037, -73.9782943 40.7730374, -73.9783321 40.7729856, -73.9786849 40.7725016, -73.9787142 40.7724613, -73.97874210000001 40.772423, -73.978787 40.7723616, -73.9791608 40.7718483, -73.9791991 40.7717944, -73.97924159999999 40.7717375, -73.9796194 40.7712196, -73.9796618 40.7711614, -73.97970189999999 40.7711064, -73.9799359 40.7707852, -73.980073 40.7705972, -73.9801203 40.7705324, -73.98015839999999 40.7704802, -73.9803306 40.7702445, -73.98051839999999 40.7699709, -73.98055650000001 40.7699154)",,4,,,,,,,,
42435928,6214824207,0,663985381,False,Clinton Street,cycleway,361.936,"LINESTRING (-73.9870806 40.7136336, -73.9870987 40.7135629, -73.98701749999999 40.71302, -73.9869964 40.7129075, -73.9869793 40.7127931, -73.98691150000001 40.7123456, -73.9868918 40.7122155, -73.9868755 40.7121077, -73.9867939 40.7115688, -73.9867934 40.7115284, -73.9867936 40.7114484, -73.9867265 40.7109919, -73.98666249999999 40.7105562, -73.98670199999999 40.7104803, -73.9867386 40.7104098)",,,,,,,,,,
42436371,6210448864,0,663509728,True,Hudson Street,cycleway,153.775,"LINESTRING (-74.0070745 40.7287662, -74.00715289999999 40.7288792, -74.0070541 40.7295023, -74.00695640000001 40.7301256)",,,,,,,,,,
42436439,4685453639,0,"[474635897, 474635900, 474634621, 474635902, 474635903]",True,Hudson Street,"['cycleway', 'residential']",429.24,"LINESTRING (-74.0051265 40.7408505, -74.0051046 40.740728, -74.00522460000001 40.7399958, -74.0053066 40.7394123, -74.00539740000001 40.7388658, -74.0054159 40.7387636, -74.0054272 40.7386815, -74.0055107 40.738139, -74.0055866 40.7376743, -74.00560659999999 40.7375516, -74.00567529999999 40.7371329, -74.0056787 40.7370995, -74.0056817 40.7370535, -74.0056762 40.7370178)",,,6',,,,,,,
42436475,6091080881,0,561816395,False,Terrace Drive,cycleway,111.27300000000001,"LINESTRING (-73.967039 40.772461, -73.967157 40.7725096, -73.9676087 40.7726969, -73.9679885 40.7728146, -73.9681319 40.7728315, -73.96824839999999 40.7728281)",20 mph,,,,,,,,,
42437826,5145531515,0,154867900,False,East River Greenway,cycleway,60.197,"LINESTRING (-73.97396910000001 40.7310416, -73.9738816 40.7311776, -73.9739007 40.731252, -73.9739148 40.7313088, -73.9736115 40.7314226)",,,,,,,,,,
42440798,7480410405,0,804521767,True,Canal Street,cycleway,16.223,"LINESTRING (-73.994272 40.71561, -73.9943131 40.7157097, -73.99436470000001 40.7157234)",,,,,,,,,,
42440798,42451650,0,41520108,True,Forsyth Street,secondary,158.146,"LINESTRING (-73.994272 40.71561, -73.9943011 40.7155445, -73.9945113 40.715093, -73.9945128 40.7150167, -73.99446639999999 40.7149038, -73.9941682 40.71433, -73.9941371 40.7142715)",25 mph,,,,,,,,,
42442142,561949997,0,"[583505066, 386465168, 46613713, 46613712, 318476060]",True,"['Center Drive', 'Central Park Drive']",cycleway,477.20699999999994,"LINESTRING (-73.9767288 40.7672029, -73.97655930000001 40.7672597, -73.97641969999999 40.7673449, -73.9763114 40.7674341, -73.9762296 40.7675299, -73.97614009999999 40.7676646, -73.97609009999999 40.7677468, -73.97586870000001 40.7681615, -73.97580360000001 40.7682839, -73.9757594 40.7683578, -73.9755792 40.7686417, -73.9753967 40.7689186, -73.975199 40.7692022, -73.9750073 40.7694122, -73.9745971 40.7697292, -73.9744903 40.7698015, -73.9743848 40.7698481, -73.97424410000001 40.7698944, -73.97411150000001 40.7699129, -73.97400260000001 40.7699186, -73.9738653 40.7699225, -73.97373399999999 40.7699131, -73.973635 40.7698933, -73.9735247 40.769863, -73.9734368 40.7698325, -73.97333380000001 40.7697906, -73.9731068 40.7696882)",20 mph,,,yes,,,,,,
42442158,42442164,0,31311318,False,Olmstead and Vaux Way,cycleway,135.909,"LINESTRING (-73.97228939999999 40.7737965, -73.9724825 40.7737769, -73.9726038 40.7737722, -73.9727065 40.7737731, -73.9727949 40.7737824, -73.97289619999999 40.7737967, -73.9729973 40.7738147, -73.9731688 40.77386, -73.9733008 40.7739224, -73.97340269999999 40.7740008, -73.9736667 40.7742446)",20 mph,,,,,,,,,
42442158,247221417,0,31311318,False,Olmstead and Vaux Way,cycleway,304.792,"LINESTRING (-73.97228939999999 40.7737965, -73.97219610000001 40.7738094, -73.9720025 40.7738363, -73.9718 40.7738398, -73.9716878 40.7738281, -73.9714511 40.7737781, -73.9712761 40.7737364, -73.97105500000001 40.7736853, -73.9709749 40.7736668, -73.9708705 40.773643, -73.9707885 40.7736174, -73.9707149 40.7735994, -73.9705726 40.7735582, -73.97033709999999 40.7734785, -73.97017339999999 40.7734277, -73.970011 40.7734027, -73.9698585 40.7734109, -73.96954359999999 40.7734602, -73.9694271 40.7734681, -73.9693235 40.7734547, -73.9693046 40.7734523, -73.9692124 40.7734262, -73.96914580000001 40.7733987, -73.9690272 40.7733406, -73.9689882 40.7733122, -73.9688824 40.7732268)",20 mph,,,,,,,,,
42442158,4286592924,0,36930589,False,Central Park Driveway,cycleway,99.91899999999998,"LINESTRING (-73.97228939999999 40.7737965, -73.97245719999999 40.7738575, -73.97251660000001 40.7738995, -73.972556 40.7739374, -73.97264300000001 40.7740909, -73.97269439999999 40.7742634, -73.9726823 40.7743657, -73.9726696 40.7744928, -73.9726623 40.7745664)",,,,,,,,,,
42442164,42442175,0,31311318,False,Olmstead and Vaux Way,cycleway,112.501,"LINESTRING (-73.9736667 40.7742446, -73.9740271 40.7745401, -73.9742226 40.7746308, -73.9743209 40.7746574, -73.97443149999999 40.7746833, -73.9744936 40.7746912, -73.9745879 40.7747143, -73.97477859999999 40.7747384)",20 mph,,,,,,,,,
42442164,42442158,0,31311318,False,Olmstead and Vaux Way,cycleway,135.909,"LINESTRING (-73.9736667 40.7742446, -73.97340269999999 40.7740008, -73.9733008 40.7739224, -73.9731688 40.77386, -73.9729973 40.7738147, -73.97289619999999 40.7737967, -73.9727949 40.7737824, -73.9727065 40.7737731, -73.9726038 40.7737722, -73.9724825 40.7737769, -73.97228939999999 40.7737965)",20 mph,,,,,,,,,
42442164,4286592925,0,429504381,False,Central Park Driveway,cycleway,84.713,"LINESTRING (-73.9736667 40.7742446, -73.97342500000001 40.7742666, -73.973355 40.7742832, -73.9732688 40.7743033, -73.9732095 40.7743266, -73.9731694 40.7743479, -73.9730953 40.774394, -73.9730502 40.7744289, -73.9729997 40.7744738, -73.9729177 40.7745638, -73.9728606 40.7746265)",,,,,,,,,,
42442175,595703342,0,648888153,False,West Drive,cycleway,12.767,"LINESTRING (-73.97477859999999 40.7747384, -73.9749278 40.774718)",20 mph,,,,,,,,,
42442175,42442164,0,31311318,False,Olmstead and Vaux Way,cycleway,112.501,"LINESTRING (-73.97477859999999 40.7747384, -73.9745879 40.7747143, -73.9744936 40.7746912, -73.97443149999999 40.7746833, -73.9743209 40.7746574, -73.9742226 40.7746308, -73.9740271 40.7745401, -73.9736667 40.7742446)",20 mph,,,,,,,,,
42442734,765357045,0,"[175168753, 175168754, 61238370]",False,,cycleway,61.528999999999996,"LINESTRING (-73.9308625 40.8481397, -73.930729 40.8479468, -73.9305962 40.847882, -73.9303869 40.8477943, -73.9303755 40.8477603)",,,,yes,,,,,,
42442770,748725044,0,60251541,False,,cycleway,119.58700000000002,"LINESTRING (-73.92680609999999 40.8537179, -73.92660170000001 40.8537341, -73.92652510000001 40.8537121, -73.92629239999999 40.8533913, -73.9262013 40.8531641, -73.9261101 40.8529189)",,,,,,,,,,
42442910,3817760028,0,378363532,True,East 32nd Street,cycleway,10.187,"LINESTRING (-73.9768176 40.743511, -73.97670960000001 40.7434698)",,,,,,,,,,
42443116,6175905216,0,659621109,True,2nd Avenue,cycleway,102.341,"LINESTRING (-73.93357810000001 40.8027762, -73.9335584 40.8026326, -73.9339623 40.8020822, -73.9340021 40.8020183, -73.9340448 40.8019498)",,,,,,,,,,
42443513,3834459543,0,229904064,True,1st Avenue,cycleway,861.8199999999999,"LINESTRING (-73.98845059999999 40.7232637, -73.98848649999999 40.7234181, -73.98807239999999 40.7239859, -73.9876048 40.7246273, -73.9871665 40.7252373, -73.9871571 40.7252462, -73.9867382 40.7258269, -73.9867259 40.7258398, -73.98630540000001 40.7264259, -73.98628220000001 40.726454, -73.9858681 40.7270161, -73.9858541 40.727031, -73.9854278 40.7276309, -73.9854148 40.7276449, -73.98498910000001 40.7282258, -73.9849777 40.7282371, -73.9845526 40.7288215, -73.9845455 40.7288271, -73.9841194 40.729413, -73.98411160000001 40.7294196, -73.9836612 40.7300448, -73.9836439 40.7300646)",,,,,,,,,,
42443570,2348991698,0,226041039,False,,cycleway,13.829,"LINESTRING (-73.9997912 40.7631515, -73.9999193 40.7632293)",,,,,,,,,,
42443928,4489003012,0,5671177,False,Rutgers Slip,cycleway,27.992,"LINESTRING (-73.98978459999999 40.7101314, -73.9897332 40.7098827)",,,,,,,,,,
42444108,2350521192,0,226193927,False,Robert F Wagner Senior Place,cycleway,36.906,"LINESTRING (-73.99900030000001 40.7085457, -73.99891390000001 40.7085386, -73.9987757 40.708496, -73.99872000000001 40.7084792, -73.9986524 40.7084587, -73.9985898 40.7084367)",,,,,,,,,,
42444116,2350521210,0,226193921,False,Market Slip,cycleway,23.891,"LINESTRING (-73.9940239 40.7095136, -73.9940065 40.7093705, -73.9940004 40.7092995)",,,,,,,,,,
42444230,6129324448,0,654062884,False,Wall Street,cycleway,7.931,"LINESTRING (-74.0062889 40.7042568, -74.0062255 40.7042041)",,,,,,,,,,
42444809,42433933,0,224424139,False,East 90th Street,cycleway,31.163000000000004,"LINESTRING (-73.9585501 40.7840947, -73.95866909999999 40.7841423, -73.9587902 40.7841908, -73.9588771 40.784226)",,2,,,,,,,,
42445314,247072735,0,597821265,False,,cycleway,34.254000000000005,"LINESTRING (-74.00781979999999 40.751707, -74.0080505 40.751689, -74.00822239999999 40.7516653)",,,,,,,,,,
42445314,358447541,0,597821266,True,West 26th Street,residential,658.483,"LINESTRING (-74.00781979999999 40.751707, -74.007732 40.75167, -74.0057786 40.7508484, -74.00563630000001 40.7507886, -74.0055064 40.750734, -74.0034587 40.7498728, -74.00278640000001 40.74959, -74.0009811 40.7488385)",25 mph,1,,,,,,,,
42445392,607932382,0,226193937,False,,cycleway,14.532,"LINESTRING (-73.9720779 40.7431846, -73.9719182 40.7431352)",,,,,,,,,,
42448079,2346816114,0,805122968,False,Roosevelt Island Greenway,cycleway,1642.9840000000002,"LINESTRING (-73.9533211 40.7594128, -73.95336639999999 40.7594377, -73.95345 40.7594886, -73.95345450000001 40.7595023, -73.95345469999999 40.7595138, -73.9534474 40.7595373, -73.9534319 40.7595684, -73.9533771 40.7596224, -73.95334440000001 40.7596535, -73.953221 40.7597322, -73.9531903 40.7597323, -73.953166 40.7597408, -73.9531313 40.7597668, -73.95304539999999 40.7598471, -73.9529031 40.7599899, -73.9527082 40.7601857, -73.95265329999999 40.7602476, -73.9525245 40.7603825, -73.9523248 40.7605783, -73.9520124 40.7608838, -73.95200010000001 40.7609007, -73.9519832 40.7609352, -73.9517961 40.7612869, -73.9517286 40.7614222, -73.9516794 40.7615101, -73.95159169999999 40.7616678, -73.9515748 40.7616956, -73.9515129 40.7617711, -73.9512477 40.7620967, -73.9511741 40.7621881, -73.95088560000001 40.7625731, -73.9508663 40.7625942, -73.95074990000001 40.7627015, -73.9506932 40.7627698, -73.9506581 40.7628213, -73.95040109999999 40.7631016, -73.9503009 40.7632247, -73.9502334 40.7633033, -73.9500366 40.763529, -73.9500178 40.7635461, -73.94993030000001 40.763615, -73.9495366 40.7639475, -73.94943290000001 40.7640467, -73.94921859999999 40.7642285, -73.94904699999999 40.7642032, -73.9490243 40.7642099, -73.9490093 40.7642215, -73.9489712 40.7642709, -73.9485152 40.7648619, -73.9481617 40.7653241, -73.9473395 40.766416, -73.94648119999999 40.767398, -73.9463525 40.7675814, -73.9462881 40.7676653, -73.9461996 40.7677647, -73.9460809 40.7679041, -73.9459609 40.7680678, -73.94593450000001 40.7680925, -73.9459121 40.7681079, -73.94589430000001 40.7681074, -73.9458776 40.768117, -73.9458578 40.7681217, -73.945778 40.7681405, -73.9456605 40.7682082, -73.9456362 40.7682251, -73.9456297 40.768234, -73.945623 40.7682452, -73.94561899999999 40.7682587, -73.9456189 40.768275, -73.9456177 40.7683094, -73.9456161 40.7683566, -73.94559510000001 40.7684096, -73.9455686 40.768435, -73.9455031 40.7684922, -73.9454928 40.7685242, -73.9453831 40.7686799, -73.9453707 40.768695, -73.945362 40.7687057, -73.9453513 40.7687121, -73.94534 40.7687176, -73.9452541 40.768747, -73.9452256 40.7687641, -73.94521949999999 40.7687726, -73.9452045 40.768811, -73.94520199999999 40.7688215, -73.94516539999999 40.7689753, -73.9450724 40.7692063, -73.94491789999999 40.7694289, -73.9446657 40.7697921, -73.9446238 40.7698196, -73.9445039 40.7699033, -73.9444146 40.769988, -73.9443086 40.7700802, -73.9442667 40.7701194, -73.9441928 40.7701585, -73.94408129999999 40.77022, -73.9439976 40.7702612, -73.9438107 40.7704074, -73.9436377 40.7705684, -73.9433573 40.7708099, -73.94300440000001 40.7711499, -73.9427965 40.7713787)",,2,,,,,,,,
42448079,42448828,0,"[225870534, 275305127]",True,West Road,residential,177.125,"LINESTRING (-73.9533211 40.7594128, -73.9531314 40.7595934, -73.952793 40.7598692, -73.95251709999999 40.7601022, -73.9522642 40.7602829, -73.95222029999999 40.7602963, -73.9518427 40.7603501, -73.9517968 40.7603578, -73.9517365 40.760368)",15 mph,,,,,,,,,
42455465,4191917273,0,451808491,True,East 16th Street,cycleway,5.716,"LINESTRING (-73.984773 40.734012, -73.9847128 40.7339883)",,,,,,,,,,
42455929,3569749128,0,362785945,True,1st Avenue,cycleway,362.57099999999997,"LINESTRING (-73.9699766 40.7488723, -73.9698767 40.7489913, -73.96977800000001 40.7491142, -73.9694798 40.74947, -73.96943880000001 40.7495225, -73.96937320000001 40.7496178, -73.969053 40.7500693, -73.9690307 40.7501008, -73.96899209999999 40.7501579, -73.9689357 40.7502187, -73.9685668 40.7507349, -73.9685209 40.7507986, -73.9684788 40.750855, -73.9681349 40.751324, -73.96811150000001 40.7513559, -73.9680706 40.7514116, -73.96802409999999 40.7514755, -73.9678864 40.7516561, -73.9678198 40.7516815)",,,,,,,,,,
42455932,6166999554,0,"[658203489, 697186455]",True,1st Avenue,cycleway,405.219,"LINESTRING (-73.9676927 40.752022, -73.9676831 40.7521114, -73.9676738 40.7521425, -73.9672466 40.7527317, -73.96721650000001 40.7527695, -73.96715620000001 40.7527906, -73.96709920000001 40.7528176, -73.9670617 40.7528422, -73.9670323 40.7528674, -73.96671000000001 40.7533052, -73.96667480000001 40.753353, -73.9662592 40.753917, -73.9658754 40.754438, -73.9657998 40.7545425, -73.9654087 40.7550832, -73.96534560000001 40.7551705)",,,,,,,,,,
42456831,2348568217,0,"[226007057, 226007058, 226007059]",False,Harlem River Drive Northbound Entrance East 139 Street,cycleway,280.57899999999995,"LINESTRING (-73.9357582 40.8153225, -73.9356435 40.8152692, -73.93497000000001 40.8149682, -73.93484340000001 40.8149157, -73.9347393 40.8148832, -73.93464400000001 40.8148631, -73.9345453 40.8148583, -73.9344608 40.8148573, -73.9343504 40.8148639, -73.93429279999999 40.8148611, -73.9342448 40.8148489, -73.9342125 40.8148314, -73.9341648 40.8147971, -73.9341373 40.8147542, -73.9341273 40.8146818, -73.93415640000001 40.8144064, -73.93419710000001 40.8139223, -73.934211 40.8137431, -73.9340655 40.8137125)",,,,yes,,,,,,
42458017,3686061915,0,"[442439752, 442439747, 442439749]",False,East River Esplanade,cycleway,450.61199999999997,"LINESTRING (-73.9744563 40.7367803, -73.9744307 40.7366675, -73.9744098 40.7366068, -73.9744894 40.7363576, -73.9745545 40.7360441, -73.9746688 40.7357346, -73.9746828 40.7356259, -73.97467640000001 40.7355168, -73.974676 40.7354906, -73.9746748 40.7354004, -73.9746766 40.7353845, -73.9746889 40.7352723, -73.9746665 40.7351973, -73.9746012 40.7349785, -73.9745813 40.7349493, -73.97455840000001 40.7349157, -73.9745554 40.7349029, -73.9745546 40.7348883, -73.9745676 40.7348645, -73.9745722 40.7348313, -73.974474 40.7344294, -73.9744565 40.7342116, -73.9744319 40.7341163, -73.9740951 40.7328069)",,,,,,,,,,
60920116,748724986,0,"[429020657, 440122923]",False,,cycleway,44.662,"LINESTRING (-73.93165310000001 40.8424433, -73.9316384 40.8425349, -73.9318785 40.8425532, -73.93188139999999 40.8425388, -73.9318852 40.84252, -73.9318985 40.8424273)",,,,,,,,,,
194510456,2350521367,0,"[31313332, 226193918]",False,"['Wards Island Bridge', 'Harlem River Pathway']",cycleway,383.59,"LINESTRING (-73.93901580000001 40.7863223, -73.9386155 40.7867627, -73.9356389 40.7854107, -73.9353248 40.7852502)",,,,yes,,,,,,
194510456,3552713327,0,"[32962120, 661275497, 727668749, 799505615, 349368179, 758167606, 226015263]",False,"['FDR Drive', 'Wards Island Bridge']","['cycleway', 'footway']",195.23800000000003,"LINESTRING (-73.93901580000001 40.7863223, -73.939367 40.7865044, -73.9391177 40.7867885, -73.9391006 40.7867799, -73.9390779 40.7867685, -73.9393219 40.7864904, -73.9393302 40.7864381, -73.93957020000001 40.7861573, -73.93986510000001 40.7862824, -73.9399279 40.7862189)",,,,yes,,,,,,
194510456,2348688916,0,"[34599944, 32962121, 799505615]",False,Wards Island Bridge,"['cycleway', 'footway']",94.48100000000001,"LINESTRING (-73.93901580000001 40.7863223, -73.9389992 40.7863147, -73.9389814 40.7863066, -73.9387162 40.7866008, -73.9387368 40.7866115, -73.9390334 40.7862934, -73.9389742 40.7862619)",,,,yes,,,,,,
247072112,42446386,0,554927268,False,,service,12.001,"LINESTRING (-73.9960945 40.768145, -73.9959697 40.7680929)",,,,,,,,,,
247072112,2348991698,0,440268553,False,Hudson River Greenway,cycleway,636.484,"LINESTRING (-73.9960945 40.768145, -73.99615660000001 40.768055, -73.9963861 40.7677417, -73.9970098 40.7668761, -73.99706550000001 40.7668043, -73.9979288 40.7656261, -73.99798970000001 40.7655445, -73.99874320000001 40.7645098, -73.99877789999999 40.7644705, -73.998863 40.7644002, -73.9989155 40.7643569, -73.9989518 40.7643123, -73.99897110000001 40.7642888, -73.99933799999999 40.763784, -73.9995469 40.7635225, -73.9996182 40.7634486, -73.9996912 40.7633835, -73.9997786 40.7633214, -73.9999193 40.7632293)",,2,,,,4,,,,
247072112,2348991705,0,440268553,False,Hudson River Greenway,cycleway,243.442,"LINESTRING (-73.9960945 40.768145, -73.9959767 40.7683159, -73.9959362 40.7683763, -73.9959226 40.7684016, -73.9959126 40.7684478, -73.9959023 40.7684731, -73.9958647 40.7685366, -73.9957143 40.7687413, -73.99566969999999 40.7688025, -73.99528840000001 40.7693254, -73.9952353 40.7693953, -73.9952237 40.7694154, -73.9952234 40.7694377, -73.9952332 40.7694567, -73.9952627 40.7694964, -73.9953053 40.7695537, -73.9953098 40.7695661, -73.99531330000001 40.7695834, -73.99530679999999 40.7696043, -73.995222 40.7697318, -73.9951868 40.7698027, -73.99512439999999 40.7699383, -73.9950626 40.7701189)",,2,,,,4,,,,
247072735,593816735,0,"[440268553, 440268554, 440268555]",False,Hudson River Greenway,cycleway,2495.6379999999986,"LINESTRING (-74.00822239999999 40.7516653, -74.0084804 40.7509806, -74.00854390000001 40.7508018, -74.00858150000001 40.7506817, -74.00860179999999 40.7505825, -74.0086221 40.7504336, -74.00862619999999 40.7501834, -74.0086125 40.7500135, -74.0086136 40.7499011, -74.00860950000001 40.749854, -74.008594 40.7497909, -74.00850269999999 40.7495467, -74.008503 40.7494691, -74.00851350000001 40.7494026, -74.00852740000001 40.7493573, -74.0085816 40.749234, -74.00859 40.7491971, -74.00859320000001 40.7491573, -74.00858719999999 40.7491152, -74.0085718 40.749078, -74.00855079999999 40.7490358, -74.0085208 40.7489887, -74.0084191 40.7488568, -74.00837610000001 40.7487777, -74.0083334 40.748689, -74.00831530000001 40.7486417, -74.00829229999999 40.7486039, -74.008263 40.7485654, -74.0081994 40.7485201, -74.0081141 40.748488, -74.0080322 40.7484714, -74.0079932 40.748456, -74.00795909999999 40.7484352, -74.0079353 40.748408, -74.00792939999999 40.7483787, -74.00792130000001 40.7483367, -74.0079221 40.748283, -74.0079298 40.7482188, -74.00799240000001 40.7478609, -74.00816500000001 40.7469033, -74.0084567 40.745281, -74.0085291 40.7448936, -74.00855009999999 40.7448266, -74.0085821 40.7447247, -74.00861380000001 40.7446344, -74.0087022 40.7444686, -74.0087802 40.7441827, -74.0087783 40.7441276, -74.0086984 40.7440045, -74.008695 40.7439621, -74.0087266 40.7438841, -74.00873919999999 40.7438464, -74.0087568 40.743754, -74.0088126 40.7434433, -74.00883930000001 40.7433198, -74.00887899999999 40.7430775, -74.00897500000001 40.7425892, -74.0089857 40.7424655, -74.0090241 40.7423725, -74.0090721 40.7422448, -74.0091508 40.741989, -74.00939630000001 40.7408249, -74.0094218 40.7407416, -74.0094605 40.74065, -74.0095031 40.7405574, -74.0095319 40.7405008, -74.0095615 40.7404357, -74.00958369999999 40.7404046, -74.0097239 40.7402587, -74.00989559999999 40.7400455, -74.00993250000001 40.7399767, -74.0099416 40.7399404, -74.00994489999999 40.7398528, -74.0099534 40.7398217, -74.00996859999999 40.7397885, -74.0100456 40.7396561, -74.0100882 40.7395697, -74.01014189999999 40.7394441, -74.01017659999999 40.7393461, -74.0102065 40.7392505, -74.0102509 40.7390332, -74.01026330000001 40.7389164, -74.01026950000001 40.7387808, -74.0102689 40.7386816, -74.01025439999999 40.7385157, -74.0101931 40.7379476, -74.0101781 40.7378233, -74.01016559999999 40.7376425, -74.01015870000001 40.7374805, -74.0101682 40.7372799, -74.01023669999999 40.7363304, -74.0102796 40.7358817, -74.0102873 40.7358225, -74.0103538 40.7354248, -74.0103749 40.7352552, -74.01041069999999 40.7348809, -74.01040070000001 40.7345458, -74.0104496 40.7339882, -74.0104529 40.7338255, -74.01055909999999 40.7328905, -74.01058879999999 40.7327477, -74.0106033 40.7326, -74.010637 40.7323135, -74.0106657 40.731945, -74.0106552 40.7317373, -74.0106858 40.7313968, -74.0107003 40.7312066, -74.0107438 40.7306993, -74.0107531 40.7305961, -74.0108395 40.7297645)",,2,,,,4,,,,
247072735,2348991695,0,440268553,False,Hudson River Greenway,cycleway,255.249,"LINESTRING (-74.00822239999999 40.7516653, -74.0081637 40.7518202, -74.0077079 40.7530221, -74.00742030000001 40.7537737, -74.0073855 40.7538715)",,2,,,,4,,,,
247072735,42445314,0,597821265,False,,cycleway,34.254000000000005,"LINESTRING (-74.00822239999999 40.7516653, -74.0080505 40.751689, -74.00781979999999 40.751707)",,,,,,,,,,
247120348,2348991705,0,226041035,False,,cycleway,13.115,"LINESTRING (-73.9949424 40.7700439, -73.9950626 40.7701189)",,,,,,,,,,
247221417,42442158,0,31311318,False,Olmstead and Vaux Way,cycleway,304.792,"LINESTRING (-73.9688824 40.7732268, -73.9689882 40.7733122, -73.9690272 40.7733406, -73.96914580000001 40.7733987, -73.9692124 40.7734262, -73.9693046 40.7734523, -73.9693235 40.7734547, -73.9694271 40.7734681, -73.96954359999999 40.7734602, -73.9698585 40.7734109, -73.970011 40.7734027, -73.97017339999999 40.7734277, -73.97033709999999 40.7734785, -73.9705726 40.7735582, -73.9707149 40.7735994, -73.9707885 40.7736174, -73.9708705 40.773643, -73.9709749 40.7736668, -73.97105500000001 40.7736853, -73.9712761 40.7737364, -73.9714511 40.7737781, -73.9716878 40.7738281, -73.9718 40.7738398, -73.9720025 40.7738363, -73.97219610000001 40.7738094, -73.97228939999999 40.7737965)",20 mph,,,,,,,,,
247221417,42433933,0,"[648888145, 46613691, 46613692]",True,East Drive,cycleway,1637.9110000000005,"LINESTRING (-73.9688824 40.7732268, -73.9689407 40.7733528, -73.9690552 40.7735153, -73.96913670000001 40.7736969, -73.9691555 40.7739041, -73.9691469 40.7740315, -73.9691196 40.7741509, -73.9690939 40.774219, -73.9690262 40.7743244, -73.96886619999999 40.7745119, -73.9686423 40.7747525, -73.96844249999999 40.7749113, -73.9682861 40.7750116, -73.9679807 40.7751632, -73.9676575 40.7752981, -73.9676303 40.7753134, -73.96742860000001 40.7754274, -73.96735990000001 40.7755011, -73.9672953 40.775598, -73.9672659 40.7756912, -73.9672542 40.7757537, -73.9672535 40.7758115, -73.96725840000001 40.7758851, -73.9672825 40.7760066, -73.96731029999999 40.776152, -73.9673176 40.776241, -73.96729980000001 40.7762916, -73.9672369 40.7764381, -73.9670756 40.7767747, -73.96696559999999 40.7771269, -73.9668906 40.7773565, -73.9668142 40.7775511, -73.96677800000001 40.7776288, -73.9666691 40.7778248, -73.96658189999999 40.7779603, -73.9665334 40.7780388, -73.9664952 40.7780968, -73.9664635 40.7781422, -73.96635139999999 40.7783257, -73.9662706 40.7784362, -73.96608519999999 40.7786358, -73.9658728 40.7788097, -73.9655793 40.779025, -73.9654321 40.7791427, -73.9652796 40.7792868, -73.9650773 40.7794973, -73.9648766 40.7797804, -73.9647678 40.779967, -73.9646197 40.7802716, -73.96448839999999 40.780487, -73.9643396 40.7806905, -73.9641551 40.7809178, -73.9640072 40.7810728, -73.9639638 40.7811124, -73.963835 40.7812057, -73.96373579999999 40.7812658, -73.9636393 40.7813167, -73.96358410000001 40.7813451, -73.96338230000001 40.781427, -73.96296390000001 40.7815408, -73.9627144 40.7816037, -73.9625542 40.7816374, -73.9623094 40.7816346, -73.96222 40.7816227, -73.9621795 40.781617, -73.9615288 40.7815385, -73.9613647 40.7815404, -73.96123299999999 40.7815517, -73.96109749999999 40.7815798, -73.9609604 40.7816255, -73.9608154 40.7817034, -73.9607048 40.7817871, -73.96046250000001 40.7820391, -73.9589465 40.7841301, -73.9588771 40.784226)",,,,yes,,,,,,
