u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,service,ref,bridge,access,width,tunnel,junction,area
473872116,473872115,0,42831151,,Via di Polline,unclassified,20,False,63.392,"LINESTRING (12.2894426 42.1248603, 12.2896834 42.1243189)",,,,,,,,
473872117,473872118,0,42831151,,Via di Polline,unclassified,20,False,12.802,"LINESTRING (12.2893373 42.1252732, 12.2893749 42.1253849)",,,,,,,,
473872117,473872116,0,42831151,,Via di Polline,unclassified,20,False,46.727,"LINESTRING (12.2893373 42.1252732, 12.2894426 42.1248603)",,,,,,,,
473872118,473872119,0,42831151,,Via di Polline,unclassified,20,False,10.234,"LINESTRING (12.2893749 42.1253849, 12.2894953 42.1254072)",,,,,,,,
473872118,473872117,0,42831151,,Via di Polline,unclassified,20,False,12.802,"LINESTRING (12.2893749 42.1253849, 12.2893373 42.1252732)",,,,,,,,
473872119,473872120,0,42831151,,Via di Polline,unclassified,20,False,14.292,"LINESTRING (12.2894953 42.1254072, 12.2896383 42.1253346)",,,,,,,,
473872119,473872118,0,42831151,,Via di Polline,unclassified,20,False,10.234,"LINESTRING (12.2894953 42.1254072, 12.2893749 42.1253849)",,,,,,,,
473872120,473872121,0,42831151,,Via di Polline,unclassified,20,False,18.006,"LINESTRING (12.2896383 42.1253346, 12.2898565 42.1253291)",,,,,,,,
473872120,473872119,0,42831151,,Via di Polline,unclassified,20,False,14.292,"LINESTRING (12.2896383 42.1253346, 12.2894953 42.1254072)",,,,,,,,
473872121,473872123,0,42831151,,Via di Polline,unclassified,20,False,15.403,"LINESTRING (12.2898565 42.1253291, 12.2899994 42.1254183)",,,,,,,,
473872121,473872120,0,42831151,,Via di Polline,unclassified,20,False,18.006,"LINESTRING (12.2898565 42.1253291, 12.2896383 42.1253346)",,,,,,,,
473872123,473872124,0,42831151,,Via di Polline,unclassified,20,False,25.589,"LINESTRING (12.2899994 42.1254183, 12.2901198 42.1256304)",,,,,,,,
473872123,473872121,0,42831151,,Via di Polline,unclassified,20,False,15.403,"LINESTRING (12.2899994 42.1254183, 12.2898565 42.1253291)",,,,,,,,
473872124,473872126,0,42831151,,Via di Polline,unclassified,20,False,31.325,"LINESTRING (12.2901198 42.1256304, 12.2900672 42.1259094)",,,,,,,,
473872124,473872123,0,42831151,,Via di Polline,unclassified,20,False,25.589,"LINESTRING (12.2901198 42.1256304, 12.2899994 42.1254183)",,,,,,,,
473872126,473872127,0,42831151,,Via di Polline,unclassified,20,False,54.559,"LINESTRING (12.2900672 42.1259094, 12.289849 42.1263726)",,,,,,,,
473872126,473872124,0,42831151,,Via di Polline,unclassified,20,False,31.325,"LINESTRING (12.2900672 42.1259094, 12.2901198 42.1256304)",,,,,,,,
473872127,473872129,0,42831151,,Via di Polline,unclassified,20,False,42.745,"LINESTRING (12.289849 42.1263726, 12.2897286 42.1267465)",,,,,,,,
473872127,473872126,0,42831151,,Via di Polline,unclassified,20,False,54.559,"LINESTRING (12.289849 42.1263726, 12.2900672 42.1259094)",,,,,,,,
473872129,473872131,0,42831151,,Via di Polline,unclassified,20,False,34.837,"LINESTRING (12.2897286 42.1267465, 12.2896985 42.127059)",,,,,,,,
473872129,473872127,0,42831151,,Via di Polline,unclassified,20,False,42.745,"LINESTRING (12.2897286 42.1267465, 12.289849 42.1263726)",,,,,,,,
473872131,2401472462,0,42831151,,Via di Polline,unclassified,20,False,54.36,"LINESTRING (12.2896985 42.127059, 12.2897496 42.1275464)",,,,,,,,
473872131,473872129,0,42831151,,Via di Polline,unclassified,20,False,34.837,"LINESTRING (12.2896985 42.127059, 12.2897286 42.1267465)",,,,,,,,
473872132,473872134,0,42831151,,Via di Polline,unclassified,20,False,25.601,"LINESTRING (12.2897662 42.1281083, 12.289802 42.128337)",,,,,,,,
473872132,2401472462,0,42831151,,Via di Polline,unclassified,20,False,62.496,"LINESTRING (12.2897662 42.1281083, 12.2897496 42.1275464)",,,,,,,,
473872134,473872135,0,42831151,,Via di Polline,unclassified,20,False,23.885,"LINESTRING (12.289802 42.128337, 12.2898885 42.128542)",,,,,,,,
473872134,473872132,0,42831151,,Via di Polline,unclassified,20,False,25.601,"LINESTRING (12.289802 42.128337, 12.2897662 42.1281083)",,,,,,,,
473872135,473872137,0,42831151,,Via di Polline,unclassified,20,False,18.179,"LINESTRING (12.2898885 42.128542, 12.2899016 42.1287052)",,,,,,,,
473872135,473872134,0,42831151,,Via di Polline,unclassified,20,False,23.885,"LINESTRING (12.2898885 42.128542, 12.289802 42.128337)",,,,,,,,
473872137,473872138,0,42831151,,Via di Polline,unclassified,20,False,20.55,"LINESTRING (12.2899016 42.1287052, 12.2897963 42.1288727)",,,,,,,,
473872137,473872135,0,42831151,,Via di Polline,unclassified,20,False,18.179,"LINESTRING (12.2899016 42.1287052, 12.2898885 42.128542)",,,,,,,,
473872138,473872140,0,42831151,,Via di Polline,unclassified,20,False,33.103,"LINESTRING (12.2897963 42.1288727, 12.2895056 42.129078)",,,,,,,,
473872138,473872137,0,42831151,,Via di Polline,unclassified,20,False,20.55,"LINESTRING (12.2897963 42.1288727, 12.2899016 42.1287052)",,,,,,,,
473872140,2401472483,0,42831151,,Via di Polline,unclassified,20,False,18.243,"LINESTRING (12.2895056 42.129078, 12.2893606 42.1292019)",,,,,,,,
473872140,473872138,0,42831151,,Via di Polline,unclassified,20,False,33.103,"LINESTRING (12.2895056 42.129078, 12.2897963 42.1288727)",,,,,,,,
473872141,2401472487,0,42831151,,Via di Polline,unclassified,20,False,14.011,"LINESTRING (12.2892741 42.1293289, 12.2892488 42.1294535)",,,,,,,,
473872141,2401472483,0,42831151,,Via di Polline,unclassified,20,False,15.821,"LINESTRING (12.2892741 42.1293289, 12.2893606 42.1292019)",,,,,,,,
473872143,473872144,0,42831151,,Via di Polline,unclassified,20,False,63.022,"LINESTRING (12.289252 42.1296187, 12.2893157 42.1301835)",,,,,,,,
473872143,2401472487,0,42831151,,Via di Polline,unclassified,20,False,18.371,"LINESTRING (12.289252 42.1296187, 12.2892488 42.1294535)",,,,,,,,
473872144,2401472540,0,42831151,,Via di Polline,unclassified,20,False,26.503,"LINESTRING (12.2893157 42.1301835, 12.2892887 42.130421)",,,,,,,,
473872144,473872143,0,42831151,,Via di Polline,unclassified,20,False,63.022,"LINESTRING (12.2893157 42.1301835, 12.289252 42.1296187)",,,,,,,,
473872145,473872146,0,42831151,,Via di Polline,unclassified,20,False,12.67,"LINESTRING (12.2892197 42.1305642, 12.289163 42.1306701)",,,,,,,,
473872145,2401472540,0,42831151,,Via di Polline,unclassified,20,False,16.909,"LINESTRING (12.2892197 42.1305642, 12.2892887 42.130421)",,,,,,,,
473872146,473872147,0,42831151,,Via di Polline,unclassified,20,False,46.773,"LINESTRING (12.289163 42.1306701, 12.2887925 42.1309886)",,,,,,,,
473872146,473872145,0,42831151,,Via di Polline,unclassified,20,False,12.67,"LINESTRING (12.289163 42.1306701, 12.2892197 42.1305642)",,,,,,,,
473872147,2401472543,0,42831151,,Via di Polline,unclassified,20,False,35.419,"LINESTRING (12.2887925 42.1309886, 12.2885148 42.1312316)",,,,,,,,
473872147,473872146,0,42831151,,Via di Polline,unclassified,20,False,46.773,"LINESTRING (12.2887925 42.1309886, 12.289163 42.1306701)",,,,,,,,
473872148,2401472547,0,42831151,,Via di Polline,unclassified,20,False,9.376,"LINESTRING (12.2881601 42.1316179, 12.2882673 42.1315898)",,,,,,,,
495048549,32649919,0,833215361,,Via del Monte della Farina,service,30,True,42.326,"LINESTRING (12.4749783 41.8944394, 12.4748657 41.8940681)",alley,,,,,,,
495067010,1180803349,0,201008858,1,Via Labicana,secondary,30,True,18.687,"LINESTRING (12.4970409 41.8900952, 12.4972598 41.8900541)",,,,,,,,
495370413,7035337761,0,129407640,2,Via Giacomo Peroni,residential,30,True,9.138,"LINESTRING (12.6332658 41.9359518, 12.6331682 41.9359133)",,,,,,,,
497364938,1001085050,0,22951615,1,Salita della Lungara,residential,30,True,9.226,"LINESTRING (12.4655113 41.8955759, 12.4655274 41.8954938)",,,,,,,,
497369794,497369056,0,40875247,2,Via Carlo Buttarelli,residential,30,True,322.978,"LINESTRING (12.5910493 41.892396, 12.5871539 41.8925642)",,,,,,,,
501703473,501703574,0,40714289,2,Viale Luigi Schiavonetti,tertiary,30,True,161.004,"LINESTRING (12.6140467 41.8465063, 12.6157889 41.8458643)",,,,,,,,
501703574,7082349520,0,40714289,2,Viale Luigi Schiavonetti,tertiary,30,True,138.614,"LINESTRING (12.6157889 41.8458643, 12.6173013 41.8453308)",,,,,,,,
501703580,300087286,0,40714289,2,Viale Luigi Schiavonetti,tertiary,30,True,83.644,"LINESTRING (12.6175188 41.8452541, 12.6184245 41.8449215)",,,,,,,,
502525826,2315316891,0,232765095,2,Via delle Botteghe Oscure,tertiary,30,True,43.947,"LINESTRING (12.4794717 41.8949412, 12.4800024 41.8949533)",,,,,,,,
502528127,5895824527,0,29702266,1,Via del Boschetto,residential,30,True,5.296,"LINESTRING (12.4908078 41.8961351, 12.4907857 41.8961798)",,,,,,,,
502528127,502528140,0,128177130,1,Via Cimarra,residential,30,True,45.513,"LINESTRING (12.4908078 41.8961351, 12.4902685 41.8960552)",,,,,,,,
502528140,1660404919,0,232940101,1,Via dei Serpenti,residential,30,True,125.344,"LINESTRING (12.4902685 41.8960552, 12.4906621 41.8949667)",,,,,,,,
503506766,6191582593,0,124220985,2,Via Cristoforo Sabbadino,tertiary,30,False,10.72,"LINESTRING (12.3182732 41.8133911, 12.3183971 41.8133634)",,,,,,,,
503506766,6191582597,0,124220985,2,Via Cristoforo Sabbadino,tertiary,30,False,18.915,"LINESTRING (12.3182732 41.8133911, 12.3180534 41.8134369)",,,,,,,,
503506767,6191582606,0,124220985,2,Via Cristoforo Sabbadino,tertiary,30,False,3.564,"LINESTRING (12.3187302 41.8132666, 12.3187673 41.8132504)",,,,,,,,
503506767,6191582605,0,124220985,2,Via Cristoforo Sabbadino,tertiary,30,False,4.189,"LINESTRING (12.3187302 41.8132666, 12.3186851 41.8132836)",,,,,,,,
521790379,7315571724,0,795200278,2,,service,10,False,26.081,"LINESTRING (12.4868655 41.8543871, 12.4871003 41.8542308)",,,,,,,,
521790379,7315571722,0,795200278,2,,service,10,False,29.194,"LINESTRING (12.4868655 41.8543871, 12.4866059 41.8545647)",,,,,,,,
521790385,7315571727,0,795200278,2,,service,10,False,11.081,"LINESTRING (12.4873313 41.8540844, 12.4872272 41.854147)",,,,,,,,
550177021,257713254,0,203040997,2,Via Cristoforo Colombo,secondary,30,True,86.103,"LINESTRING (12.4836747 41.8496641, 12.4829336 41.8491211)",,,,,,,,
550177022,252994752,0,185140332,2,Via Cristoforo Colombo,secondary,30,True,8.399,"LINESTRING (12.4845976 41.8498674, 12.484676 41.8499153)",,,,,,,,
550177023,248837258,0,102159456,3,Via Cristoforo Colombo,primary,30,True,8.134,"LINESTRING (12.4844834 41.8499566, 12.4845568 41.8500052)",,,,,,,,
550177026,1179066938,0,102159422,3,Via Cristoforo Colombo,primary,30,True,288.303,"LINESTRING (12.4843973 41.8500281, 12.4818823 41.8482357)",,,,,,,,
550177027,550177021,0,203040997,2,Via Cristoforo Colombo,secondary,30,True,72.23,"LINESTRING (12.4843059 41.8501123, 12.4836747 41.8496641)",,,,,,,,
550177029,259661303,0,23953166,2,,cycleway,20,False,10.267,"LINESTRING (12.4846867 41.8497803, 12.4847555 41.8498571)",,,,,,,,
550177029,259661302,0,23953166,2,,cycleway,20,False,51.082,"LINESTRING (12.4846867 41.8497803, 12.4842378 41.8494653)",,,,,,,,
551752286,300567437,0,96639802,,Via Cristoforo Colombo,unclassified,30,True,14.845,"LINESTRING (12.4975672 41.8599917, 12.4974709 41.8598791)",,,,,,,,
560451905,251885770,0,52582205,,,footway,10,True,9.553,"LINESTRING (12.4802753 41.8888646, 12.4802511 41.8889486)",,,,,,,,
560530876,1148824085,0,99302530,1,Via del Pigneto,living_street,30,True,43.676,"LINESTRING (12.530628 41.8879863, 12.5301213 41.8880958)",,,,,,,,
560530877,5155275536,0,99302530,1,Via del Pigneto,living_street,30,True,4.089,"LINESTRING (12.531106 41.8877745, 12.5310572 41.8877802)",,,,,,,,
561176306,734810294,0,124643416,2,Via Cristoforo Colombo,secondary,30,True,61.507,"LINESTRING (12.4975388 41.8641274, 12.4973931 41.8646698)",,,,,,,,
561212851,4023293239,0,44180273,1,Viale Leonardo da Vinci,tertiary,30,True,11.213,"LINESTRING (12.4805662 41.8585698, 12.4805874 41.8584702)",,,,,,,,
563222146,6859712840,0,23578714,2,,cycleway,10,False,55.151,"LINESTRING (12.4951402 41.8582057, 12.4956263 41.8585447)",,,,,,,,
563222146,301844270,0,23578714,2,,cycleway,10,False,7.222,"LINESTRING (12.4951402 41.8582057, 12.4950716 41.8581656)",,,,,,,,
563239578,254293653,0,112887580,3,Via Cristoforo Colombo,primary,30,True,18.001,"LINESTRING (12.4982266 41.860803, 12.4982337 41.8606412)",,,,,,,,
563239580,270295174,0,185140290,2,Via Cristoforo Colombo,secondary,30,True,23.487,"LINESTRING (12.4982322 41.8618165, 12.4981778 41.8620238)",,,,,,,,
563239583,563239590,0,119260067,2,Via Cristoforo Colombo,secondary,30,True,10.532,"LINESTRING (12.4985106 41.860822, 12.4984987 41.8609163)",,,,,,,,
563239584,38226053,0,142373633,3,Via Cristoforo Colombo,primary,30,True,16.297,"LINESTRING (12.4983483 41.8608287, 12.4983258 41.8609743)",,,,,,,,
563239588,563239583,0,119260067,2,Via Cristoforo Colombo,secondary,30,True,11.851,"LINESTRING (12.4985227 41.8607158, 12.4985106 41.860822)",,,,,,,,
563239590,253282221,0,119260067,2,Via Cristoforo Colombo,secondary,30,True,11.856,"LINESTRING (12.4984987 41.8609163, 12.4984762 41.8610216)",,,,,,,,
563239602,1179066975,0,185140290,2,Via Cristoforo Colombo,secondary,30,True,11.441,"LINESTRING (12.4983889 41.8613011, 12.4983527 41.8614004)",,,,,,,,
563239603,563239602,0,185140290,2,Via Cristoforo Colombo,secondary,30,True,12.992,"LINESTRING (12.4984227 41.861187, 12.4983889 41.8613011)",,,,,,,,
563239612,563239580,0,185140290,2,Via Cristoforo Colombo,secondary,30,True,37.42,"LINESTRING (12.4983321 41.8614883, 12.4982322 41.8618165)",,,,,,,,
564941538,758357743,0,28867489,1,Via delle Botteghe Oscure,tertiary,30,True,32.688,"LINESTRING (12.47758 41.8948708, 12.4779742 41.8948886)",,,,,,,,
564995655,2411980570,0,44457233,1,Via Mazzarino,residential,30,True,81.237,"LINESTRING (12.4889292 41.8963767, 12.4883975 41.8969908)",,,,,,,,
565568587,1190852908,0,44523267,,,unclassified,30,False,3.98,"LINESTRING (12.4552799 41.9012341, 12.4552344 41.9012225)",,,,private,,,,
565568587,1626626760,0,44523267,,,unclassified,30,False,7.853,"LINESTRING (12.4552799 41.9012341, 12.4553702 41.9012558)",,,,private,,,,
566195386,2211347885,0,211131467,,,service,5,True,9.372,"LINESTRING (12.4524231 41.9085904, 12.4525276 41.9086229)",parking_aisle,,,,,,,
566820207,566820208,0,202424892,2,,cycleway,10,False,12.393,"LINESTRING (12.4830535 41.9289595, 12.4829344 41.9288919)",,,,,,,,
566820207,1106951072,0,202424892,2,,cycleway,10,False,34.203,"LINESTRING (12.4830535 41.9289595, 12.483369 41.9291583)",,,,,,,,
566820208,566820209,0,202424892,2,,cycleway,10,False,16.277,"LINESTRING (12.4829344 41.9288919, 12.4827874 41.9287946)",,,,,,,,
566820208,566820207,0,202424892,2,,cycleway,10,False,12.393,"LINESTRING (12.4829344 41.9288919, 12.4830535 41.9289595)",,,,,,,,
566820209,1106951017,0,202424892,2,,cycleway,10,False,20.359,"LINESTRING (12.4827874 41.9287946, 12.4826039 41.9286726)",,,,,,,,
566820209,566820208,0,202424892,2,,cycleway,10,False,16.277,"LINESTRING (12.4827874 41.9287946, 12.4829344 41.9288919)",,,,,,,,
566820210,1106951013,0,202424892,2,,cycleway,10,False,14.777,"LINESTRING (12.4837604 41.9293584, 12.4836059 41.9292917)",,,,,,,,
566820210,566820211,0,202424892,2,,cycleway,10,False,32.547,"LINESTRING (12.4837604 41.9293584, 12.4841258 41.9294669)",,,,,,,,
566820211,566820210,0,202424892,2,,cycleway,10,False,32.547,"LINESTRING (12.4841258 41.9294669, 12.4837604 41.9293584)",,,,,,,,
566820211,1106951083,0,202424892,2,,cycleway,10,False,27.599,"LINESTRING (12.4841258 41.9294669, 12.4844355 41.9295592)",,,,,,,,
566820212,1316476510,0,202424892,2,,cycleway,10,False,3.366,"LINESTRING (12.4849462 41.9299132, 12.4849755 41.9298922)",,,,,,,,
566820212,1106950999,0,202424892,2,,cycleway,10,False,6.208,"LINESTRING (12.4849462 41.9299132, 12.48489 41.9299502)",,,,,,,,
566820213,1106951074,0,202424892,2,,cycleway,10,False,14.591,"LINESTRING (12.4855437 41.9306398, 12.4853922 41.9305726)",,,,,,,,
566820213,566820218,0,202424892,2,,cycleway,10,False,16.147,"LINESTRING (12.4855437 41.9306398, 12.485727 41.9306897)",,,,,,,,
566820214,1106951015,0,202424892,2,,cycleway,10,False,11.271,"LINESTRING (12.4852657 41.9305184, 12.4851623 41.9304524)",,,,,,,,
566820214,1106951074,0,202424892,2,,cycleway,10,False,12.076,"LINESTRING (12.4852657 41.9305184, 12.4853922 41.9305726)",,,,,,,,
566820215,1106951086,0,202424892,2,,cycleway,10,False,12.781,"LINESTRING (12.4850858 41.9303994, 12.4849785 41.9303167)",,,,,,,,
566820215,1106951015,0,202424892,2,,cycleway,10,False,8.648,"LINESTRING (12.4850858 41.9303994, 12.4851623 41.9304524)",,,,,,,,
566820216,1106951026,0,202424892,2,,cycleway,10,False,9.169,"LINESTRING (12.4849024 41.9302472, 12.4848506 41.9301743)",,,,,,,,
566820216,1106951086,0,202424892,2,,cycleway,10,False,9.968,"LINESTRING (12.4849024 41.9302472, 12.4849785 41.9303167)",,,,,,,,
566820217,1106951035,0,202424892,2,,cycleway,10,False,6.434,"LINESTRING (12.4848314 41.9300687, 12.4848448 41.9300117)",,,,,,,,
566820217,1106950988,0,202424892,2,,cycleway,10,False,5.979,"LINESTRING (12.4848314 41.9300687, 12.4848352 41.9301224)",,,,,,,,
566820218,566820213,0,202424892,2,,cycleway,10,False,16.147,"LINESTRING (12.485727 41.9306897, 12.4855437 41.9306398)",,,,,,,,
566820218,1106951005,0,202424892,2,,cycleway,10,False,11.226,"LINESTRING (12.485727 41.9306897, 12.4858569 41.9307189)",,,,,,,,
566820219,903975417,0,202424892,2,,cycleway,10,False,16.836,"LINESTRING (12.4872397 41.9311059, 12.4870547 41.9310428)",,,,,,,,
566820219,1106951054,0,202424892,2,,cycleway,10,False,16.358,"LINESTRING (12.4872397 41.9311059, 12.4874212 41.9311643)",,,,,,,,
566820220,1106951064,0,202424892,2,,cycleway,10,False,26.203,"LINESTRING (12.4865718 41.9309106, 12.4862744 41.9308295)",,,,,,,,
566820220,1106950994,0,202424892,2,,cycleway,10,False,22.026,"LINESTRING (12.4865718 41.9309106, 12.4868228 41.9309767)",,,,,,,,
566820222,1106951093,0,202424892,2,,cycleway,10,False,22.374,"LINESTRING (12.4880857 41.9314059, 12.4878455 41.9313134)",,,,,,,,
566820222,1106951043,0,202424892,2,,cycleway,10,False,24.138,"LINESTRING (12.4880857 41.9314059, 12.4883437 41.9315073)",,,,,,,,
566820223,1106951043,0,202424892,2,,cycleway,10,False,25.723,"LINESTRING (12.4886222 41.9316102, 12.4883437 41.9315073)",,,,,,,,
566820223,1106951089,0,202424892,2,,cycleway,10,False,13.831,"LINESTRING (12.4886222 41.9316102, 12.4887662 41.9316734)",,,,,,,,
566820224,1106950995,0,202424892,2,,cycleway,10,False,26.129,"LINESTRING (12.4898355 41.9318536, 12.4895214 41.9318288)",,,,,,,,
566820224,1106951032,0,202424892,2,,cycleway,10,False,16.405,"LINESTRING (12.4898355 41.9318536, 12.4900311 41.9318779)",,,,,,,,
566820225,1106951019,0,202424892,2,,cycleway,10,False,15.153,"LINESTRING (12.4890441 41.9317701, 12.4888745 41.9317186)",,,,,,,,
566820225,1106951068,0,202424892,2,,cycleway,10,False,14.102,"LINESTRING (12.4890441 41.9317701, 12.4892109 41.9317963)",,,,,,,,
566820226,1106951094,0,202424892,2,,cycleway,10,False,19.751,"LINESTRING (12.49066 41.9320362, 12.4904442 41.9319602)",,,,,,,,
566820226,1106951022,0,202424892,2,,cycleway,10,False,11.75,"LINESTRING (12.49066 41.9320362, 12.4907864 41.9320844)",,,,,,,,
566820227,1106951082,0,202424892,2,,cycleway,10,False,7.069,"LINESTRING (12.4910832 41.9321944, 12.4910124 41.9321588)",,,,,,,,
566820227,1106951011,0,202424892,2,,cycleway,10,False,11.348,"LINESTRING (12.4910832 41.9321944, 12.4911958 41.9322527)",,,,,,,,
566820230,1106951087,0,202424892,2,,cycleway,10,False,11.644,"LINESTRING (12.4939728 41.9339272, 12.4938379 41.9339571)",,,,,,,,
566820230,1106951036,0,202424892,2,,cycleway,10,False,16.409,"LINESTRING (12.4939728 41.9339272, 12.4941607 41.9338799)",,,,,,,,
566820231,1106951048,0,202424892,2,,cycleway,10,False,9.373,"LINESTRING (12.4937164 41.9339745, 12.4936032 41.9339708)",,,,,,,,
566820231,1106951087,0,202424892,2,,cycleway,10,False,10.235,"LINESTRING (12.4937164 41.9339745, 12.4938379 41.9339571)",,,,,,,,
566820232,1106950989,0,202424892,2,,cycleway,10,False,8.811,"LINESTRING (12.4934903 41.9339449, 12.4934018 41.9339008)",,,,,,,,
566820232,1106951048,0,202424892,2,,cycleway,10,False,9.773,"LINESTRING (12.4934903 41.9339449, 12.4936032 41.9339708)",,,,,,,,
566820233,1106951057,0,202424892,2,,cycleway,10,False,19.238,"LINESTRING (12.4933047 41.9338327, 12.4931664 41.9336936)",,,,,,,,
566820233,1106950989,0,202424892,2,,cycleway,10,False,11.039,"LINESTRING (12.4933047 41.9338327, 12.4934018 41.9339008)",,,,,,,,
566820234,1106951069,0,202424892,2,,cycleway,10,False,26.735,"LINESTRING (12.4930342 41.9335572, 12.4928386 41.9333658)",,,,,,,,
566820234,1106951057,0,202424892,2,,cycleway,10,False,18.698,"LINESTRING (12.4930342 41.9335572, 12.4931664 41.9336936)",,,,,,,,
566820235,1106951016,0,202424892,2,,cycleway,10,False,3.967,"LINESTRING (12.4952411 41.9339706, 12.4951983 41.9339867)",,,,,,,,
566820235,1316482222,0,202424892,2,,cycleway,10,False,17.336,"LINESTRING (12.4952411 41.9339706, 12.4954099 41.934063)",,,,,,,,
566820236,1106951027,0,202424892,2,,cycleway,10,False,14.011,"LINESTRING (12.4950268 41.9339646, 12.4948856 41.933895)",,,,,,,,
566820236,1106951065,0,202424892,2,,cycleway,10,False,8.837,"LINESTRING (12.4950268 41.9339646, 12.4951261 41.9339939)",,,,,,,,
566820237,1106951075,0,202424892,2,,cycleway,10,False,12.461,"LINESTRING (12.4946786 41.9338356, 12.4945282 41.9338293)",,,,,,,,
566820237,1106951027,0,202424892,2,,cycleway,10,False,18.353,"LINESTRING (12.4946786 41.9338356, 12.4948856 41.933895)",,,,,,,,
566820238,1106951036,0,202424892,2,,cycleway,10,False,18.724,"LINESTRING (12.4943793 41.9338362, 12.4941607 41.9338799)",,,,,,,,
566820238,1106951075,0,202424892,2,,cycleway,10,False,12.341,"LINESTRING (12.4943793 41.9338362, 12.4945282 41.9338293)",,,,,,,,
566820239,1106951046,0,202424892,2,,cycleway,10,False,19.66,"LINESTRING (12.4959302 41.9347314, 12.4958617 41.9345621)",,,,,,,,
566820239,1106951096,0,202424892,2,,cycleway,10,False,18.066,"LINESTRING (12.4959302 41.9347314, 12.4959948 41.9348866)",,,,,,,,
566820240,1106951084,0,202424892,2,,cycleway,10,False,18.273,"LINESTRING (12.4957734 41.9344163, 12.4956516 41.9342792)",,,,,,,,
566820240,1106951046,0,202424892,2,,cycleway,10,False,17.782,"LINESTRING (12.4957734 41.9344163, 12.4958617 41.9345621)",,,,,,,,
566820241,1316482222,0,202424892,2,,cycleway,10,False,16.991,"LINESTRING (12.4955754 41.9341535, 12.4954099 41.934063)",,,,,,,,
566820241,1106951084,0,202424892,2,,cycleway,10,False,15.333,"LINESTRING (12.4955754 41.9341535, 12.4956516 41.9342792)",,,,,,,,
566820242,1316484584,0,202424892,2,,cycleway,10,False,3.251,"LINESTRING (12.4963472 41.9354265, 12.4963328 41.9353993)",,,,,,,,
566820242,1106951067,0,202424892,2,,cycleway,10,False,8.551,"LINESTRING (12.4963472 41.9354265, 12.4963474 41.9355034)",,,,,,,,
566820243,1316484583,0,202424892,2,,cycleway,10,False,1.427,"LINESTRING (12.4962823 41.9353039, 12.4962784 41.9352914)",,,,,,,,
566820243,1316484584,0,202424892,2,,cycleway,10,False,11.401,"LINESTRING (12.4962823 41.9353039, 12.4963328 41.9353993)",,,,,,,,
566820244,1106951055,0,202424892,2,,cycleway,10,False,11.141,"LINESTRING (12.4962694 41.9351459, 12.4961591 41.9350884)",,,,,,,,
566820244,1316484585,0,202424892,2,,cycleway,10,False,6.116,"LINESTRING (12.4962694 41.9351459, 12.4962694 41.9352009)",,,,,,,,
566820245,1106951096,0,202424892,2,,cycleway,10,False,13.629,"LINESTRING (12.4960672 41.9349967, 12.4959948 41.9348866)",,,,,,,,
566820245,1106951055,0,202424892,2,,cycleway,10,False,12.718,"LINESTRING (12.4960672 41.9349967, 12.4961591 41.9350884)",,,,,,,,
566820246,1106950997,0,202424892,2,,cycleway,10,False,9.265,"LINESTRING (12.4963742 41.9356768, 12.496363 41.9355939)",,,,,,,,
566820246,1106951007,0,202424892,2,,cycleway,10,False,10.902,"LINESTRING (12.4963742 41.9356768, 12.4963474 41.9357728)",,,,,,,,
566820247,1106951018,0,202424892,2,,cycleway,10,False,27.324,"LINESTRING (12.496403 41.9366768, 12.4964139 41.9364312)",,,,,,,,
566820247,1106951052,0,202424892,2,,cycleway,10,False,25.564,"LINESTRING (12.496403 41.9366768, 12.49639 41.9369065)",,,,,,,,
566820248,1106951077,0,202424892,2,,cycleway,10,False,17.069,"LINESTRING (12.4964201 41.9362366, 12.4964004 41.9360838)",,,,,,,,
566820248,1106951018,0,202424892,2,,cycleway,10,False,21.645,"LINESTRING (12.4964201 41.9362366, 12.4964139 41.9364312)",,,,,,,,
566820249,1106951063,0,202424892,2,,cycleway,10,False,14.496,"LINESTRING (12.4964363 41.9373632, 12.4964119 41.9372341)",,,,,,,,
566820249,566820251,0,202424892,2,,cycleway,10,False,22.769,"LINESTRING (12.4964363 41.9373632, 12.496486 41.9375646)",,,,,,,,
566820250,1106951073,0,202424892,2,,cycleway,10,False,46.895,"LINESTRING (12.4966833 41.9383793, 12.4965824 41.9379643)",,,,,,,,
566820250,566820252,0,202424892,2,,cycleway,10,False,99.51,"LINESTRING (12.4966833 41.9383793, 12.4968916 41.9392607)",,,,,,,,
566820251,566820249,0,202424892,2,,cycleway,10,False,22.769,"LINESTRING (12.496486 41.9375646, 12.4964363 41.9373632)",,,,,,,,
566820251,1106951073,0,202424892,2,,cycleway,10,False,45.154,"LINESTRING (12.496486 41.9375646, 12.4965824 41.9379643)",,,,,,,,
566820252,566820250,0,202424892,2,,cycleway,10,False,99.51,"LINESTRING (12.4968916 41.9392607, 12.4966833 41.9383793)",,,,,,,,
566820252,566820256,0,202424892,2,,cycleway,10,False,50.063,"LINESTRING (12.4968916 41.9392607, 12.4969996 41.9397037)",,,,,,,,
566820253,566820254,0,202424892,2,,cycleway,10,False,21.613,"LINESTRING (12.4974222 41.9402071, 12.4972045 41.9400996)",,,,,,,,
566820253,566820263,0,202424892,2,,cycleway,10,False,23.588,"LINESTRING (12.4974222 41.9402071, 12.4976721 41.9403093)",,,,,,,,
