u,v,key,osmid,bridge,oneway,name,highway,length,geometry,lanes,maxspeed,access,width,junction,tunnel,ref
3332468614,4392656726,0,71465459,,True,Avenida Pedro Montt,secondary,14.438,"LINESTRING (-70.6647949 -33.4737202, -70.6646396 -33.4737114)",2,,,,,,
3332468614,6231484049,0,692119691,,True,El Mirador,secondary,24.396,"LINESTRING (-70.6647949 -33.4737202, -70.66484730000001 -33.4735052)",2,,,,,,
3332507626,6071898831,0,24446139,,True,Pedro Montt,residential,4.704,"LINESTRING (-70.6656723 -33.4736727, -70.66562159999999 -33.4736739)",2,,,,,,
3332507627,3332468613,0,24446139,,True,Pedro Montt,residential,46.454,"LINESTRING (-70.6653828 -33.4737521, -70.6648831 -33.4737239)",2,,,,,,
3344097483,473219123,0,39505781,,True,Avenida Cardenal José María Caro,primary,18.355,"LINESTRING (-70.64785190000001 -33.433521, -70.6480418 -33.4334748)",5,,,,,,
3344097487,285737553,0,453309208,,True,Avenida Cardenal José María Caro,primary,61.463,"LINESTRING (-70.6489301 -33.4332646, -70.6495705 -33.4331235)",5,,,,,,
3345864022,2776473071,0,445736406,,True,Avenida Alcalde Carlos Valdovinos,secondary,147.755,"LINESTRING (-70.6749724 -33.4784211, -70.6765654 -33.4784067)",2,50,,,,,
3347821753,3283143567,0,611926407,,True,Avenida Alcalde Carlos Valdovinos,secondary,29.737,"LINESTRING (-70.67885080000001 -33.4783791, -70.6791711 -33.478367)",2,50,,,,,
3370504678,83325520,0,679088054,,True,Santa Lucía,primary,10.227,"LINESTRING (-70.64389389999999 -33.4388952, -70.6439354 -33.4389804)",4,,,,,,
3382296248,4455721117,0,14421621,,True,Almirante Blanco Encalada,residential,10.166,"LINESTRING (-70.65719300000001 -33.4565075, -70.6570835 -33.456504)",2,60,,,,,
3382299274,4399435389,0,106288151,,True,,primary_link,2.469,"LINESTRING (-70.6604629 -33.4567885, -70.6604778 -33.4568069)",,,,,,,
3382299276,1223293807,0,179550004,,True,Avenida Almirante Blanco Encalada,primary,5.859,"LINESTRING (-70.66065740000001 -33.4569047, -70.6606152 -33.4569439)",,60,,,,,
3383499213,369961554,0,445535002,,True,Manuel Rodríguez Sur,primary,19.706,"LINESTRING (-70.6571344 -33.4562384, -70.6570613 -33.4564048)",3,60,,,,,
3383499217,253359297,0,23401446,,True,Copiapó,tertiary,47.63,"LINESTRING (-70.6557818 -33.4562062, -70.6552748 -33.4561387)",2,,,,,,
3383499217,3903885509,0,442348158,,False,San Ignacio,tertiary,9.732,"LINESTRING (-70.6557818 -33.4562062, -70.6557943 -33.4561193)",3,,,,,,
3383499217,6405179885,0,442925220,,False,San Ignacio,tertiary,19.92,"LINESTRING (-70.6557818 -33.4562062, -70.65576849999999 -33.456385)",2,,,,,,
3409729117,7436624588,0,201854689,,True,Avenida General Rondizzoni,primary_link,3.585,"LINESTRING (-70.66327699999999 -33.4702779, -70.6633042 -33.470255)",1,60,,,,,
3409729127,4623733490,0,333924613,,False,Avenida Beaucheff,secondary,131.639,"LINESTRING (-70.66355009999999 -33.4683935, -70.6636072 -33.4672106)",3,60,,,,,
3409729127,609293237,0,333924613,,False,Avenida Beaucheff,secondary,94.302,"LINESTRING (-70.66355009999999 -33.4683935, -70.6635094 -33.4692409)",3,60,,,,,
3409729141,4130454005,0,201854689,,True,Avenida General Rondizzoni,primary_link,18.011,"LINESTRING (-70.66337969999999 -33.4701381, -70.66347089999999 -33.4699951)",1,60,,,,,
3409729146,609293209,0,333924613,,False,Avenida Beaucheff,secondary,78.672,"LINESTRING (-70.6635713 -33.4671542, -70.6636209 -33.4664479)",3,60,,,,,
3409729146,4623733490,0,333924613,,False,Avenida Beaucheff,secondary,7.101,"LINESTRING (-70.6635713 -33.4671542, -70.6636072 -33.4672106)",3,60,,,,,
3409729151,5357794640,0,201854689,,True,Avenida General Rondizzoni,primary_link,5.695,"LINESTRING (-70.6633226 -33.4702321, -70.663353 -33.4701876)",1,60,,,,,
3409729158,6096465657,0,333924613,,False,Avenida Beaucheff,secondary,81.179,"LINESTRING (-70.6639175 -33.4589907, -70.6638865 -33.4597203)",3,60,,,,,
3409729158,4399187659,0,333924621,,True,Beauchef,secondary,25.611,"LINESTRING (-70.6639175 -33.4589907, -70.66388790000001 -33.4587617)",,60,,,,,
3409729159,663085320,0,47534777,,True,San Dionisio,residential,74.41,"LINESTRING (-70.66406910000001 -33.4720834, -70.66486810000001 -33.4721434)",2,,,,,,
3409729159,663085324,0,47561632,,False,Yarur,residential,153.031,"LINESTRING (-70.66406910000001 -33.4720834, -70.6640228 -33.4734591)",2,,,,,,
3442885925,3442885934,0,24444666,,False,Santa Elvira,residential,30.526,"LINESTRING (-70.640415 -33.4619009, -70.64074220000001 -33.4619301)",,,,,,,
3442885925,3442885931,0,24444666,,False,Santa Elvira,residential,27.389,"LINESTRING (-70.640415 -33.4619009, -70.64012150000001 -33.4618741)",,,,,,,
3442885927,605181227,0,674268647,,True,Victoria,residential,26.766,"LINESTRING (-70.64032229999999 -33.4628573, -70.64060910000001 -33.4628837)",2,,,,,,
3442885930,5683038701,0,337190569,,False,Pasaje Victoria,living_street,9.687,"LINESTRING (-70.6412196 -33.4629466, -70.641232 -33.4628601)",,,,,,,
3442885930,265670112,0,674268647,,True,Victoria,residential,41.287,"LINESTRING (-70.6412196 -33.4629466, -70.641661 -33.4629942)",2,,,,,,
3442885931,3442885925,0,24444666,,False,Santa Elvira,residential,27.389,"LINESTRING (-70.64012150000001 -33.4618741, -70.640415 -33.4619009)",,,,,,,
3442885931,265668450,0,24444666,,False,Santa Elvira,residential,9.677,"LINESTRING (-70.64012150000001 -33.4618741, -70.6400177 -33.4618654)",,,,,,,
3442885934,3442885943,0,24444666,,False,Santa Elvira,residential,28.885,"LINESTRING (-70.64074220000001 -33.4619301, -70.6410518 -33.4619578)",,,,,,,
3442885934,3442885925,0,24444666,,False,Santa Elvira,residential,30.526,"LINESTRING (-70.64074220000001 -33.4619301, -70.640415 -33.4619009)",,,,,,,
3442885938,265669431,0,24444666,,False,Santa Elvira,residential,38.41,"LINESTRING (-70.6413512 -33.4619845, -70.6417629 -33.4620213)",,,,,,,
3442885938,3442885943,0,24444666,,False,Santa Elvira,residential,27.932,"LINESTRING (-70.6413512 -33.4619845, -70.6410518 -33.4619578)",,,,,,,
3442885939,5683038527,0,674268647,,True,Victoria,residential,24.854,"LINESTRING (-70.6399747 -33.4628201, -70.64024019999999 -33.4628501)",2,,,,,,
3442885940,3442885930,0,674268647,,True,Victoria,residential,27.907,"LINESTRING (-70.6409216 -33.4629122, -70.6412196 -33.4629466)",2,,,,,,
3442885943,3442885938,0,24444666,,False,Santa Elvira,residential,27.932,"LINESTRING (-70.6410518 -33.4619578, -70.6413512 -33.4619845)",,,,,,,
3442885943,3442885934,0,24444666,,False,Santa Elvira,residential,28.885,"LINESTRING (-70.6410518 -33.4619578, -70.64074220000001 -33.4619301)",,,,,,,
3449660123,369965187,0,32841100,,True,Manuel Rodríguez,primary,420.314,"LINESTRING (-70.6571491 -33.4608859, -70.6569077 -33.4646605)",,60,,,,,
3456753065,13877051,0,32841147,,True,Manuel Rodríguez,primary,5.832,"LINESTRING (-70.6583524 -33.4525813, -70.6583649 -33.4525299)",,60,,,,,
3456753066,253348601,0,208159361,,True,Dieciocho,tertiary,5.936,"LINESTRING (-70.6569169 -33.4532547, -70.6569271 -33.453202)",2,,,,,,
3456753067,13877051,0,669870424,,True,Puente Toesca,secondary,7.636,"LINESTRING (-70.658445 -33.4525457, -70.6583649 -33.4525299)",3,60,,,,,
3456753071,478371135,0,13920356,,True,Santa Isabel,secondary,2.956,"LINESTRING (-70.6582973 -33.4525173, -70.6582657 -33.4525139)",3,,,,,,
3456753072,613337467,0,445545294,,True,Manuel Rodríguez Sur,primary,37.98,"LINESTRING (-70.6590106 -33.4527105, -70.6589195 -33.4530435)",3,60,,,,,
3456753080,369952997,0,445530544,,True,Manuel Rodríguez Sur,primary,14.409,"LINESTRING (-70.659085 -33.452447, -70.6590508 -33.4525734)",3,,,,,,
3456753082,1999003661,0,189256411,,True,Manuel Rodríguez Sur,primary,17.901,"LINESTRING (-70.65842000000001 -33.4523328, -70.6584637 -33.452176)",3,,,,,,
3456753083,13877046,0,331303477,,True,Toesca,secondary,9.378,"LINESTRING (-70.6591232 -33.4526739, -70.6590226 -33.4526657)",3,60,,,,,
3456760293,4399357602,0,445535002,,True,Manuel Rodríguez Sur,primary,22.516,"LINESTRING (-70.6568773 -33.4578295, -70.6568903 -33.4580317)",3,60,,,,,
3468541784,3034736538,0,626756847,,True,Avenida Tupper,primary,9.726,"LINESTRING (-70.6577207 -33.4591727, -70.6577315 -33.4592597)",3,60,,,,,
3468542795,3034736537,0,626756847,,True,Avenida Tupper,primary,8.489,"LINESTRING (-70.65766309999999 -33.4589683, -70.65768559999999 -33.4590423)",3,60,,,,,
3471378705,612587411,0,20891196,,True,Blas Cañas,residential,28.79,"LINESTRING (-70.6412996 -33.4448063, -70.64100000000001 -33.4447389)",,,,,,,
3472006548,4457899456,0,445736406,,True,Avenida Alcalde Carlos Valdovinos,secondary,83.013,"LINESTRING (-70.6736313 -33.4784427, -70.6745262 -33.4784292)",2,50,,,,,
3505810893,243482667,0,22698626,,True,Diagonal Vicuña Mackenna,primary_link,17.391,"LINESTRING (-70.6259757 -33.4690668, -70.62596069999999 -33.4692227)",,,,,,,
3577082411,3577095641,0,351906988,,True,San Pablo,primary,9.462,"LINESTRING (-70.6607042 -33.4346934, -70.66074860000001 -33.43477)",1,,,,,,
3577082412,4388301176,0,351906987,yes,True,San Pablo,primary,2.028,"LINESTRING (-70.6606469 -33.4346492, -70.6606657 -33.4346585)",1,,,,,,
3577082413,4388301172,0,351906987,yes,True,San Pablo,primary,2.395,"LINESTRING (-70.66056740000001 -33.4346366, -70.66059319999999 -33.4346372)",1,,,,,,
3577082414,3577082413,0,351906987,yes,True,San Pablo,primary,31.874,"LINESTRING (-70.66022409999999 -33.4346271, -70.66056740000001 -33.4346366)",1,,,,,,
3577082415,4388301175,0,351906987,yes,True,San Pablo,primary,2.301,"LINESTRING (-70.6601098 -33.4346666, -70.6601289 -33.4346534)",1,,,,,,
3577082417,227926258,0,351905023,,True,Santo Domingo,unclassified,5.726,"LINESTRING (-70.66032130000001 -33.4371946, -70.6603829 -33.4371977)",2,,,,,,
3577082421,4448453628,0,450504156,,True,Avenida Manuel Rodríguez Norte,primary,8.902,"LINESTRING (-70.6604337 -33.4418362, -70.6604531 -33.4419146)",3,,,,,,
3577082422,14760679,0,278765387,,True,Avenida Manuel Rodríguez Norte,primary,14.556,"LINESTRING (-70.6597392 -33.4417423, -70.65971469999999 -33.441613)",3,,,,,,
3577082423,3577082421,0,351905026,,True,Agustinas,secondary,5.168,"LINESTRING (-70.6604109 -33.4417938, -70.6604337 -33.4418362)",1,,,,,,
3577082424,4388230867,0,351905025,yes,True,Agustinas,secondary,5.237,"LINESTRING (-70.66024609999999 -33.4417591, -70.6603023 -33.4417635)",1,,,,,,
3577082425,3577082424,0,351905025,yes,True,Agustinas,secondary,25.252,"LINESTRING (-70.65997489999999 -33.4417401, -70.66024609999999 -33.4417591)",1,,,,,,
3577082427,4388230870,0,351905025,yes,True,Agustinas,secondary,3.371,"LINESTRING (-70.65983730000001 -33.441789, -70.65986580000001 -33.4417702)",1,,,,,,
3577082428,3577082422,0,278765387,,True,Avenida Manuel Rodríguez Norte,primary,17.494,"LINESTRING (-70.6597701 -33.4418975, -70.6597392 -33.4417423)",3,,,,,,
3577082428,4388230873,0,690566875,,True,Agustinas,secondary,7.902,"LINESTRING (-70.6597701 -33.4418975, -70.65979849999999 -33.4418305)",1,,,,,,
3577095640,3577082415,0,351906987,yes,True,San Pablo,primary,2.464,"LINESTRING (-70.6600907 -33.434682, -70.6601098 -33.4346666)",1,,,,,,
3577095641,7673671598,0,450504156,,True,Avenida Manuel Rodríguez Norte,primary,36.26,"LINESTRING (-70.66074860000001 -33.43477, -70.66069760000001 -33.4350933)",3,,,,,,
3577095642,3577095640,0,351906989,,True,San Pablo,primary,7.625,"LINESTRING (-70.6600431 -33.4347379, -70.6600907 -33.434682)",1,,,,,,
3577095642,386225,0,453310653,,True,Avenida Manuel Rodríguez Norte,primary,18.251,"LINESTRING (-70.6600431 -33.4347379, -70.6600681 -33.4345751)",3,,,,,,
3587931544,1912904767,0,23393699,,True,Almirante Barroso,residential,0.649,"LINESTRING (-70.6616095 -33.4449846, -70.66161099999999 -33.4449789)",,,,,,,
3587931545,253281778,0,447767940,,True,Erasmo Escala,residential,35.664,"LINESTRING (-70.6620552 -33.4444833, -70.6616803 -33.4444125)",2,,,,,,
3587931551,15542069,0,445511088,,True,Avenida Libertador Bernardo O'Higgins,primary,15.297,"LINESTRING (-70.6608573 -33.4465685, -70.6606977 -33.446534)",4,,,,,,
3587951516,3587951518,0,353010094,,False,Pasaje Cienfuegos,living_street,51.167,"LINESTRING (-70.66229800000001 -33.4452814, -70.6628345 -33.4453879)",,,,,,,
3587951518,265688246,0,24446049,,True,Cienfuegos,residential,81.349,"LINESTRING (-70.6628345 -33.4453879, -70.6629715 -33.4446653)",2,,,,,,
3587951518,3587951516,0,353010094,,False,Pasaje Cienfuegos,living_street,51.167,"LINESTRING (-70.6628345 -33.4453879, -70.66229800000001 -33.4452814)",,,,,,,
3619884700,5587251343,0,321238225,,True,,motorway_link,7.099,"LINESTRING (-70.66217020000001 -33.4311873, -70.6621729 -33.4312511)",1,,,,,,
3619884702,5262188161,0,24358543,yes,True,Manuel Rodríguez Norte,primary,10.578,"LINESTRING (-70.6613069 -33.4307466, -70.6614197 -33.4307329)",,,,,,,
3619887094,2600756212,0,254288851,,True,Túnel Vivaceta,motorway_link,13.312,"LINESTRING (-70.6625806 -33.4299483, -70.66258329999999 -33.430068)",2,50,,,,yes,
3634244594,130334585,0,121747182,,True,Avenida Manuel Antonio Matta,primary,8.095,"LINESTRING (-70.6298748 -33.4554129, -70.6299595 -33.4554304)",,60,,,,,
3634244611,265665780,0,23401447,,True,Coquimbo,residential,11.158,"LINESTRING (-70.630487 -33.4532717, -70.63060710000001 -33.4532664)",,50,,,,,
3686116661,612588146,0,47531551,,False,José Ramón Gutiérrez,residential,38.043,"LINESTRING (-70.6407609 -33.4394008, -70.64117039999999 -33.4393839)",,,,,,,
3686116661,6894617962,0,47531551,,False,José Ramón Gutiérrez,residential,3.442,"LINESTRING (-70.6407609 -33.4394008, -70.6407253 -33.4394095)",,,,,,,
3686116662,7002656571,0,329980732,,False,,residential,11.219,"LINESTRING (-70.64177669999999 -33.4409585, -70.64185809999999 -33.4408839)",,,,,,,
3686116662,6958754628,0,446594494,,True,Avenida Libertador Bernardo O'Higgins,primary,14.05,"LINESTRING (-70.64177669999999 -33.4409585, -70.6418943 -33.4410381)",3,,,,,,
3686116663,256039829,0,446594494,,True,Avenida Libertador Bernardo O'Higgins,primary,28.034,"LINESTRING (-70.6402605 -33.4399167, -70.64049199999999 -33.4400787)",3,,,,,,
3686116665,436064306,0,8000738,,True,Estados Unidos,residential,37.983,"LINESTRING (-70.63888780000001 -33.436877, -70.63890139999999 -33.4372184)",,,,,,,
3686116665,373483167,0,557385129,,False,Merced,secondary,41.947,"LINESTRING (-70.63888780000001 -33.436877, -70.6393398 -33.4368828)",5,,,,,,
3686116665,436064323,0,557385129,,False,Merced,secondary,116.656,"LINESTRING (-70.63888780000001 -33.436877, -70.6376307 -33.4368649)",5,,,,,,
3700537926,3700537927,0,366063393,,False,Elias Fernandez Albano,residential,60.444,"LINESTRING (-70.6584265 -33.4420882, -70.6585145 -33.4415496)",,,,,,,
3700537927,386343,0,175111023,,True,Agustinas,secondary,64.338,"LINESTRING (-70.6585145 -33.4415496, -70.6578267 -33.4414762)",3,,,,,,
3700537927,3700537926,0,366063393,,False,Elias Fernandez Albano,residential,60.444,"LINESTRING (-70.6585145 -33.4415496, -70.6584265 -33.4420882)",,,,,,,
3728172670,265688201,0,368978860,,True,Profesora Amanda Labarca,unclassified,124.819,"LINESTRING (-70.6552011 -33.44348, -70.6554553 -33.4423777)",,,,,,,
3728172670,6193182960,0,678958875,,True,Valentín Letelier,unclassified,54.78,"LINESTRING (-70.6552011 -33.44348, -70.6546209 -33.4433888)",,,,,,building_passage,
3728172674,5027727663,0,448518899,,True,Avenida Libertador Bernardo O'Higgins,primary,75.887,"LINESTRING (-70.65483519999999 -33.4446122, -70.655619 -33.4448072)",5,,,,,,
3733178225,370203600,0,46383965,,False,General Bulnes,secondary,16.279,"LINESTRING (-70.6716801 -33.4272449, -70.6716342 -33.4271036)",2,,,,,,
3733178225,5910464430,0,46383965,,False,General Bulnes,secondary,19.335,"LINESTRING (-70.6716801 -33.4272449, -70.671725 -33.4274147)",2,,,,,,
3733178225,5262188200,0,544354050,,False,,unclassified,11.292,"LINESTRING (-70.6716801 -33.4272449, -70.6715677 -33.4272838)",,,,,,,
3738224931,285738836,0,26103751,,True,Purísima,secondary,6.557,"LINESTRING (-70.6388673 -33.4354039, -70.63888350000001 -33.4354613)",2,,,,,,
3738224935,285738830,0,26103749,,True,Purísima,secondary,6.752,"LINESTRING (-70.63898349999999 -33.4353728, -70.6389947 -33.4354328)",2,,,,,,
3739480890,4399676369,0,331303477,,True,Toesca,secondary,10.804,"LINESTRING (-70.6596299 -33.4529686, -70.65955169999999 -33.4528966)",3,60,,,,,
3781368604,5254200834,0,441531754,,True,,secondary_link,16.599,"LINESTRING (-70.6798656 -33.4783599, -70.68004310000001 -33.478379)",1,,,,,,
3781368604,5793193825,0,611926407,,True,Avenida Alcalde Carlos Valdovinos,secondary,18.061,"LINESTRING (-70.6798656 -33.4783599, -70.6800564 -33.4783274)",2,50,,,,,
3794770258,594073437,0,41744321,,True,General Mackenna,primary_link,5.667,"LINESTRING (-70.6529735 -33.4329948, -70.6529135 -33.4329853)",2,,,,,,
3794770263,514091413,0,41744321,,True,General Mackenna,primary_link,2.844,"LINESTRING (-70.651769 -33.4328, -70.6517542 -33.4327776)",2,,,,,,
3794770264,514091415,0,41744321,,True,General Mackenna,primary_link,2.567,"LINESTRING (-70.6517351 -33.432732, -70.6517284 -33.4327096)",2,,,,,,
3794770265,285738462,0,544370788,,True,Avenida La Paz,primary,28.034,"LINESTRING (-70.651723 -33.4326803, -70.651672 -33.4324318)",2,,,,,,
3794770265,4390695366,0,544370789,,True,Avenida Cardenal José María Caro,primary,16.097,"LINESTRING (-70.651723 -33.4326803, -70.651889 -33.4327223)",5,,,,,,
3794770275,265687494,0,8000667,,True,Avenida Presidente Balmaceda,primary,13.496,"LINESTRING (-70.6535112 -33.432821, -70.653648 -33.4327798)",3,,,,,,
3794818257,4390695369,0,556535045,,True,Avenida Independencia,primary,6.261,"LINESTRING (-70.65345960000001 -33.4327598, -70.6535246 -33.4327749)",,,,,,,
3794818857,594063371,0,26103717,,True,Avenida Independencia,primary,5.706,"LINESTRING (-70.653248 -33.4327641, -70.6533032 -33.4327867)",,,,,,,
3794818858,3794770275,0,26103717,,True,Avenida Independencia,primary,15.2,"LINESTRING (-70.6533498 -33.4327977, -70.6535112 -33.432821)",,,,,,,
3818994136,2664193690,0,26410398,,True,Santo Domingo,residential,186.678,"LINESTRING (-70.6800722 -33.43846, -70.68207750000001 -33.4385952)",2,,,,,,
3818994136,5357304557,0,238513065,,False,Matucana,primary,107.428,"LINESTRING (-70.6800722 -33.43846, -70.6799869 -33.4394235)",4,,,,,,
3818994136,253411517,0,238513069,,True,Santo Domingo,residential,106.801,"LINESTRING (-70.6800722 -33.43846, -70.6789256 -33.4383761)",2,,,,,,
3818994136,254344556,0,238513075,,False,Matucana,primary,116.182,"LINESTRING (-70.6800722 -33.43846, -70.68014030000001 -33.4374167)",3,,,,,,
3857424857,148808210,0,654051005,,True,Avenida Vicuña Mackenna Poniente,primary,19.92,"LINESTRING (-70.6262231 -33.4685339, -70.6261561 -33.4687041)",,40,,,,,
3857424858,3505810893,0,22698626,,True,Diagonal Vicuña Mackenna,primary_link,11.154,"LINESTRING (-70.6259927 -33.4689675, -70.6259757 -33.4690668)",,,,,,,
3857424858,148808212,0,654051005,,True,Avenida Vicuña Mackenna Poniente,primary,12.64,"LINESTRING (-70.6259927 -33.4689675, -70.6259203 -33.4690638)",,40,,,,,
