u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,lanes,junction,width,bridge,access,tunnel,ref,service,area
5760817120,5760817921,0,48966548,Place Léon Blum,cycleway,,False,13.841000000000001,"LINESTRING (2.3799876 48.8579612, 2.3799516 48.8579001, 2.3799164 48.8578459)",,,,,,,,,
5760817120,5994012589,0,"[606749582, 606749584, 606749585, 606749586, 48966548, 606749588, 629058618]",Place Léon Blum,cycleway,,False,91.28200000000001,"LINESTRING (2.3799876 48.8579612, 2.3799997 48.8579699, 2.3801351 48.8580354, 2.3801793 48.8580359, 2.3803148 48.8580416, 2.3804132 48.8580405, 2.3804571 48.8580405, 2.3805584 48.8579736, 2.3806224 48.8579313, 2.3806323 48.8579042, 2.3806641 48.8577956, 2.3806757 48.8577072, 2.3806296 48.8576287, 2.3805994 48.8576218)",,,,,,,,,
5760817120,5749702238,0,607981527,Boulevard Voltaire,cycleway,,True,432.264,"LINESTRING (2.3799876 48.8579612, 2.3786557 48.8587522, 2.3785722 48.8588008, 2.3769351 48.8597779, 2.3756074 48.8605703)",,,,,,,,,
5760817921,5994012589,0,"[606749582, 606749583, 48966548, 629058619, 629058620]",Place Léon Blum,cycleway,,False,75.55300000000001,"LINESTRING (2.3799164 48.8578459, 2.3799063 48.8578298, 2.3798925 48.8578027, 2.3799034 48.8577019, 2.3799203 48.8576912, 2.3800069 48.8576344, 2.3801504 48.8575507, 2.3801638 48.8575437, 2.3802164 48.8575585, 2.3803553 48.8575672, 2.3803933 48.8575755, 2.380501 48.8575984, 2.3805994 48.8576218)",,,,,,,,,
5760817921,5760817120,0,48966548,Place Léon Blum,cycleway,,False,13.841000000000001,"LINESTRING (2.3799164 48.8578459, 2.3799516 48.8579001, 2.3799876 48.8579612)",,,,,,,,,
5761494461,2721077063,0,761307769,,cycleway,,False,5.848,"LINESTRING (2.3704237 48.898545, 2.3703437 48.8985457)",,,,,,,,,
5761494461,5761494473,0,"[845790440, 804575665, 804575666, 608058386, 608058387, 608058385]",Rue d'Aubervilliers,cycleway,,False,392.924,"LINESTRING (2.3704237 48.898545, 2.3704314 48.8985057, 2.3704667 48.897851, 2.3704747 48.8977364, 2.370477 48.897646, 2.3704773 48.897632, 2.3704788 48.8976067, 2.3705022 48.8972123, 2.3705243 48.8968388, 2.3705322 48.8967135, 2.3705497 48.8963804, 2.3705631 48.8963495, 2.3711298 48.8958809, 2.3712984 48.895776, 2.3713739 48.8957231, 2.3717514 48.8954299, 2.3718197 48.8953109)",,,,yes,,yes,,,
5761494461,277591244,0,761307769,,cycleway,,False,68.939,"LINESTRING (2.3704237 48.898545, 2.3705053 48.8985465, 2.3710283 48.8985558, 2.3711225 48.8985583, 2.3713489 48.8986181)",,,,,,,,,
5761494473,6888381050,0,815695340,Rue d'Aubervilliers,cycleway,,False,3.232,"LINESTRING (2.3718197 48.8953109, 2.3718331 48.8952832)",,,,,,,,,
5761494473,5761494461,0,"[845790440, 608058385, 804575666, 608058387, 804575665, 608058386]",Rue d'Aubervilliers,cycleway,,False,392.92400000000004,"LINESTRING (2.3718197 48.8953109, 2.3717514 48.8954299, 2.3713739 48.8957231, 2.3712984 48.895776, 2.3711298 48.8958809, 2.3705631 48.8963495, 2.3705497 48.8963804, 2.3705322 48.8967135, 2.3705243 48.8968388, 2.3705022 48.8972123, 2.3704788 48.8976067, 2.3704773 48.897632, 2.370477 48.897646, 2.3704747 48.8977364, 2.3704667 48.897851, 2.3704314 48.8985057, 2.3704237 48.898545)",,,,yes,,yes,,,
5761494473,2473739079,0,"[732895008, 609328805]",Rue d'Aubervilliers,cycleway,,False,134.284,"LINESTRING (2.3718197 48.8953109, 2.3716843 48.8952289, 2.3715824 48.8951857, 2.3713973 48.8950808, 2.3712847 48.8949882, 2.3710366 48.8948321, 2.3705524 48.8945535, 2.3704555 48.894507)",,,,,,,,,
5761494473,6830740167,0,"[735436905, 729099151]",Rue d'Aubervilliers,cycleway,,False,20.944,"LINESTRING (2.3718197 48.8953109, 2.3718442 48.8953221, 2.3718979 48.8953428, 2.3720759 48.8953942)",,,,,,,,,
5763297371,693257665,0,611974688,Rue du Renard,cycleway,,False,4.963,"LINESTRING (2.3513614 48.8574656, 2.3513924 48.8575053)",,,,,,,,,
5763297371,5480188491,0,"[804760592, 552554071]",Rue de Rivoli,cycleway,,False,278.44599999999997,"LINESTRING (2.3513614 48.8574656, 2.3514621 48.8574359, 2.3515503 48.8574144, 2.3523268 48.8572544, 2.3538101 48.8569101, 2.3549542 48.856641)",,,3,,,,,,
5763297371,6282960235,0,"[804760592, 815695339, 608270396, 754883374]",Rue de Rivoli,cycleway,,False,257.345,"LINESTRING (2.3513614 48.8574656, 2.3511806 48.8575191, 2.3508706 48.8576146, 2.3501714 48.8578346, 2.3496306 48.8580128, 2.3496043 48.8580213, 2.3490651 48.8581936, 2.3483459 48.8584269, 2.3482655 48.8584529, 2.3481964 48.8584753)",,,,,,,,,
5779051896,2721076820,0,"[606419860, 455709418, 455708923, 655895852]","['Place de la Porte de Pantin', 'Avenue de la Porte de Pantin']",cycleway,,False,241.17699999999996,"LINESTRING (2.3984162 48.8900637, 2.3981101 48.8899779, 2.3975392 48.8898242, 2.3966978 48.8896039, 2.3959938 48.8894194, 2.3958457 48.889381, 2.3957789 48.889362, 2.3956149 48.8893329, 2.3955671 48.8893241, 2.3954055 48.8892925, 2.3953425 48.8892807)",,,,,,,,,
5829162392,356428388,0,627611849,Quai d'Austerlitz,cycleway,,False,32.936,"LINESTRING (2.3665322 48.8430645, 2.3664433 48.8431351, 2.3662969 48.8432353, 2.3662328 48.8432854)",,,,,,,,,
5848649249,96146089,0,62791928,,cycleway,,True,269.225,"LINESTRING (2.370327 48.8741466, 2.3702513 48.8741323, 2.3701969 48.8741242, 2.3701376 48.87413, 2.3700861 48.8741595, 2.3692092 48.8753164, 2.3690488 48.8755254, 2.3689606 48.8756403, 2.3689348 48.8756739, 2.36868 48.8760113, 2.3686235 48.8760867, 2.3685092 48.8761438)",,,,,,,,,
5871218535,7838843064,0,54149191,Boulevard Jourdan,cycleway,,True,79.626,"LINESTRING (2.3268332 48.8230507, 2.3266517 48.8230878, 2.326583 48.823102, 2.3265434 48.8230861, 2.3265032 48.8230835, 2.3258346 48.82323, 2.3258024 48.8232375)",,,,,,,,,
5871218535,5871218540,0,621512318,,path,,False,35.918,"LINESTRING (2.3268332 48.8230507, 2.3268104 48.8229738, 2.3267913 48.8228949, 2.3267893 48.8228637, 2.3267875 48.8228283, 2.3267854 48.8227844, 2.326786 48.8227302)",,,,,,,,,
5871218540,257685952,0,"[627388210, 627388211, 54147414]",Boulevard Jourdan,cycleway,,True,879.1879999999999,"LINESTRING (2.326786 48.8227302, 2.327273 48.8227299, 2.3278851 48.8225982, 2.3279281 48.8225889, 2.3279727 48.822578, 2.3289085 48.8223696, 2.329052 48.8223374, 2.3291142 48.8223253, 2.3300716 48.8221142, 2.3301229 48.8221029, 2.33015 48.8220851, 2.33016 48.8220608, 2.33022 48.8220483, 2.33026 48.82204, 2.330313 48.8220289, 2.3303631 48.8220187, 2.3304054 48.8220097, 2.3304209 48.8220065, 2.3304551 48.822018, 2.3304852 48.8220208, 2.3305652 48.8220044, 2.3310843 48.8218905, 2.3327069 48.8215344, 2.3328882 48.8214808, 2.3330025 48.821451, 2.3336832 48.8212999, 2.3337357 48.8212674, 2.3337895 48.8212562, 2.3338479 48.821244, 2.3339134 48.8212486, 2.3341663 48.8211935, 2.3342025 48.8211696, 2.3342096 48.821168, 2.3342703 48.821154, 2.3343248 48.821142, 2.3343359 48.8211396, 2.3343976 48.8211542, 2.3344972 48.8211362, 2.3353804 48.8209403, 2.336377 48.820722, 2.3373899 48.8204977, 2.3378797 48.8203861, 2.3379679 48.8203693, 2.3381383 48.8203513)",,,,,,,,,
5871218540,5871218535,0,621512318,,path,,False,35.918000000000006,"LINESTRING (2.326786 48.8227302, 2.3267854 48.8227844, 2.3267875 48.8228283, 2.3267893 48.8228637, 2.3267913 48.8228949, 2.3268104 48.8229738, 2.3268332 48.8230507)",,,,,,,,,
5879639276,821886216,0,622472338,Place de Clichy,cycleway,,True,13.984,"LINESTRING (2.3267385 48.8834201, 2.3266681 48.8833489, 2.3266313 48.883316)",,,,,,,,,
5882075571,185869720,0,17953215,Rampe Van Loo,cycleway,,False,111.094,"LINESTRING (2.2691846 48.8414184, 2.2691453 48.8414264, 2.2690764 48.8414162, 2.2689096 48.8412471, 2.2684685 48.8408021, 2.2683007 48.8407126, 2.2682241 48.8407145)",,,,,,,,,
5882075571,5021625339,0,513818521,Voie Georges Pompidou,cycleway,,False,495.98900000000003,"LINESTRING (2.2691846 48.8414184, 2.2693755 48.8416549, 2.2716969 48.8440609, 2.2720839 48.8443804, 2.2724124 48.8447106, 2.2726848 48.8449999, 2.2728208 48.8451777)",,,3,,,,,,
5882075571,5021625346,0,513818521,Voie Georges Pompidou,cycleway,,False,398.32899999999995,"LINESTRING (2.2691846 48.8414184, 2.2689932 48.8411813, 2.2686419 48.8408212, 2.26811 48.8403308, 2.2666288 48.8387919, 2.2663968 48.8385668, 2.2661915 48.8384338)",,,3,,,,,,
5882082590,5882082593,0,513818521,Voie Georges Pompidou,cycleway,,False,446.107,"LINESTRING (2.2744828 48.8468654, 2.2745038 48.8468842, 2.2747868 48.8471693, 2.2750067 48.8474253, 2.275346 48.8478294, 2.2761058 48.8486285, 2.2764133 48.8489371, 2.2765705 48.8490702, 2.2769527 48.8493545, 2.2776447 48.8499158, 2.2779688 48.8501404)",,,3,,,,,,
5882082590,5021625339,0,513818521,Voie Georges Pompidou,cycleway,,False,223.807,"LINESTRING (2.2744828 48.8468654, 2.2742102 48.8466218, 2.2739291 48.8463586, 2.2737917 48.8462273, 2.273659 48.8460938, 2.2734383 48.845869, 2.2732318 48.8456457, 2.2728208 48.8451777)",,,3,,,,,,
5882082590,1004292506,0,622788444,,cycleway,,False,8.49,"LINESTRING (2.2744828 48.8468654, 2.2744539 48.8468756, 2.2743814 48.8469025)",,,,,,,,,
5882082591,5882082593,0,622788445,,cycleway,,False,10.974,"LINESTRING (2.277858 48.8502069, 2.2779392 48.8501591, 2.2779688 48.8501404)",,,,,,,,,
5882082593,5147041935,0,513818521,Voie Georges Pompidou,cycleway,,False,389.386,"LINESTRING (2.2779688 48.8501404, 2.2781476 48.8502644, 2.2789094 48.8507664, 2.2811705 48.8524702, 2.2815449 48.852732)",,,3,,,,,,
5882082593,5882082590,0,513818521,Voie Georges Pompidou,cycleway,,False,446.10699999999997,"LINESTRING (2.2779688 48.8501404, 2.2776447 48.8499158, 2.2769527 48.8493545, 2.2765705 48.8490702, 2.2764133 48.8489371, 2.2761058 48.8486285, 2.275346 48.8478294, 2.2750067 48.8474253, 2.2747868 48.8471693, 2.2745038 48.8468842, 2.2744828 48.8468654)",,,3,,,,,,
5882082593,5882082591,0,622788445,,cycleway,,False,10.974,"LINESTRING (2.2779688 48.8501404, 2.2779392 48.8501591, 2.277858 48.8502069)",,,,,,,,,
5888829353,4418673952,0,"[444383820, 444383821, 205406161, 455719253, 518758774, 455719254]","['Voie Mazas', 'Quai Henri IV']",cycleway,,False,469.378,"LINESTRING (2.3691212 48.8439498, 2.3689921 48.8440028, 2.3689149 48.8440357, 2.3685909 48.8441339, 2.3684548 48.8441872, 2.3683113 48.8442534, 2.3681035 48.8443849, 2.3670695 48.8450882, 2.366895 48.845219, 2.3666061 48.8454442, 2.3664614 48.8455569, 2.3660484 48.845912, 2.365758 48.8461694, 2.3655541 48.8463769, 2.3654215 48.8465272, 2.3653097 48.8466629, 2.3651784 48.8468095, 2.364998 48.8469802, 2.3649266 48.847069)",,,,yes,,yes,,,
5890809000,5752032492,0,161286877,Boulevard Brune,cycleway,,True,291.07099999999997,"LINESTRING (2.3123951 48.8262506, 2.3119669 48.8263424, 2.3110564 48.8265508, 2.3100217 48.8267759, 2.3089972 48.8270024, 2.3088907 48.8270257, 2.3086832 48.8270713, 2.3086499 48.8270381)",,,,,,,,,
5890809000,5895962858,0,624362733,,path,,False,23.343,"LINESTRING (2.3123951 48.8262506, 2.3123818 48.8262247, 2.3123511 48.8261649, 2.3123376 48.8261386, 2.3123062 48.8260773, 2.3122974 48.82606, 2.3122931 48.8260517)",,,,,,,,,
5895962846,1777319632,0,53565536,Boulevard Lefebvre,cycleway,,True,16.201999999999998,"LINESTRING (2.2920569 48.8308998, 2.2921441 48.8308527, 2.2921598 48.8308285, 2.29222 48.8308069)",,,,,,,,,
5895962846,5749052542,0,624362726,,path,,False,25.352999999999998,"LINESTRING (2.2920569 48.8308998, 2.2920627 48.8309059, 2.2920907 48.8309353, 2.2921348 48.8309818, 2.2921588 48.8310067, 2.2922094 48.8310602, 2.2922406 48.8310931)",,,,,,,,,
5895962847,5749052542,0,52511653,Boulevard Lefebvre,cycleway,,True,36.834,"LINESTRING (2.2926775 48.8309317, 2.2923781 48.8310585, 2.2922406 48.8310931)",,,,,,,,,
5895962847,5895962848,0,624362727,,path,,False,25.310000000000002,"LINESTRING (2.2926775 48.8309317, 2.2926448 48.8308838, 2.292609 48.8308314, 2.2925903 48.830804, 2.2925558 48.8307535, 2.2925357 48.8307241)",,,,,,,,,
5895962848,5895962850,0,53565536,Boulevard Lefebvre,cycleway,,True,229.636,"LINESTRING (2.2925357 48.8307241, 2.2931586 48.8305277, 2.2932072 48.83051, 2.2932233 48.830489, 2.2932327 48.8304703, 2.2932769 48.830457, 2.2933403 48.8304387, 2.2933688 48.8304487, 2.2934047 48.8304482, 2.294316 48.8301476, 2.2948498 48.8299821, 2.2950891 48.8299031, 2.2953108 48.8298109)",,,,,,,,,
5895962848,5895962847,0,624362727,,path,,False,25.310000000000002,"LINESTRING (2.2925357 48.8307241, 2.2925558 48.8307535, 2.2925903 48.830804, 2.292609 48.8308314, 2.2926448 48.8308838, 2.2926775 48.8309317)",,,,,,,,,
5895962849,5895962847,0,52511653,Boulevard Lefebvre,cycleway,,True,227.64099999999996,"LINESTRING (2.295465 48.8300262, 2.2952668 48.8300911, 2.2949445 48.8301933, 2.2938331 48.8305458, 2.2928603 48.8308543, 2.2926775 48.8309317)",,,,,,,,,
5895962849,5895962850,0,624362728,,path,,False,26.468,"LINESTRING (2.295465 48.8300262, 2.2954389 48.8299898, 2.2954117 48.8299518, 2.295393 48.8299257, 2.2953739 48.829899, 2.2953341 48.8298435, 2.2953108 48.8298109)",,,,,,,,,
5895962850,5895962852,0,53565536,Boulevard Lefebvre,cycleway,,True,54.474000000000004,"LINESTRING (2.2953108 48.8298109, 2.2954207 48.8297675, 2.2954429 48.829738, 2.2955123 48.8297224, 2.2956703 48.8296798, 2.2957831 48.8296488, 2.2958133 48.8296528, 2.2959733 48.8296172)",,,,,,,,,
5895962850,5895962849,0,624362728,,path,,False,26.468,"LINESTRING (2.2953108 48.8298109, 2.2953341 48.8298435, 2.2953739 48.829899, 2.295393 48.8299257, 2.2954117 48.8299518, 2.2954389 48.8299898, 2.295465 48.8300262)",,,,,,,,,
5895962852,5895962854,0,53565536,Boulevard Lefebvre,cycleway,,True,216.605,"LINESTRING (2.2959733 48.8296172, 2.2967139 48.8294546, 2.2970258 48.8294096, 2.2970589 48.8293923, 2.2971205 48.8293792, 2.2971796 48.8293643, 2.2972057 48.8293727, 2.2972349 48.8293733, 2.2980617 48.8291862, 2.2986082 48.8290626, 2.2987712 48.8290149)",,,,,,,,,
5895962852,5752032505,0,624362729,,path,,False,26.698,"LINESTRING (2.2959733 48.8296172, 2.2959926 48.8296557, 2.2960127 48.8296959, 2.296027 48.8297244, 2.296041 48.8297523, 2.2960685 48.8298092, 2.2960876 48.8298452)",,,,,,,,,
5895962853,5752032505,0,52511653,Boulevard Lefebvre,cycleway,,True,215.226,"LINESTRING (2.298867 48.8292139, 2.2980437 48.8294014, 2.2976984 48.8294801, 2.2967319 48.8297006, 2.2961432 48.8298344, 2.2960876 48.8298452)",,,,,,,,,
5895962853,5895962854,0,624362730,,path,,False,23.211,"LINESTRING (2.298867 48.8292139, 2.2988518 48.8291822, 2.2988266 48.8291301, 2.2988135 48.8291028, 2.2987906 48.8290553, 2.2987712 48.8290149)",,,,,,,,,
5895962854,5895962856,0,53565536,Boulevard Lefebvre,cycleway,,True,24.951,"LINESTRING (2.2987712 48.8290149, 2.2988275 48.8289939, 2.2988416 48.8289794, 2.2989212 48.8289625, 2.2989964 48.8289458, 2.299027 48.8289507, 2.2990821 48.8289462)",,,,,,,,,
5895962854,5895962853,0,624362730,,path,,False,23.211000000000002,"LINESTRING (2.2987712 48.8290149, 2.2987906 48.8290553, 2.2988135 48.8291028, 2.2988266 48.8291301, 2.2988518 48.8291822, 2.298867 48.8292139)",,,,,,,,,
5895962855,1777319596,0,52511653,Boulevard Lefebvre,cycleway,,True,11.605,"LINESTRING (2.2991783 48.8291445, 2.299028 48.8291777)",,,,,,,,,
5895962855,5895962856,0,624362731,,path,,False,23.147,"LINESTRING (2.2991783 48.8291445, 2.2991633 48.8291134, 2.2991384 48.8290622, 2.2991249 48.8290344, 2.2991035 48.8289903, 2.2990821 48.8289462)",,,,,,,,,
5895962856,667362510,0,53565536,Boulevard Lefebvre,cycleway,,True,99.741,"LINESTRING (2.2990821 48.8289462, 2.2993277 48.8289103, 2.2996868 48.8288302, 2.2997183 48.8288077, 2.2997689 48.8287944, 2.2998246 48.828784, 2.2998735 48.828792, 2.3000539 48.8287512, 2.3002799 48.8286817, 2.3003607 48.8286924)",,,,,,,,,
5895962856,5895962855,0,624362731,,path,,False,23.147,"LINESTRING (2.2990821 48.8289462, 2.2991035 48.8289903, 2.2991249 48.8290344, 2.2991384 48.8290622, 2.2991633 48.8291134, 2.2991783 48.8291445)",,,,,,,,,
5895962858,5740954111,0,54147855,Boulevard Brune,cycleway,,True,12.916,"LINESTRING (2.3122931 48.8260517, 2.3123898 48.8260256, 2.3124325 48.8259875)",,,,,,,,,
5895962858,5890809000,0,624362733,,path,,False,23.342999999999996,"LINESTRING (2.3122931 48.8260517, 2.3122974 48.82606, 2.3123062 48.8260773, 2.3123376 48.8261386, 2.3123511 48.8261649, 2.3123818 48.8262247, 2.3123951 48.8262506)",,,,,,,,,
5895962859,6726343498,0,54147855,Boulevard Brune,cycleway,,True,67.736,"LINESTRING (2.3128768 48.8258811, 2.3137535 48.8256863)",,,,,,,,,
5895962859,5895962860,0,"[624362734, 627576862]",,"['cycleway', 'path']",,False,31.71,"LINESTRING (2.3128768 48.8258811, 2.3128889 48.8259089, 2.3129024 48.825936, 2.3129234 48.8259779, 2.3129367 48.8260045, 2.3129499 48.8260309, 2.3129618 48.8260548, 2.3129857 48.8261025, 2.3130106 48.8261523)",,,,,,,,,
5895962860,5890809000,0,161286877,Boulevard Brune,cycleway,,True,46.82300000000001,"LINESTRING (2.3130106 48.8261523, 2.3129657 48.8261614, 2.3128161 48.8261918, 2.312729 48.8262071, 2.31266 48.8261996, 2.3123951 48.8262506)",,,,,,,,,
5895962860,5895962859,0,"[624362734, 627576862]",,"['cycleway', 'path']",,False,31.71,"LINESTRING (2.3130106 48.8261523, 2.3129857 48.8261025, 2.3129618 48.8260548, 2.3129499 48.8260309, 2.3129367 48.8260045, 2.3129234 48.8259779, 2.3129024 48.825936, 2.3128889 48.8259089, 2.3128768 48.8258811)",,,,,,,,,
5895962862,5659605897,0,54148861,Boulevard Kellermann,cycleway,,True,266.48400000000004,"LINESTRING (2.3477334 48.8202533, 2.347119 48.820085, 2.3462338 48.8198418, 2.3461932 48.8198323, 2.3461427 48.819838, 2.3460659 48.8198172, 2.3459923 48.8197971, 2.3459434 48.8197653, 2.3458665 48.8197416, 2.3453448 48.8195962, 2.3451742 48.819559, 2.3447595 48.8195426, 2.3447181 48.8195441, 2.3446664 48.8195602, 2.3446409 48.8195851, 2.3445896 48.8195646, 2.3445127 48.8195364, 2.3443624 48.8195413)",,,,,,,,,
5895962862,5895962863,0,624362737,,footway,,False,14.873999999999999,"LINESTRING (2.3477334 48.8202533, 2.3477493 48.8202273, 2.347791 48.8201596, 2.3478096 48.8201293)",,,,,,,,,
5895962863,5895962864,0,624362735,Boulevard Kellermann,cycleway,,True,30.768,"LINESTRING (2.3478096 48.8201293, 2.3480081 48.8201834, 2.3481981 48.8202348)",,,,,,,,,
5895962863,5895962862,0,624362737,,footway,,False,14.873999999999999,"LINESTRING (2.3478096 48.8201293, 2.347791 48.8201596, 2.3477493 48.8202273, 2.3477334 48.8202533)",,,,,,,,,
5895962863,6870070878,0,733575183,,footway,,False,18.558999999999997,"LINESTRING (2.3478096 48.8201293, 2.3478423 48.8200768, 2.3478591 48.8200478, 2.3479047 48.8199746)",,,,,,,,,
5895962864,1836659274,0,733575181,Boulevard Kellermann,cycleway,,True,85.427,"LINESTRING (2.3481981 48.8202348, 2.3492728 48.820534)",,,,,,,,,
5895962864,6870070881,0,624362738,,footway,,False,18.485999999999997,"LINESTRING (2.3481981 48.8202348, 2.3482319 48.820184, 2.3482506 48.8201545, 2.3482979 48.8200821)",,,,,,,,,
5895962864,5895962865,0,733575182,,footway,,False,15.009,"LINESTRING (2.3481981 48.8202348, 2.3481787 48.8202646, 2.348133 48.8203345, 2.3481171 48.8203588)",,,,,,,,,
5895962865,1836650601,0,54148861,Boulevard Kellermann,cycleway,,True,14.857,"LINESTRING (2.3481171 48.8203588, 2.3479303 48.8203066)",,,,,,,,,
5895962865,5895962864,0,733575182,,footway,,False,15.009,"LINESTRING (2.3481171 48.8203588, 2.348133 48.8203345, 2.3481787 48.8202646, 2.3481981 48.8202348)",,,,,,,,,
5895962877,2720107794,0,93727545,Boulevard Poniatowski,cycleway,,False,91.757,"LINESTRING (2.405773 48.834822, 2.4058067 48.834843, 2.4062669 48.8351237, 2.4067711 48.8351667, 2.4068097 48.83517, 2.4068403 48.8351772)",,,,,,,,,
5895962877,2720107769,0,93727545,Boulevard Poniatowski,cycleway,,False,288.81800000000004,"LINESTRING (2.405773 48.834822, 2.4057336 48.8347983, 2.4056902 48.8347718, 2.405616 48.8347299, 2.4054753 48.8346481, 2.404923 48.8343271, 2.4047801 48.8342354, 2.4046016 48.8341691, 2.4038249 48.8338795, 2.4037713 48.8338381, 2.4036756 48.8337999, 2.4036033 48.8337741, 2.4034929 48.8337578, 2.402879 48.8335421, 2.4026946 48.8334664, 2.4026719 48.833454, 2.4026223 48.8334215, 2.4025636 48.8333796, 2.4025431 48.8333705)",,,,,,,,,
5895962877,5895962881,0,807847973,,cycleway,,True,23.246000000000002,"LINESTRING (2.405773 48.834822, 2.4057285 48.8348548, 2.4056721 48.8348961, 2.4056347 48.8349226, 2.4055584 48.8349761)",,,,,,,,,
5895963299,5895963300,0,624362749,,cycleway,,True,12.683,"LINESTRING (2.4100718 48.8444105, 2.4100398 48.8442984)",,,,,,,,,
5904187200,5904187198,0,625299982,Avenue de la Porte d'Italie,cycleway,,True,14.217,"LINESTRING (2.3606797 48.8162558, 2.3606418 48.8163812)",,,,,,,,,
5905114038,356436294,0,"[210550888, 625418137, 27559654, 59470854]","[""Quai d'Austerlitz"", 'Pont Charles de Gaulle']",cycleway,,False,266.974,"LINESTRING (2.3676632 48.8419244, 2.3677599 48.8419807, 2.3678202 48.8420168, 2.367883 48.8420169, 2.3679283 48.8420277, 2.3680591 48.8420822, 2.3701442 48.843204, 2.370172 48.8432194, 2.3702069 48.8432387, 2.3702422 48.8432595, 2.3704 48.8433419, 2.3704302 48.8433902, 2.3704762 48.8434236)",,,,yes,,,,,
5905114038,5936315383,0,728029441,Quai d'Austerlitz,cycleway,,False,653.916,"LINESTRING (2.3676632 48.8419244, 2.3677133 48.8418854, 2.3678049 48.8418432, 2.3679563 48.8417902, 2.3679993 48.8417733, 2.3680653 48.8417278, 2.3695507 48.8406513, 2.3711161 48.8395042, 2.371215 48.8394318, 2.3723038 48.8386338, 2.3726224 48.838405, 2.3727483 48.8382956, 2.3731263 48.8379364, 2.3731937 48.837881, 2.3734693 48.8376203, 2.3735405 48.8375226)",,,,,,,,,
5905114038,5422262871,0,"[728029441, 638170163, 562455019]","[""Quai d'Austerlitz"", 'Place Valhubert']",cycleway,,False,300.66700000000003,"LINESTRING (2.3676632 48.8419244, 2.3676299 48.8419502, 2.3671125 48.8423523, 2.3668664 48.8425482, 2.3666426 48.8427573, 2.366356 48.8429709, 2.3662799 48.8430248, 2.3661222 48.8431479, 2.3660798 48.8431669, 2.3655045 48.8435897, 2.3654562 48.8435959, 2.3653597 48.8435906, 2.3651893 48.84358, 2.3650123 48.8435879, 2.3648922 48.8436011, 2.3648514 48.8436056, 2.3647337 48.8436236)",,,,,,,,,
5905841571,36472072,0,625511731,,cycleway,,False,3.941,"LINESTRING (2.3240564 48.837254, 2.324019 48.8372285)",,,,,,,,,
5905841571,5905841581,0,836315841,Rue Froidevaux,cycleway,,False,76.418,"LINESTRING (2.3240564 48.837254, 2.3231253 48.837565)",,,,,,,,,
5905841571,5905841572,0,836315841,Rue Froidevaux,cycleway,,False,148.87,"LINESTRING (2.3240564 48.837254, 2.3244921 48.8371082, 2.3258696 48.8366473)",,,,,,,,,
5905841572,36472071,0,625511732,,cycleway,,False,3.602,"LINESTRING (2.3258696 48.8366473, 2.3258462 48.8366188)",,,,,,,,,
5905841572,5905841573,0,836315841,Rue Froidevaux,cycleway,,False,63.37,"LINESTRING (2.3258696 48.8366473, 2.3266417 48.8363894)",,,,,,,,,
5905841572,5905841571,0,836315841,Rue Froidevaux,cycleway,,False,148.87,"LINESTRING (2.3258696 48.8366473, 2.3244921 48.8371082, 2.3240564 48.837254)",,,,,,,,,
5905841573,36472070,0,625511733,,cycleway,,False,3.697,"LINESTRING (2.3266417 48.8363894, 2.3266162 48.8363607)",,,,,,,,,
5905841573,5905841574,0,836315841,Rue Froidevaux,cycleway,,False,49.714,"LINESTRING (2.3266417 48.8363894, 2.3272472 48.8361868)",,,,,,,,,
5905841573,5905841572,0,836315841,Rue Froidevaux,cycleway,,False,63.37,"LINESTRING (2.3266417 48.8363894, 2.3258696 48.8366473)",,,,,,,,,
5905841574,36472069,0,625511734,Rue Roger,cycleway,,False,3.811,"LINESTRING (2.3272472 48.8361868, 2.327225 48.8361558)",,,,,,,,,
5905841574,5905841573,0,836315841,Rue Froidevaux,cycleway,,False,49.714,"LINESTRING (2.3272472 48.8361868, 2.3266417 48.8363894)",,,,,,,,,
5905841574,5905841575,0,836315841,Rue Froidevaux,cycleway,,False,172.553,"LINESTRING (2.3272472 48.8361868, 2.3276582 48.8360494, 2.3293218 48.8354499)",,,,,,,,,
5905841575,425018100,0,625511735,,cycleway,,False,4.958,"LINESTRING (2.3293218 48.8354499, 2.3292887 48.835411)",,,,,,,,,
5905841575,5905841577,0,836315841,Rue Froidevaux,cycleway,,False,66.448,"LINESTRING (2.3293218 48.8354499, 2.3299346 48.8352277, 2.3300227 48.8351959, 2.3301171 48.8351617)",,,,,,,,,
5905841575,5905841574,0,836315841,Rue Froidevaux,cycleway,,False,172.553,"LINESTRING (2.3293218 48.8354499, 2.3276582 48.8360494, 2.3272472 48.8361868)",,,,,,,,,
5905841577,36472843,0,630589557,,cycleway,,False,8.747,"LINESTRING (2.3301171 48.8351617, 2.3299977 48.835165)",,,,,,,,,
5905841577,430784,0,836315841,Rue Froidevaux,cycleway,,False,101.31700000000001,"LINESTRING (2.3301171 48.8351617, 2.3311919 48.8347737, 2.3313128 48.8347063)",,,,,,,,,
5905841577,5905841575,0,836315841,Rue Froidevaux,cycleway,,False,66.44800000000001,"LINESTRING (2.3301171 48.8351617, 2.3300227 48.8351959, 2.3299346 48.8352277, 2.3293218 48.8354499)",,,,,,,,,
5905841581,5905841571,0,836315841,Rue Froidevaux,cycleway,,False,76.418,"LINESTRING (2.3231253 48.837565, 2.3240564 48.837254)",,,,,,,,,
