u,v,key,osmid,oneway,lanes,name,highway,length,geometry,maxspeed,bridge,access,width,tunnel,area,junction,service
722792802,2374397821,0,90674895,False,,,cycleway,94.716,"LINESTRING (-74.08845479999999 4.6547935, -74.0876185 4.6549689)",,,,,,,,
722828549,5753224793,0,58282644,False,,,cycleway,1735.585,"LINESTRING (-74.0856149 4.6654868, -74.0858209 4.6649763, -74.08596300000001 4.6646769, -74.0862451 4.6640396, -74.08635339999999 4.6637987, -74.08647259999999 4.6635274, -74.0866309 4.6631584, -74.08694199999999 4.6624233, -74.08721559999999 4.6618966, -74.0874597 4.6612871, -74.08768499999999 4.6607845, -74.0878781 4.6603434, -74.0879935 4.6600467, -74.0880082 4.6599825, -74.08802559999999 4.6598996, -74.088031 4.6598281, -74.0880283 4.659746, -74.0880176 4.6596791, -74.08799879999999 4.6596109, -74.0879935 4.6595615, -74.0879935 4.6595147, -74.08799879999999 4.6594679, -74.0880095 4.6594184, -74.0880337 4.6593463, -74.0880525 4.6592607, -74.0880578 4.6592099, -74.0880605 4.6591551, -74.0880578 4.6590923, -74.08804170000001 4.6590255, -74.08801889999999 4.6589466, -74.0879961 4.6588677, -74.08797629999999 4.6588076, -74.0879472 4.6587322, -74.08778770000001 4.6584979, -74.0875382 4.6581528, -74.0871298 4.6575526, -74.086641 4.6568334, -74.0863228 4.6563777, -74.08614230000001 4.6561105, -74.0859731 4.6558683, -74.0858423 4.6556597, -74.0856895 4.6554458, -74.0855301 4.6552304, -74.0851771 4.6547748, -74.0850751 4.6546564, -74.08488 4.6544509, -74.0845066 4.6541306, -74.0843742 4.6540361, -74.0842464 4.6539648, -74.08419979999999 4.6539541, -74.0841391 4.6539434, -74.0840587 4.6539434, -74.0839775 4.6539652, -74.0838763 4.6539889, -74.08376629999999 4.6540183, -74.08366700000001 4.6540183, -74.0835943 4.6540083, -74.08351690000001 4.6539912, -74.0834176 4.6539541, -74.083313 4.653906, -74.08325840000001 4.6538672, -74.0832084 4.6538285, -74.08315210000001 4.653775, -74.0831288 4.6537341, -74.08309149999999 4.6536513, -74.0830502 4.6535683, -74.082995 4.6534724, -74.0829375 4.6533927, -74.0828382 4.6532911, -74.08272289999999 4.6532056, -74.0825518 4.653118, -74.0823832 4.6530688)",,,,,,,,
722889065,329428650,0,691112492,False,,,cycleway,9.181,"LINESTRING (-74.052088 4.6861584, -74.0520061 4.686146)",,,,,,,,
722889065,312423758,0,89477100,True,2,Avenida Carrera 19,secondary,6.352,"LINESTRING (-74.052088 4.6861584, -74.0520988 4.6861023)",30,,,,,,,
722889065,722889069,0,691112492,False,,,cycleway,267.71000000000004,"LINESTRING (-74.052088 4.6861584, -74.0522465 4.6861821, -74.0522844 4.6861878, -74.052842 4.6862824, -74.0529207 4.6863038, -74.0530313 4.6863178, -74.0530838 4.6863175, -74.0534761 4.6863679, -74.0539509 4.6864561, -74.0544672 4.686563)",,,,,,,,
722889069,292427272,0,89456549,False,2,Carrera 21,residential,7.177,"LINESTRING (-74.0544672 4.686563, -74.0544788 4.6864995)",30,,,,,,,
722889069,265688528,0,691112492,False,,,cycleway,107.999,"LINESTRING (-74.0544672 4.686563, -74.054782 4.6866116, -74.05500549999999 4.6866515, -74.0551258 4.6866855, -74.0551875 4.6867159, -74.0552253 4.6867493, -74.05526740000001 4.6867947, -74.05529749999999 4.6868579, -74.0553455 4.6868372)",,,,,,,,
722889069,722889065,0,691112492,False,,,cycleway,267.71,"LINESTRING (-74.0544672 4.686563, -74.0539509 4.6864561, -74.0534761 4.6863679, -74.0530838 4.6863175, -74.0530313 4.6863178, -74.0529207 4.6863038, -74.052842 4.6862824, -74.0522844 4.6861878, -74.0522465 4.6861821, -74.052088 4.6861584)",,,,,,,,
722889069,1037474804,0,89456549,False,2,Carrera 21,residential,480.76300000000003,"LINESTRING (-74.0544672 4.686563, -74.05431609999999 4.6873225, -74.0542459 4.6877464, -74.05419139999999 4.688139, -74.0541731 4.688247, -74.0540561 4.6890242, -74.0540316 4.6891707, -74.05389820000001 4.6899676, -74.0537422 4.6908251)",30,,,,,,,
722889079,5115705721,0,26660716,False,2,Carrera 17A,residential,6.983,"LINESTRING (-74.0504249 4.6858805, -74.0504349 4.6858185)",30,,,,,,,
722889079,722889088,0,691112492,False,,,cycleway,169.649,"LINESTRING (-74.0504249 4.6858805, -74.0511691 4.6860098, -74.0517644 4.6861096, -74.051883 4.6861274, -74.05193420000001 4.6861351)",,,,,,,,
722889079,6484663214,0,691112492,False,,,cycleway,368.14699999999993,"LINESTRING (-74.0504249 4.6858805, -74.05018320000001 4.6858374, -74.0498855 4.6857815, -74.049571 4.6856973, -74.049224 4.6856111, -74.04900170000001 4.6855402, -74.04892359999999 4.6855128, -74.0488775 4.6854953, -74.04872880000001 4.6854624, -74.0485374 4.6854742, -74.0483752 4.685507, -74.048233 4.6855333, -74.048192 4.6855344, -74.04812939999999 4.6855293, -74.04807049999999 4.6855193, -74.0480034 4.6855079, -74.0479662 4.6855005, -74.0478391 4.6854752, -74.0477911 4.6854639, -74.0477671 4.6854583, -74.04775239999999 4.6854466, -74.0477381 4.685424, -74.0477267 4.6853885, -74.0477226 4.6853722, -74.0477083 4.6853427, -74.04766530000001 4.6852783, -74.047633 4.6852283, -74.0475963 4.6851688, -74.0475538 4.6851024, -74.0475203 4.685056, -74.0475005 4.685027, -74.0474425 4.6849643)",,,,,,,,
722889079,292420574,0,26660716,False,2,Carrera 17A,residential,180.23000000000002,"LINESTRING (-74.0504249 4.6858805, -74.0503057 4.6866519, -74.0501658 4.6874806)",30,,,,,,,
722889088,329428650,0,691112492,False,,,cycleway,8.06,"LINESTRING (-74.05193420000001 4.6861351, -74.0520061 4.686146)",,,,,,,,
722889088,722889079,0,691112492,False,,,cycleway,169.649,"LINESTRING (-74.05193420000001 4.6861351, -74.051883 4.6861274, -74.0517644 4.6861096, -74.0511691 4.6860098, -74.0504249 4.6858805)",,,,,,,,
722889088,292420623,0,89487901,True,2,Avenida Carrera 19,secondary,182.059,"LINESTRING (-74.05193420000001 4.6861351, -74.0519247 4.6861983, -74.05183030000001 4.6868336, -74.0516686 4.6877507)",30,,,,,,,
723971178,310914045,0,23430419,True,2,Calle 74,tertiary,48.58,"LINESTRING (-74.07206480000001 4.6688809, -74.0717205 4.6686105)",30,,,,,,,
723971178,723971191,0,58375739,False,,,cycleway,281.831,"LINESTRING (-74.07206480000001 4.6688809, -74.07261990000001 4.6682257, -74.07285450000001 4.6679488, -74.0728792 4.6679196, -74.0729784 4.6678047, -74.0730598 4.6677054, -74.0731033 4.6676523, -74.0732634 4.6674457, -74.07327840000001 4.6674264, -74.0733276 4.6673557, -74.07334280000001 4.6673338, -74.0735498 4.6670802, -74.0736819 4.6669257)",,,,,,,,
723971178,1993139242,0,438346131,False,,,cycleway,289.797,"LINESTRING (-74.07206480000001 4.6688809, -74.0713488 4.6696631, -74.0711096 4.66994, -74.0709633 4.6701105, -74.07082490000001 4.6702888, -74.07055699999999 4.6706366, -74.070497 4.6707128, -74.0703752 4.6708678)",,,,,,,,
723971191,312660636,0,89901861,False,2,Calle 71C,residential,7.406,"LINESTRING (-74.0736819 4.6669257, -74.0737365 4.6669641)",30,,,,,,,
723971191,312660604,0,89901861,False,2,Calle 71C,residential,42.384,"LINESTRING (-74.0736819 4.6669257, -74.07337320000001 4.6667007)",30,,,,,,,
723971191,723971178,0,58375739,False,,,cycleway,281.831,"LINESTRING (-74.0736819 4.6669257, -74.0735498 4.6670802, -74.07334280000001 4.6673338, -74.0733276 4.6673557, -74.07327840000001 4.6674264, -74.0732634 4.6674457, -74.0731033 4.6676523, -74.0730598 4.6677054, -74.0729784 4.6678047, -74.0728792 4.6679196, -74.07285450000001 4.6679488, -74.07261990000001 4.6682257, -74.07206480000001 4.6688809)",,,,,,,,
723971191,3889577660,0,"[58375739, 58293679]",False,,,cycleway,828.9960000000002,"LINESTRING (-74.0736819 4.6669257, -74.0741237 4.6663905, -74.07419179999999 4.6663112, -74.0744268 4.6660376, -74.0747393 4.6656758, -74.0747755 4.6656339, -74.0749418 4.6654388, -74.075143 4.6652062, -74.075253 4.6650592, -74.07524220000001 4.6650111, -74.0752384 4.6649362, -74.07523689999999 4.6649068, -74.0752476 4.6648052, -74.0753012 4.6646822, -74.075379 4.6645753, -74.0754488 4.6644924, -74.075485 4.6644303, -74.07552200000001 4.6643305, -74.0754803 4.6642972, -74.0754433 4.6642667, -74.07555240000001 4.6641484, -74.0756353 4.6639595, -74.0757231 4.6637734, -74.07576760000001 4.6636797, -74.07581620000001 4.6635435, -74.0758993 4.6632577, -74.075954 4.6630695, -74.0760342 4.6627856, -74.0761409 4.6623854, -74.07642250000001 4.6613332, -74.07641700000001 4.6612659, -74.0766083 4.660581, -74.07665299999999 4.6604211, -74.0766689 4.6603713)",,,,,,,,
724113211,1238006098,0,"[65156710, 745950510]",False,,,cycleway,52.541,"LINESTRING (-74.07793650000001 4.6857472, -74.0779778 4.6857098, -74.07770530000001 4.6853935)",,,,,,,,
724113211,5587119080,0,745950511,False,,Avenida del Congreso Eucarístico,cycleway,686.2389999999999,"LINESTRING (-74.07793650000001 4.6857472, -74.07875540000001 4.6868501, -74.0790322 4.6871645, -74.0791996 4.687305, -74.07942490000001 4.6875524, -74.07948639999999 4.6876572, -74.0797254 4.6880643, -74.0806718 4.6897073, -74.0807314 4.6897612, -74.0808102 4.6897605, -74.0808936 4.6897893, -74.0813332 4.6905471, -74.081318 4.6905972, -74.08129030000001 4.6906881, -74.0812952 4.6907599)",,,,,,,,
724113211,724113224,0,"[58390752, 58390756, 713466845, 58390750, 58390751]",False,,Cicloruta,"['path', 'cycleway']",507.65700000000004,"LINESTRING (-74.07793650000001 4.6857472, -74.0776011 4.6853443, -74.0773248 4.6849972, -74.0770859 4.6847004, -74.0769742 4.684516, -74.0768301 4.6843737, -74.0766155 4.6841037, -74.07652969999999 4.6839834, -74.07645460000001 4.6838738, -74.076409 4.6837455, -74.0763956 4.6836412, -74.0763875 4.6835075, -74.07638489999999 4.6833659, -74.07641169999999 4.6832162, -74.0764734 4.6830745, -74.0767577 4.6826842, -74.0770165 4.6823494, -74.0771036 4.6823098, -74.0774254 4.682164)",,yes,,4,,,,
724113224,724113211,0,"[58390752, 58390756, 713466845, 58390750, 58390751]",False,,Cicloruta,"['path', 'cycleway']",507.657,"LINESTRING (-74.0774254 4.682164, -74.0771036 4.6823098, -74.0770165 4.6823494, -74.0767577 4.6826842, -74.0764734 4.6830745, -74.07641169999999 4.6832162, -74.07638489999999 4.6833659, -74.0763875 4.6835075, -74.0763956 4.6836412, -74.076409 4.6837455, -74.07645460000001 4.6838738, -74.07652969999999 4.6839834, -74.0766155 4.6841037, -74.0768301 4.6843737, -74.0769742 4.684516, -74.0770859 4.6847004, -74.0773248 4.6849972, -74.0776011 4.6853443, -74.07793650000001 4.6857472)",,yes,,4,,,,
724113224,745038971,0,"[603099636, 745960623]",False,,,cycleway,78.191,"LINESTRING (-74.0774254 4.682164, -74.0774557 4.6822053, -74.0775821 4.682378, -74.07784119999999 4.6827321)",,,,,,,,
724113224,311257167,0,"[745960624, 59923068]",False,,,cycleway,1294.334,"LINESTRING (-74.0774254 4.682164, -74.0772676 4.6819678, -74.0769866 4.6816237, -74.07675 4.6813334, -74.0764241 4.6809199, -74.0761191 4.6805436, -74.0760392 4.6804503, -74.07576950000001 4.6801028, -74.0753124 4.6795507, -74.075163 4.6794002, -74.0749819 4.6792474, -74.0746604 4.6789967, -74.0742745 4.678718, -74.0740352 4.6785451, -74.07393260000001 4.6784706, -74.0725814 4.6775842, -74.07125019999999 4.6767272, -74.06955309999999 4.6756487, -74.0688779 4.6752101, -74.0688451 4.6751889, -74.0685553 4.6749932, -74.0684696 4.6749407, -74.06843240000001 4.674918)",,,,,,,,
724307179,726333517,0,58424944,False,,,cycleway,889.7990000000001,"LINESTRING (-74.0797888 4.7098316, -74.0786367 4.7100249, -74.07765620000001 4.7101741, -74.07678989999999 4.7103131, -74.0761139 4.7104053, -74.0758618 4.7104588, -74.0754756 4.7105202, -74.0751832 4.710571, -74.0751125 4.710584, -74.0750238 4.71059, -74.0748509 4.7106018, -74.0747863 4.7105924, -74.07429809999999 4.7106726, -74.0742149 4.7106993, -74.0737962 4.710779, -74.0734271 4.710845, -74.0723888 4.7109945, -74.0723151 4.7110046, -74.0722109 4.7110194, -74.0721508 4.7110277, -74.0720379 4.711043, -74.0719699 4.711052, -74.071862 4.7110667)",,,,,,,,
724307179,311452587,0,91279525,False,,,cycleway,1048.185,"LINESTRING (-74.0797888 4.7098316, -74.0798391 4.7098028, -74.0799135 4.7097603, -74.07991010000001 4.7096867, -74.0799069 4.7096102, -74.0799596 4.7095429, -74.0801622 4.7092446, -74.0805883 4.7084242, -74.08062270000001 4.7082721, -74.0812991 4.7070083, -74.08135110000001 4.7069189, -74.0814601 4.7066604, -74.0815106 4.7064924, -74.081566 4.7063112, -74.08160909999999 4.7060884, -74.0816244 4.7057965, -74.08160599999999 4.7056401, -74.081563 4.7054561, -74.081594 4.7053471, -74.081245 4.7042944, -74.08119139999999 4.7041528, -74.0810036 4.7037251, -74.08082349999999 4.7033336, -74.080789 4.7032279, -74.080778 4.7029409, -74.0808009 4.7026512, -74.08083999999999 4.7023858, -74.0808875 4.7021924, -74.081017 4.701664, -74.0810304 4.7015785, -74.0810292 4.7015431, -74.08101120000001 4.7015043, -74.08097909999999 4.7014678, -74.0808542 4.7013785, -74.0808662 4.7013331, -74.0809122 4.7011624)",,,,,,,,
724307179,1998723303,0,"[189246625, 189246626, 91279525, 57729352, 647985394, 647985395, 647985397, 82159798, 90071771]",False,,,"['footway', 'cycleway']",6110.644000000002,"LINESTRING (-74.0797888 4.7098316, -74.0797938 4.709918, -74.0797912 4.7099715, -74.07978660000001 4.7100654, -74.07977440000001 4.7100857, -74.07967069999999 4.710258, -74.0794179 4.7106024, -74.079038 4.7110461, -74.0787457 4.7113834, -74.07852320000001 4.7116597, -74.0785589 4.711694, -74.0786174 4.7117504, -74.0786722 4.7118031, -74.07861250000001 4.7118726, -74.07854740000001 4.7119483, -74.07862009999999 4.7120119, -74.0786816 4.7120656, -74.0787119 4.7120921, -74.07823190000001 4.7128683, -74.077349 4.7142463, -74.07695270000001 4.7148652, -74.0767709 4.7151533, -74.0766327 4.7153942, -74.0762533 4.7164223, -74.0760593 4.7169111, -74.0758474 4.7175495, -74.0757711 4.7178951, -74.0757418 4.7181309, -74.0757239 4.7183019, -74.07560359999999 4.718865, -74.0755738 4.7190237, -74.0755482 4.7191613, -74.0755273 4.7192724, -74.0754893 4.7194896, -74.075339 4.7203476, -74.0753194 4.7204726, -74.07529460000001 4.7205997, -74.07521130000001 4.7208411, -74.07500039999999 4.7213682, -74.07498750000001 4.7214691, -74.0749817 4.7217252, -74.07493959999999 4.7217854, -74.0747819 4.7219864, -74.07474809999999 4.7220269, -74.0745723 4.7222379, -74.07448669999999 4.7223783, -74.07443960000001 4.7224556, -74.07427250000001 4.7227301, -74.0742114 4.7228306, -74.0741865 4.7228754, -74.0741709 4.7229171, -74.0741579 4.7229661, -74.0741633 4.7230151, -74.0740947 4.7230419, -74.07391699999999 4.7230969, -74.0738478 4.7232161, -74.0738178 4.7232569, -74.07376170000001 4.7233334, -74.07339880000001 4.7237608, -74.0730011 4.7242229, -74.07151639999999 4.7260023, -74.07138879999999 4.7261993, -74.07136 4.7262327, -74.07133949999999 4.7262546, -74.0713205 4.7262768, -74.0711946 4.7263722, -74.0708217 4.7268634, -74.07061539999999 4.7271298, -74.07021880000001 4.7276421, -74.0700025 4.7279116, -74.0698218 4.7281852, -74.0694139 4.7288583, -74.0690218 4.7294803, -74.0689928 4.7295831, -74.0690036 4.7296702, -74.0689473 4.7296959, -74.0689146 4.7297558, -74.0688782 4.7298224, -74.0688224 4.7299004, -74.06878159999999 4.729955, -74.0687422 4.7300127, -74.0684986 4.730664, -74.0683243 4.731109, -74.0681325 4.7315889, -74.068065 4.7317326, -74.067879 4.7321288, -74.0678192 4.7322689, -74.06767429999999 4.7326406, -74.0675536 4.7329382, -74.067425 4.7332815, -74.06736119999999 4.7334828, -74.0670269 4.7345966, -74.0669295 4.7349793, -74.06673429999999 4.7357062, -74.06670269999999 4.7358577, -74.0666585 4.7360863, -74.0664688 4.7369104, -74.0663385 4.7374528, -74.0661776 4.7381648, -74.0661379 4.7383403, -74.0660152 4.7389189, -74.0659721 4.739122, -74.0658093 4.7399077, -74.0657162 4.7404122, -74.065713 4.7404809, -74.0657077 4.7405261, -74.0656963 4.7405748, -74.06568369999999 4.7406254, -74.06567099999999 4.740676, -74.06556879999999 4.7412778, -74.06551570000001 4.7415775, -74.0654634 4.7420423, -74.0654363 4.7422694, -74.06541850000001 4.7424485, -74.0654019 4.742616, -74.0653904 4.7427286, -74.06538209999999 4.7428119, -74.0653757 4.7428755, -74.0653586 4.7434438, -74.0653326 4.7436054, -74.0653114 4.7437619, -74.0652996 4.7439557, -74.06529399999999 4.7440408, -74.0652853 4.7441584, -74.06528900000001 4.7443018, -74.06527269999999 4.7443993, -74.0652589 4.7445017, -74.0652338 4.7448613, -74.06517770000001 4.7456459, -74.0651611 4.7459263, -74.06514679999999 4.7461792, -74.06512429999999 4.7465753, -74.0651293 4.7466182, -74.06514009999999 4.7466622, -74.06513630000001 4.7467081, -74.065122 4.7467487, -74.0651147 4.7467931, -74.0651056 4.7469987, -74.06509250000001 4.7472925, -74.06509629999999 4.7476732, -74.06509819999999 4.7480222, -74.06510299999999 4.7483345, -74.0651086 4.7486066, -74.06511639999999 4.7488046, -74.0651446 4.7492077, -74.0651944 4.7499655, -74.06523369999999 4.7504222, -74.0652748 4.7508251, -74.0652825 4.7509351, -74.0653185 4.7513127, -74.0653805 4.7518841, -74.0653856 4.7519149, -74.0653927 4.7519574, -74.0654119 4.752026, -74.06541679999999 4.7520908, -74.0654138 4.7521508, -74.0654521 4.7524216, -74.0655033 4.7527838, -74.0655454 4.7531505, -74.06560500000001 4.7535802, -74.0656891 4.7541753, -74.0657375 4.754595, -74.0657594 4.7547908, -74.06579050000001 4.7550002, -74.0658176 4.7551907, -74.06586710000001 4.7555055, -74.0658818 4.7556299, -74.0658993 4.7557495, -74.0659933 4.7565079, -74.06600640000001 4.7565509, -74.0660288 4.7565893, -74.06603629999999 4.756652, -74.0660287 4.7566799, -74.06603029999999 4.7567124, -74.0660487 4.7567889, -74.0662142 4.7574408, -74.0662468 4.7575722, -74.0664805 4.7585089, -74.0665003 4.7586084, -74.06650980000001 4.7587019, -74.0665296 4.7588536, -74.0665296 4.7590632, -74.0665123 4.7592272, -74.0664933 4.7593561, -74.0664742 4.7594896, -74.0664386 4.7596264, -74.0663995 4.7597551, -74.0663606 4.7598877, -74.0663007 4.7600226, -74.0661909 4.7602326, -74.06608850000001 4.7604057)",,,,,,,,
724316817,5115828833,0,58426747,False,,,cycleway,22.785,"LINESTRING (-74.0707444 4.7261284, -74.07078869999999 4.7261218, -74.07085480000001 4.7261121, -74.0708802 4.7260219)",,,,,,,,
724316817,718904094,0,"[90044922, 58426747]",False,,,cycleway,1111.0230000000001,"LINESTRING (-74.0707444 4.7261284, -74.0707398 4.7262103, -74.07072549999999 4.7262513, -74.0707057 4.7262923, -74.0702733 4.7268631, -74.0700318 4.7271738, -74.06977689999999 4.7274818, -74.06967880000001 4.7275494, -74.0696342 4.7276547, -74.06907630000001 4.7285632, -74.0686834 4.7292306, -74.0685012 4.7295272, -74.0684849 4.7295418, -74.0684608 4.7295635, -74.0684272 4.7295817, -74.0683909 4.7295892, -74.06837400000001 4.7296557, -74.0683602 4.7297095, -74.0683513 4.7297444, -74.06834499999999 4.7297693, -74.0683463 4.7298094, -74.0683365 4.7298688, -74.0683243 4.7299223, -74.068302 4.7299757, -74.06827389999999 4.7300367, -74.0682417 4.7300896, -74.0682075 4.7301581, -74.06818250000001 4.7302267, -74.068011 4.7307049, -74.06786529999999 4.7310738, -74.0677596 4.731329, -74.0676655 4.7315548, -74.0675909 4.7317056, -74.0674719 4.7319906, -74.06732169999999 4.7323007, -74.067201 4.7325894, -74.0671179 4.7327899, -74.0670781 4.7329054, -74.0670508 4.732985, -74.0670101 4.7331163, -74.0669596 4.7332791, -74.0669381 4.7333085, -74.066914 4.7333619, -74.0669086 4.7334154, -74.0669019 4.7334742, -74.0667772 4.7339286, -74.06672090000001 4.7340649, -74.0666883 4.7341522, -74.0666616 4.7342269, -74.0665924 4.7344926, -74.06648730000001 4.7349164, -74.0664726 4.7350023)",,,,,,,,
724316817,797226754,0,"[90037713, 90038001, 65159748, 65159749]",False,,,cycleway,1627.968,"LINESTRING (-74.0707444 4.7261284, -74.07069420000001 4.7260389, -74.0706522 4.7260106, -74.0706101 4.7259822, -74.0705179 4.7259441, -74.0692286 4.7254379, -74.0679847 4.7249614, -74.0668058 4.72449, -74.0667145 4.7244803, -74.0665602 4.7244283, -74.0664357 4.7243858, -74.0662251 4.7243123, -74.0659912 4.7242285, -74.0658351 4.724173, -74.0657605 4.7241478, -74.06570929999999 4.7241304, -74.0656662 4.7241157, -74.0656042 4.7240947, -74.0654432 4.7239767, -74.0643867 4.7235191, -74.0642094 4.7234421, -74.06278469999999 4.722831, -74.0625464 4.7227364, -74.0619779 4.7225032, -74.0617089 4.7223829, -74.06154650000001 4.7223009, -74.0613735 4.7221995, -74.06122379999999 4.7220918, -74.06114599999999 4.7220285, -74.0603924 4.7214159, -74.0602617 4.721304, -74.06008540000001 4.7211685, -74.05975669999999 4.7208976, -74.059524 4.720715, -74.05938089999999 4.7206169, -74.0591811 4.7205045, -74.0584123 4.7200829, -74.05834400000001 4.7200454, -74.0576638 4.719728)",,yes,,,,,,
726142572,6760342213,0,720328834,False,,,cycleway,8.147,"LINESTRING (-74.0550872 4.6969503, -74.0551596 4.696963)",,,,,,,,
726142572,3592507617,0,"[353469261, 58604543]",False,,,cycleway,546.042,"LINESTRING (-74.0550872 4.6969503, -74.0546714 4.6968912, -74.0537594 4.6967629, -74.053459 4.6967255, -74.0531053 4.6966405, -74.05283609999999 4.6966049, -74.0525427 4.6965582, -74.0524408 4.6966117, -74.05225299999999 4.6965743, -74.05199279999999 4.6965315, -74.05179440000001 4.696478, -74.05169239999999 4.6964406, -74.051553 4.6964273, -74.0514644 4.6964674, -74.0513663 4.6964765, -74.0512633 4.6964861, -74.0510433 4.6964727, -74.0509521 4.696446, -74.0508502 4.6964754, -74.0507698 4.6964754, -74.0506544 4.6964674, -74.0504036 4.6964352, -74.05034790000001 4.6964254, -74.05036269999999 4.6963579, -74.0503332 4.6963499)",,,yes,,,,,
726142572,5712302399,0,345143852,False,,,cycleway,75.833,"LINESTRING (-74.0550872 4.6969503, -74.05499399999999 4.6975498, -74.0549822 4.6976242)",,,,,,,,
726210287,330031239,0,58606660,False,,,cycleway,1083.864,"LINESTRING (-74.0542942 4.7078765, -74.054265 4.7078342, -74.05423519999999 4.7077642, -74.0542284 4.7076526, -74.0542305 4.7076204, -74.0543349 4.707029, -74.0543371 4.7070211, -74.0543835 4.7067262, -74.05438599999999 4.7066608, -74.0543814 4.706623, -74.0543626 4.7065947, -74.0543492 4.7065626, -74.0543428 4.7065269, -74.054361 4.7064304, -74.05438239999999 4.7062349, -74.05449040000001 4.7055168, -74.0545477 4.7051955, -74.05457509999999 4.7050415, -74.0545812 4.7050083, -74.054592 4.7049721, -74.0546188 4.7049387, -74.0546118 4.7049094, -74.054598 4.7048551, -74.0546047 4.7048384, -74.05463349999999 4.7047009, -74.05469119999999 4.7043842, -74.0549208 4.7029672, -74.05507950000001 4.7020629, -74.0551385 4.7018839, -74.05517 4.7016854, -74.0551822 4.7014282, -74.05525040000001 4.7009717, -74.05533560000001 4.7004782, -74.0554743 4.6997841, -74.05548949999999 4.699708, -74.0555356 4.6994513, -74.0555427 4.6993986, -74.055599 4.6989814, -74.0556134 4.6988912, -74.0557 4.6982957)",,,,,,,,
726210287,744885235,0,73060325,False,,,cycleway,1155.578,"LINESTRING (-74.0542942 4.7078765, -74.05508810000001 4.7074114, -74.0553081 4.7072884, -74.05541530000001 4.707267, -74.05565420000001 4.7072892, -74.0557513 4.7073025, -74.0567726 4.7074635, -74.05690970000001 4.7075103, -74.05694560000001 4.7075164, -74.05698219999999 4.7075236, -74.0570998 4.707533, -74.058161 4.7077136, -74.0582854 4.7077348, -74.0584276 4.7077592, -74.0595486 4.7079514, -74.05958680000001 4.7079597, -74.0596462 4.7079725, -74.0597116 4.7079994, -74.0598229 4.7080168, -74.06050209999999 4.7081393, -74.0609998 4.70822, -74.06149259999999 4.7082942, -74.06158790000001 4.7083095, -74.0616232 4.7083108, -74.0616502 4.7083156, -74.0618319 4.7083497, -74.0618539 4.708355, -74.0618755 4.708377, -74.0619465 4.7083897, -74.06208340000001 4.7084232, -74.0622242 4.7084713, -74.0624347 4.7085408, -74.06256569999999 4.7085985, -74.06288000000001 4.7087332, -74.06315360000001 4.7088589, -74.06328139999999 4.7089205, -74.06331520000001 4.708937, -74.06420679999999 4.7093096, -74.0642218 4.7092933, -74.0642253 4.7092544)",,,,,,,,
726210287,867152301,0,73060333,False,,,cycleway,254.638,"LINESTRING (-74.0542942 4.7078765, -74.054137 4.7080418, -74.0540518 4.7081784, -74.05401689999999 4.7082913, -74.0539304 4.7087803, -74.0538341 4.7093468, -74.053718 4.7100495)",,,,,,,,
726333517,724307179,0,58424944,False,,,cycleway,889.799,"LINESTRING (-74.071862 4.7110667, -74.0719699 4.711052, -74.0720379 4.711043, -74.0721508 4.7110277, -74.0722109 4.7110194, -74.0723151 4.7110046, -74.0723888 4.7109945, -74.0734271 4.710845, -74.0737962 4.710779, -74.0742149 4.7106993, -74.07429809999999 4.7106726, -74.0747863 4.7105924, -74.0748509 4.7106018, -74.0750238 4.71059, -74.0751125 4.710584, -74.0751832 4.710571, -74.0754756 4.7105202, -74.0758618 4.7104588, -74.0761139 4.7104053, -74.07678989999999 4.7103131, -74.07765620000001 4.7101741, -74.0786367 4.7100249, -74.0797888 4.7098316)",,,,,,,,
726333517,5111381084,0,"[58424944, 645849530, 525417107, 525417108]",False,,,cycleway,877.547,"LINESTRING (-74.071862 4.7110667, -74.0716491 4.7110959, -74.0713741 4.7111331, -74.0710526 4.7111912, -74.0705777 4.7112824, -74.07038489999999 4.7113185, -74.0702952 4.7113374, -74.0701916 4.7113409, -74.07000119999999 4.7113195, -74.069564 4.7112714, -74.06918039999999 4.7112233, -74.068872 4.7111377, -74.06855280000001 4.7110201, -74.0677776 4.710678, -74.06694880000001 4.7103091, -74.06650089999999 4.7100765, -74.0654244 4.7095248, -74.0652572 4.7094571, -74.065212 4.7094331, -74.0651585 4.7093466, -74.0649951 4.7092281, -74.06474009999999 4.7091021, -74.06464149999999 4.7090554, -74.06459599999999 4.7090365, -74.0645074 4.7089997)",,,,,,,,
726333517,6456752029,0,"[90000249, 189234804]",False,,,cycleway,331.586,"LINESTRING (-74.071862 4.7110667, -74.0718317 4.7109394, -74.07180510000001 4.7108332, -74.0717877 4.7108023, -74.071758 4.7107715, -74.07170739999999 4.710728, -74.0716714 4.7107001, -74.071718 4.7106292, -74.0717446 4.7105737, -74.0717571 4.7105134, -74.07176339999999 4.7104561, -74.07176339999999 4.7103893, -74.07174190000001 4.710277, -74.0717121 4.7101555, -74.0716686 4.7098245, -74.07164179999999 4.7095786, -74.07162390000001 4.7094029, -74.0715385 4.7089902, -74.07150849999999 4.7088558, -74.0713846 4.7082803, -74.0713702 4.7082073)",,,,,,,,
728520625,728520636,0,409009705,False,,,cycleway,47.15,"LINESTRING (-74.03812050000001 4.7514155, -74.0379542 4.7518058)",,,,,,,,
