u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,access,bridge,junction,area,service,width,tunnel
314154818,683213871,0,90058604,False,2,Carrera 41A,residential,30,103.391,"LINESTRING (-74.12568419999999 4.5953953, -74.12588599999999 4.5944875)",,,,,,,
314154818,308858477,0,90053378,False,2,Calle 39A Sur,residential,30,148.756,"LINESTRING (-74.12568419999999 4.5953953, -74.12618670000001 4.5955169, -74.1263119 4.5955472, -74.1267933 4.5956637, -74.1269755 4.5957478)",,,,,,,
314154818,6418848519,0,90058604,False,2,Carrera 41A,residential,30,258.178,"LINESTRING (-74.12568419999999 4.5953953, -74.1254632 4.5963, -74.1254225 4.5964156, -74.12535560000001 4.5965389, -74.12506430000001 4.5970278, -74.1250422 4.5970947, -74.1250665 4.597162, -74.1253708 4.5974488)",,,,,,,
314500660,314500686,0,91328585,False,2,Diagonal 41A Bis Sur,residential,30,39.712,"LINESTRING (-74.10127319999999 4.5523202, -74.1010129 4.5520748)",,,,,,,
314500674,314500687,0,28616315,False,2,Diagonal 41A Sur,residential,30,52.887,"LINESTRING (-74.1009598 4.5527468, -74.10073180000001 4.5524747, -74.1006539 4.5523818)",,,,,,,
314500675,1872913885,0,28616315,False,2,Diagonal 41A Sur,residential,30,44.049,"LINESTRING (-74.1003592 4.5520793, -74.1000834 4.5517941)",,,,,,,
314500675,314500687,0,28616315,False,2,Diagonal 41A Sur,residential,30,46.888,"LINESTRING (-74.1003592 4.5520793, -74.1006539 4.5523818)",,,,,,,
314500675,610265488,0,176801631,False,2,Carrera 1F,residential,30,121.59,"LINESTRING (-74.1003592 4.5520793, -74.0995568 4.5528249)",,,,,,,
314500676,1872913885,0,28616315,False,2,Diagonal 41A Sur,residential,30,43.466,"LINESTRING (-74.0998252 4.5514999, -74.1000834 4.5517941)",,,,,,,
314500676,315165746,0,"[91328290, 28616315]",False,2,"['Carrera 1B', 'Diagonal 41A Sur']",residential,30,107.669,"LINESTRING (-74.0998252 4.5514999, -74.0997045 4.5513771, -74.0994863 4.5511518, -74.09975 4.55092, -74.0998503 4.5508327)",,,,,,,
314500676,315165918,0,91328511,False,2,Carrera 1C,residential,30,207.93200000000002,"LINESTRING (-74.0998252 4.5514999, -74.0989845 4.552258, -74.09843480000001 4.5527552)",,,,,,,
314500686,314500660,0,91328585,False,2,Diagonal 41A Bis Sur,residential,30,39.712,"LINESTRING (-74.1010129 4.5520748, -74.10127319999999 4.5523202)",,,,,,,
314500686,314500687,0,91328617,False,2,Carrera 2,residential,30,52.429,"LINESTRING (-74.1010129 4.5520748, -74.1006539 4.5523818)",,,,,,,
314500686,347436410,0,91328585,False,2,Diagonal 41A Bis Sur,residential,30,95.518,"LINESTRING (-74.1010129 4.5520748, -74.10070140000001 4.5517463, -74.1004241 4.5514476)",,,,,,,
314500687,314500675,0,28616315,False,2,Diagonal 41A Sur,residential,30,46.888,"LINESTRING (-74.1006539 4.5523818, -74.1003592 4.5520793)",,,,,,,
314500687,314500695,0,91328617,False,2,Carrera 2,residential,30,122.138,"LINESTRING (-74.1006539 4.5523818, -74.0998469 4.5531297)",,,,,,,
314500687,314500686,0,91328617,False,2,Carrera 2,residential,30,52.429,"LINESTRING (-74.1006539 4.5523818, -74.1010129 4.5520748)",,,,,,,
314500687,314500674,0,28616315,False,2,Diagonal 41A Sur,residential,30,52.887,"LINESTRING (-74.1006539 4.5523818, -74.10073180000001 4.5524747, -74.1009598 4.5527468)",,,,,,,
314500695,1326495492,0,91328617,False,2,Carrera 2,residential,30,82.004,"LINESTRING (-74.0998469 4.5531297, -74.0993155 4.5536428)",,,,,,,
314500695,314500687,0,91328617,False,2,Carrera 2,residential,30,122.138,"LINESTRING (-74.0998469 4.5531297, -74.1006539 4.5523818)",,,,,,,
314500695,610265488,0,246653822,False,2,Diagonal 41 Sur,residential,30,46.719,"LINESTRING (-74.0998469 4.5531297, -74.0995568 4.5528249)",,,,,,,
314500695,1872913874,0,246653822,False,2,Diagonal 41 Sur,residential,30,95.57,"LINESTRING (-74.0998469 4.5531297, -74.10011919999999 4.5534383, -74.1004219 4.5537701)",,,,,,,
314500961,506794719,0,527616648,False,2,Carrera 1 Este,residential,30,33.843,"LINESTRING (-74.0988581 4.5500252, -74.0988049 4.5503249)",,,,,,,
314783431,6943391585,0,89742533,False,2,Transversal 5Q,residential,30,526.185,"LINESTRING (-74.1147548 4.5555292, -74.1147589 4.5557357, -74.1146988 4.5559774, -74.11467380000001 4.5563558, -74.1146442 4.5565566, -74.114636 4.5565891, -74.1146143 4.5566743, -74.1145875 4.5567342, -74.114538 4.5568149, -74.1144092 4.5570249, -74.1144027 4.5570399, -74.11438080000001 4.5570899, -74.1143324 4.5572299, -74.11433049999999 4.55724, -74.1143225 4.5572844, -74.11429219999999 4.5574514, -74.1142862 4.557484, -74.114245 4.5577114, -74.1141949 4.5580159, -74.1141712 4.5582005, -74.1141607 4.5583813, -74.11416029999999 4.5585924, -74.1141628 4.5586467, -74.1141741 4.5588943, -74.11418399999999 4.559111, -74.114189 4.5592206, -74.114188 4.5592568, -74.114186 4.559332, -74.1141818 4.5594372, -74.11417969999999 4.55949, -74.11411029999999 4.5599279, -74.11407440000001 4.5601548)",,,,,,,
314783567,315066734,0,"[726915554, 726901226]",True,2,Calle 52 Sur,tertiary,30,650.2030000000001,"LINESTRING (-74.122849 4.5572959, -74.1230877 4.5576786, -74.12332809999999 4.5580647, -74.1235654 4.5584356, -74.1236746 4.5586065, -74.12380949999999 4.5588186, -74.12404890000001 4.5591959, -74.12437420000001 4.5597095, -74.12451679999999 4.5599597, -74.1245938 4.5600918, -74.12470450000001 4.5603112, -74.1247712 4.5604743, -74.12487 4.5606811, -74.1251116 4.5611902, -74.1254089 4.5617992, -74.1256989 4.5623959)",,,,,,,
315066153,318020216,0,78561679,True,2,Calle 58 Sur,residential,30,45.132,"LINESTRING (-74.129893 4.5603615, -74.1301794 4.56065)",,,,,,,
315066153,315066876,0,541088619,True,2,Carrera 12D,residential,30,98.874,"LINESTRING (-74.129893 4.5603615, -74.13020899999999 4.5599794, -74.13045320000001 4.5596696)",,,,,,,
315066177,315066269,0,726917393,False,2,Calle 54 Sur,tertiary,30,75.228,"LINESTRING (-74.1272586 4.5616639, -74.1269676 4.5610527)",,,,,,,
315066177,315066153,0,89720499,True,2,Carrera 12D,residential,30,325.99199999999996,"LINESTRING (-74.1272586 4.5616639, -74.1281249 4.5612412, -74.12931279999999 4.5606711, -74.129893 4.5603615)",,,,,,,
315066177,312190385,0,726917393,False,2,Calle 54 Sur,tertiary,30,333.211,"LINESTRING (-74.1272586 4.5616639, -74.1274487 4.5620632, -74.1275454 4.5622664, -74.1276446 4.562475, -74.1278274 4.5628585, -74.1281779 4.5635877, -74.12855450000001 4.5643678)",,,,,,,
315066269,315066177,0,726917393,False,2,Calle 54 Sur,tertiary,30,75.228,"LINESTRING (-74.1269676 4.5610527, -74.1272586 4.5616639)",,,,,,,
315066269,315066080,0,726915564,True,2,Calle 54 Sur,tertiary,30,215.14800000000002,"LINESTRING (-74.1269676 4.5610527, -74.1266686 4.5604428, -74.1264106 4.5599164, -74.12611579999999 4.5593141)",,,,,,,
315066734,315066177,0,89720499,True,2,Carrera 12D,residential,30,191.086,"LINESTRING (-74.1256989 4.5623959, -74.1264786 4.5620342, -74.1272586 4.5616639)",,,,,,,
315066734,312190382,0,726901226,True,2,Calle 52 Sur,tertiary,30,400.98800000000006,"LINESTRING (-74.1256989 4.5623959, -74.12599160000001 4.5630012, -74.12628410000001 4.5636072, -74.1265394 4.5641361, -74.12676879999999 4.564611, -74.1270358 4.565164, -74.1272682 4.5656451)",,,,,,,
315066875,315066876,0,89720162,False,2,Calle 59 Sur,residential,30,20.791,"LINESTRING (-74.1303147 4.5595435, -74.13045320000001 4.5596696)",,,,,,,
315066876,315066875,0,89720162,False,2,Calle 59 Sur,residential,30,20.791,"LINESTRING (-74.13045320000001 4.5596696, -74.1303147 4.5595435)",,,,,,,
315066876,315066882,0,89720162,False,2,Calle 59 Sur,residential,30,156.573,"LINESTRING (-74.13045320000001 4.5596696, -74.130782 4.559969, -74.13113060000001 4.5602863, -74.1314962 4.5606192)",,,,,,,
315066882,315066876,0,89720162,False,2,Calle 59 Sur,residential,30,156.573,"LINESTRING (-74.1314962 4.5606192, -74.13113060000001 4.5602863, -74.130782 4.559969, -74.13045320000001 4.5596696)",,,,,,,
315066948,5243076871,0,28928133,False,2,Carrera 15,residential,30,56.988,"LINESTRING (-74.13095389999999 4.5628745, -74.1306391 4.5632797)",,,,,,,
315066948,318020135,0,28928133,False,2,Carrera 15,residential,30,74.243,"LINESTRING (-74.13095389999999 4.5628745, -74.131364 4.5623466)",,,,,,,
315066948,318004360,0,89720373,True,2,Calle 57 Sur,residential,30,603.54,"LINESTRING (-74.13095389999999 4.5628745, -74.1312392 4.563093, -74.1315206 4.5633086, -74.1320355 4.563703, -74.13215630000001 4.5637956, -74.1325238 4.564078, -74.1330699 4.5644992, -74.13319749999999 4.5645977, -74.13359199999999 4.564902, -74.13414710000001 4.5653301, -74.1343936 4.5655202, -74.1346932 4.5657511, -74.13526400000001 4.5661913)",,,,,,,
315097566,6916078310,0,89628350,False,2,Carrera 10 Bis,residential,30,137.80100000000002,"LINESTRING (-74.1078402 4.5665064, -74.10782469999999 4.5664565, -74.10781780000001 4.5664031, -74.10781470000001 4.5663257, -74.1078193 4.5662068, -74.107829 4.5660953, -74.1078648 4.5657949, -74.1079101 4.5654245, -74.10791279999999 4.565381, -74.1079105 4.5653496, -74.1079008 4.5653223, -74.1078873 4.5652998, -74.1078739 4.5652864)",,,,,,,
315099025,2112670815,0,89749339,False,2,Carrera 2 Este,tertiary,30,98.44200000000001,"LINESTRING (-74.096676 4.548266, -74.0965463 4.5486792, -74.0965175 4.5487556, -74.0964701 4.5489345, -74.09646410000001 4.5491201)",,,,,,,
315164201,610264030,0,201309149,False,2,Carrera 3 Este,residential,30,154.19899999999998,"LINESTRING (-74.0947944 4.5520976, -74.09492760000001 4.5516389, -74.0950337 4.5511973, -74.0951458 4.5507561)",,,,,,,
315165745,315165746,0,91328290,False,2,Carrera 1B,residential,30,124.938,"LINESTRING (-74.10066860000001 4.55006, -74.0998503 4.5508327)",,,,,,,
315165745,1872913894,0,91328290,False,2,Carrera 1B,residential,30,146.201,"LINESTRING (-74.10066860000001 4.55006, -74.1016183 4.5491476)",,,,,,,
315165745,315165816,0,91328627,False,2,Diagonal 42 Sur,residential,30,47.943,"LINESTRING (-74.10066860000001 4.55006, -74.10097260000001 4.5503667)",,,,,,,
315165745,312186769,0,91328627,False,2,Diagonal 42 Sur,residential,30,66.628,"LINESTRING (-74.10066860000001 4.55006, -74.1004276 4.5498138, -74.1003718 4.5497626, -74.1002391 4.5496411)",,,,,,,
315165746,315165745,0,91328290,False,2,Carrera 1B,residential,30,124.938,"LINESTRING (-74.0998503 4.5508327, -74.10066860000001 4.55006)",,,,,,,
315165746,315165817,0,91328585,False,2,Diagonal 41A Bis Sur,residential,30,44.97,"LINESTRING (-74.0998503 4.5508327, -74.100134 4.5511218)",,,,,,,
315165746,314500676,0,"[91328290, 28616315]",False,2,"['Carrera 1B', 'Diagonal 41A Sur']",residential,30,107.669,"LINESTRING (-74.0998503 4.5508327, -74.09975 4.55092, -74.0994863 4.5511518, -74.0997045 4.5513771, -74.0998252 4.5514999)",,,,,,,
315165746,506794719,0,"[91328585, 28616324]",False,2,"['Calle 41A Bis Sur', 'Diagonal 41A Bis Sur']",residential,30,133.683,"LINESTRING (-74.0998503 4.5508327, -74.0995992 4.5505716, -74.09950550000001 4.5504927, -74.0988049 4.5503249)",,,,,,,
315165816,315165817,0,91328477,False,2,Carrera 1C,residential,30,125.261,"LINESTRING (-74.10097260000001 4.5503667, -74.100134 4.5511218)",,,,,,,
315165816,347436411,0,91328543,False,2,Diagonal 42 Sur,residential,30,45.668,"LINESTRING (-74.10097260000001 4.5503667, -74.10124829999999 4.5506719)",,,,,,,
315165816,315165745,0,91328627,False,2,Diagonal 42 Sur,residential,30,47.943,"LINESTRING (-74.10097260000001 4.5503667, -74.10066860000001 4.55006)",,,,,,,
315165816,1872913876,0,91328477,False,2,Carrera 1C,residential,30,148.383,"LINESTRING (-74.10097260000001 4.5503667, -74.10128450000001 4.5500757, -74.10159590000001 4.5497665, -74.1019435 4.5494483)",,,,,,,
315165817,315165816,0,91328477,False,2,Carrera 1C,residential,30,125.261,"LINESTRING (-74.100134 4.5511218, -74.10097260000001 4.5503667)",,,,,,,
315165817,315165746,0,91328585,False,2,Diagonal 41A Bis Sur,residential,30,44.97,"LINESTRING (-74.100134 4.5511218, -74.0998503 4.5508327)",,,,,,,
315165817,347436410,0,91328585,False,2,Diagonal 41A Bis Sur,residential,30,48.44,"LINESTRING (-74.100134 4.5511218, -74.1004241 4.5514476)",,,,,,,
315165918,1872913895,0,117871133,False,2,Diagonal 40 Sur,residential,30,47.132,"LINESTRING (-74.09843480000001 4.5527552, -74.0987466 4.5530434)",,,,,,,
315165918,1326821371,0,117871133,False,2,Diagonal 40 Sur,residential,30,39.856,"LINESTRING (-74.09843480000001 4.5527552, -74.09818009999999 4.5525022)",,,,,,,
315165918,314500676,0,91328511,False,2,Carrera 1C,residential,30,207.93200000000002,"LINESTRING (-74.09843480000001 4.5527552, -74.0989845 4.552258, -74.0998252 4.5514999)",,,,,,,
315168563,315169006,0,89749339,False,2,Carrera 2 Este,tertiary,30,101.785,"LINESTRING (-74.0960752 4.5505382, -74.0961954 4.5500982, -74.09633890000001 4.5496617)",,,,,,,
315168688,1004976084,0,89749201,False,2,Carrera 1D Este,residential,30,51.64,"LINESTRING (-74.0971637 4.5498744, -74.0970447 4.5503234)",,,,,,,
315168688,315168831,0,28616324,False,2,Calle 41A Bis Sur,residential,30,92.999,"LINESTRING (-74.0971637 4.5498744, -74.097566 4.5499862, -74.0979718 4.5500993)",,,,,,,
315168688,315169006,0,28616324,False,2,Calle 41A Bis Sur,residential,30,94.44800000000001,"LINESTRING (-74.0971637 4.5498744, -74.0967393 4.5497574, -74.09633890000001 4.5496617)",,,,,,,
315168831,506794719,0,28616324,False,2,Calle 41A Bis Sur,residential,30,95.691,"LINESTRING (-74.0979718 4.5500993, -74.0988049 4.5503249)",,,,,,,
315168831,315168688,0,28616324,False,2,Calle 41A Bis Sur,residential,30,92.999,"LINESTRING (-74.0979718 4.5500993, -74.097566 4.5499862, -74.0971637 4.5498744)",,,,,,,
315168831,315168832,0,177258434,False,2,Carrera 1B Este,residential,30,51.842,"LINESTRING (-74.0979718 4.5500993, -74.0979511 4.55017, -74.09784089999999 4.5505469)",,,,,,,
315168832,315168831,0,177258434,False,2,Carrera 1B Este,residential,30,51.842,"LINESTRING (-74.09784089999999 4.5505469, -74.0979511 4.55017, -74.0979718 4.5500993)",,,,,,,
315169006,315168688,0,28616324,False,2,Calle 41A Bis Sur,residential,30,94.44800000000001,"LINESTRING (-74.09633890000001 4.5496617, -74.0967393 4.5497574, -74.0971637 4.5498744)",,,,,,,
315169006,2112671158,0,28616324,False,2,Calle 41A Bis Sur,residential,30,95.31200000000001,"LINESTRING (-74.09633890000001 4.5496617, -74.09622330000001 4.5496298, -74.09587209999999 4.5496355, -74.0955534 4.5496571, -74.0954842 4.5496551)",,,,,,,
315169006,2112670815,0,89749339,False,2,Carrera 2 Este,tertiary,30,61.897000000000006,"LINESTRING (-74.09633890000001 4.5496617, -74.0963907 4.5494454, -74.09643079999999 4.5493208, -74.09646410000001 4.5491201)",,,,,,,
315169006,315168563,0,89749339,False,2,Carrera 2 Este,tertiary,30,101.785,"LINESTRING (-74.09633890000001 4.5496617, -74.0961954 4.5500982, -74.0960752 4.5505382)",,,,,,,
315169190,315195999,0,28678380,False,2,Calle 41A Bis Sur,residential,30,96.276,"LINESTRING (-74.09468390000001 4.5493319, -74.093824 4.5492099)",,,,,,,
315169190,315169191,0,540739059,False,2,Carrera 3A Este,residential,30,34.739,"LINESTRING (-74.09468390000001 4.5493319, -74.09463700000001 4.5496408)",,,,,,,
315169190,315196083,0,540739059,False,2,Carrera 3A Este,residential,30,60.012,"LINESTRING (-74.09468390000001 4.5493319, -74.0947437 4.5487955)",,,,,,,
315169190,2112671158,0,"[28616324, 28678380]",False,2,Calle 41A Bis Sur,residential,30,100.42000000000002,"LINESTRING (-74.09468390000001 4.5493319, -74.0950928 4.5493998, -74.0952219 4.5494413, -74.095332 4.5494919, -74.09546450000001 4.5495866, -74.0954842 4.5496551)",,,,,,,
315169191,3475124522,0,246749354,False,1,Calle 41A Sur,residential,30,18.281,"LINESTRING (-74.09463700000001 4.5496408, -74.0947824 4.5497184)",,,,,,,
315169191,315169190,0,540739059,False,2,Carrera 3A Este,residential,30,34.739,"LINESTRING (-74.09463700000001 4.5496408, -74.09468390000001 4.5493319)",,,,,,,
315169191,315195912,0,28616325,False,1,Calle 41A Sur,residential,30,98.984,"LINESTRING (-74.09463700000001 4.5496408, -74.0943664 4.5496024, -74.0939533 4.5495971, -74.0937492 4.5496286)",,,,,,,
315195912,1326499705,0,89749607,False,2,Carrera 3C Este,tertiary,30,68.772,"LINESTRING (-74.0937492 4.5496286, -74.0935726 4.5502215)",,,,,,,
315195912,315195999,0,89749607,False,2,Carrera 3C Este,tertiary,30,47.29,"LINESTRING (-74.0937492 4.5496286, -74.093824 4.5492099)",,,,,,,
315195912,315169191,0,28616325,False,1,Calle 41A Sur,residential,30,98.984,"LINESTRING (-74.0937492 4.5496286, -74.0939533 4.5495971, -74.0943664 4.5496024, -74.09463700000001 4.5496408)",,,,,,,
315195912,1817739105,0,28616325,False,1,Calle 41A Sur,residential,30,110.123,"LINESTRING (-74.0937492 4.5496286, -74.09362609999999 4.5496452, -74.0932806 4.5495647, -74.09305209999999 4.5494474, -74.0928145 4.5493486)",,,,,,,
315195999,315169190,0,28678380,False,2,Calle 41A Bis Sur,residential,30,96.276,"LINESTRING (-74.093824 4.5492099, -74.09468390000001 4.5493319)",,,,,,,
315195999,315195912,0,89749607,False,2,Carrera 3C Este,tertiary,30,47.29,"LINESTRING (-74.093824 4.5492099, -74.0937492 4.5496286)",,,,,,,
315195999,1326484581,0,89749607,False,2,Carrera 3C Este,tertiary,30,59.072,"LINESTRING (-74.093824 4.5492099, -74.09389729999999 4.5486837)",,,,,,,
315195999,1326495910,0,28678380,False,2,Calle 41A Bis Sur,residential,30,137.645,"LINESTRING (-74.093824 4.5492099, -74.093233 4.549126, -74.09285300000001 4.5490744, -74.09259280000001 4.5490504)",,,,,,,
315196083,1326484581,0,28678381,False,2,Calle 42A Sur,residential,30,94.639,"LINESTRING (-74.0947437 4.5487955, -74.09389729999999 4.5486837)",,,,,,,
315196083,315169190,0,540739059,False,2,Carrera 3A Este,residential,30,60.012,"LINESTRING (-74.0947437 4.5487955, -74.09468390000001 4.5493319)",,,,,,,
315196083,2112670815,0,28678381,False,2,Calle 42A Sur,residential,30,194.41500000000002,"LINESTRING (-74.0947437 4.5487955, -74.0958823 4.5489833, -74.09601600000001 4.5490048, -74.0961011 4.5490173, -74.0963036 4.5490602, -74.09646410000001 4.5491201)",,,,,,,
315196083,1326492328,0,540739059,False,2,Carrera 3A Este,residential,30,112.96600000000001,"LINESTRING (-74.0947437 4.5487955, -74.0947817 4.5484913, -74.0948547 4.5482119, -74.0949554 4.5478034)",,,,,,,
315288261,315400913,0,89487112,False,2,Calle 30C Sur,residential,30,76.067,"LINESTRING (-74.0967912 4.5666879, -74.09723839999999 4.5672068)",,,,,,,
315288262,315400252,0,89487112,False,2,Calle 30C Sur,residential,30,131.971,"LINESTRING (-74.0985314 4.5687072, -74.0977556 4.5678069)",,,,,,,
315288283,315400251,0,89486802,False,2,Calle 30D Sur,residential,30,163.603,"LINESTRING (-74.0971756 4.5663549, -74.0975139 4.5667447, -74.097628 4.5668761, -74.0978011 4.5670756, -74.09814129999999 4.5674676)",,,,,,,
315288284,315400251,0,89486802,False,2,Calle 30D Sur,residential,30,189.848,"LINESTRING (-74.0992562 4.5687637, -74.09891639999999 4.5683687, -74.09814129999999 4.5674676)",,,,,,,
315288284,807982597,0,540484775,True,2,Carrera 8A,tertiary,30,114.247,"LINESTRING (-74.0992562 4.5687637, -74.0996102 4.5684619, -74.0999664 4.5681584, -74.1000396 4.568096)",,,,,,,
315288358,317197604,0,540484775,True,2,Carrera 8A,tertiary,30,30.532,"LINESTRING (-74.09811070000001 4.5697685, -74.0983181 4.5695878)",,,,,,,
315288358,315400253,0,89486829,True,2,Calle 30A Sur,tertiary,30,189.598,"LINESTRING (-74.09811070000001 4.5697685, -74.09776549999999 4.5693715, -74.0974654 4.5690264, -74.097172 4.568689, -74.0969904 4.56848)",,,,,,,
315289329,315395616,0,89628311,False,2,Carrera 8,residential,30,166.71300000000002,"LINESTRING (-74.09979 4.5671741, -74.10026790000001 4.5667521, -74.1009159 4.56618)",,,,,,,
315391164,315391165,0,28693093,False,2,Calle 30C Sur,residential,30,162.382,"LINESTRING (-74.1009791 4.571048, -74.1005703 4.5707614, -74.10017620000001 4.5704851, -74.09982460000001 4.5702386, -74.0997808 4.5702079)",,,,,,,
315391165,315391164,0,28693093,False,2,Calle 30C Sur,residential,30,162.382,"LINESTRING (-74.0997808 4.5702079, -74.09982460000001 4.5702386, -74.10017620000001 4.5704851, -74.1005703 4.5707614, -74.1009791 4.571048)",,,,,,,
315393245,315395616,0,89628311,False,2,Carrera 8,residential,30,61.56,"LINESTRING (-74.1013318 4.5658131, -74.1009159 4.56618)",,,,,,,
315393245,309811175,0,118110490,False,2,Calle 34 Sur,secondary,30,95.695,"LINESTRING (-74.1013318 4.5658131, -74.1018278 4.5665175)",,,,,,,
315393245,1928027441,0,"[89628275, 89628311]",False,2,Carrera 8,residential,30,120.09899999999999,"LINESTRING (-74.1013318 4.5658131, -74.10164899999999 4.5655065, -74.1019538 4.5652435, -74.1020948 4.5650517)",,,,,,,
315393245,315393358,0,118110490,False,2,Calle 34 Sur,secondary,30,96.38499999999999,"LINESTRING (-74.1013318 4.5658131, -74.101173 4.565582, -74.100832 4.5651038)",,,,,,,
315393358,315395620,0,763001066,False,2,Carrera 7A,residential,30,71.668,"LINESTRING (-74.100832 4.5651038, -74.1003508 4.5655343)",,,,,,,
315393358,1326486484,0,"[118108808, 118110490, 763014403, 763014406]",False,2,"['Calle 34 Sur', 'Carrera 4C', 'Calle 37A Sur']",secondary,30,932.2329999999997,"LINESTRING (-74.100832 4.5651038, -74.10035120000001 4.5644078, -74.099994 4.5638994, -74.0999137 4.5637728, -74.09985589999999 4.5636663, -74.099824 4.5635549, -74.0998173 4.5634247, -74.0998251 4.5633469, -74.0998481 4.5632844, -74.0999837 4.5630202, -74.1000959 4.5628016, -74.1001064 4.5627812, -74.1001497 4.5626968, -74.1003894 4.5622105, -74.1007615 4.5614936, -74.1007724 4.561473, -74.10098720000001 4.5610647, -74.1010277 4.5609858, -74.10105249999999 4.5609163, -74.10107549999999 4.5608288, -74.10107739999999 4.5607474, -74.1010666 4.5606645, -74.1010418 4.5605699, -74.1010059 4.5604847, -74.1009579 4.560401, -74.1009004 4.5603378, -74.100827 4.5602835, -74.1007346 4.5602449, -74.1006404 4.5602189, -74.1005493 4.5602056, -74.10041940000001 4.5601986, -74.10016 4.560198, -74.0999309 4.5601871, -74.0997612 4.5601734, -74.0997138 4.5601658, -74.0996736 4.5601565, -74.0995963 4.5601287, -74.0995253 4.5600915, -74.0994403 4.560036, -74.09936190000001 4.5599687, -74.09930300000001 4.5598962, -74.0992495 4.5598102, -74.0991035 4.5595219, -74.0989706 4.5592444, -74.09889200000001 4.5590783, -74.09886160000001 4.5590241, -74.0987245 4.5587795)",,,,,,,
315393358,315393245,0,118110490,False,2,Calle 34 Sur,secondary,30,96.38499999999999,"LINESTRING (-74.100832 4.5651038, -74.101173 4.565582, -74.1013318 4.5658131)",,,,,,,
315393837,1928020106,0,182450758,True,2,Carrera 9A,residential,30,140.226,"LINESTRING (-74.1050288 4.5639927, -74.1047279 4.5642423, -74.1043129 4.5645441, -74.10402809999999 4.5647635)",,,,,,,
315393991,315394030,0,89628275,False,2,Carrera 8,residential,30,96.646,"LINESTRING (-74.1038391 4.5633794, -74.10348569999999 4.5636892, -74.10318340000001 4.5639523)",,,,,,,
315394030,1927499456,0,540520806,False,2,Calle 36A Sur,residential,30,65.741,"LINESTRING (-74.10318340000001 4.5639523, -74.10274029999999 4.5635593)",,,,,,,
315394030,1928027441,0,89628275,False,2,Carrera 8,residential,30,174.684,"LINESTRING (-74.10318340000001 4.5639523, -74.1028598 4.564241, -74.1025448 4.5645126, -74.102211 4.5647777, -74.1020948 4.5650517)",,,,,,,
315394030,315393991,0,89628275,False,2,Carrera 8,residential,30,96.646,"LINESTRING (-74.10318340000001 4.5639523, -74.10348569999999 4.5636892, -74.1038391 4.5633794)",,,,,,,
315394030,1928020106,0,540520806,False,2,Calle 36A Sur,residential,30,130.01000000000002,"LINESTRING (-74.10318340000001 4.5639523, -74.1036165 4.5643662, -74.10382130000001 4.5645639, -74.10384449999999 4.5645863, -74.1039794 4.5647165, -74.10402809999999 4.5647635)",,,,,,,
315395616,315395620,0,89628291,False,2,Calle 33 Sur,residential,30,95.281,"LINESTRING (-74.1009159 4.56618, -74.1003508 4.5655343)",,,,,,,
315395616,315393245,0,89628311,False,2,Carrera 8,residential,30,61.56,"LINESTRING (-74.1009159 4.56618, -74.1013318 4.5658131)",,,,,,,
315395616,1068353690,0,89628291,False,2,Calle 33 Sur,residential,30,179.80499999999998,"LINESTRING (-74.1009159 4.56618, -74.1014799 4.5668244, -74.1019177 4.5673247, -74.1019823 4.5673985)",,,,,,,
315395616,315289329,0,89628311,False,2,Carrera 8,residential,30,166.71300000000002,"LINESTRING (-74.1009159 4.56618, -74.10026790000001 4.5667521, -74.09979 4.5671741)",,,,,,,
315395620,315395616,0,89628291,False,2,Calle 33 Sur,residential,30,95.281,"LINESTRING (-74.1003508 4.5655343, -74.1009159 4.56618)",,,,,,,
315395620,315393358,0,763001066,False,2,Carrera 7A,residential,30,71.668,"LINESTRING (-74.1003508 4.5655343, -74.100832 4.5651038)",,,,,,,
315395620,1326481301,0,89628291,False,2,Calle 33 Sur,residential,30,166.481,"LINESTRING (-74.1003508 4.5655343, -74.099788 4.5648912, -74.0993634 4.5644061)",,,,,,,
315395620,315400251,0,763001066,False,2,Carrera 7A,residential,30,325.88100000000003,"LINESTRING (-74.1003508 4.5655343, -74.0997046 4.5661124, -74.09923120000001 4.5665227, -74.09907560000001 4.5666576, -74.09901960000001 4.5667062, -74.0989095 4.5668016, -74.0985665 4.567099, -74.09814129999999 4.5674676)",,,,,,,
315400251,315400252,0,763001066,False,2,Carrera 7A,residential,30,57.019,"LINESTRING (-74.09814129999999 4.5674676, -74.0977556 4.5678069)",,,,,,,
315400251,315288283,0,89486802,False,2,Calle 30D Sur,residential,30,163.603,"LINESTRING (-74.09814129999999 4.5674676, -74.0978011 4.5670756, -74.097628 4.5668761, -74.0975139 4.5667447, -74.0971756 4.5663549)",,,,,,,
315400251,315288284,0,89486802,False,2,Calle 30D Sur,residential,30,189.848,"LINESTRING (-74.09814129999999 4.5674676, -74.09891639999999 4.5683687, -74.0992562 4.5687637)",,,,,,,
315400251,315395620,0,763001066,False,2,Carrera 7A,residential,30,325.88100000000003,"LINESTRING (-74.09814129999999 4.5674676, -74.0985665 4.567099, -74.0989095 4.5668016, -74.09901960000001 4.5667062, -74.09907560000001 4.5666576, -74.09923120000001 4.5665227, -74.0997046 4.5661124, -74.1003508 4.5655343)",,,,,,,
315400252,315288262,0,89487112,False,2,Calle 30C Sur,residential,30,131.971,"LINESTRING (-74.0977556 4.5678069, -74.0985314 4.5687072)",,,,,,,
