u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,bridge,width,access,tunnel,junction,lanes,est_width,service,ref,area,landuse
46253549,339292922,0,"[116714049, 9547425]",Spaklerweg,cycleway,,False,394.376,"LINESTRING (4.9191784 52.3414812, 4.9192567 52.3413486, 4.9194262 52.3410817, 4.9196139 52.3407818, 4.9197941 52.3405127, 4.9198319 52.34045, 4.9199412 52.340285, 4.9202189 52.3398544, 4.9202796 52.3397669, 4.9203544 52.3396531, 4.9204157 52.3395228, 4.9204918 52.3394001, 4.9206267 52.3392191, 4.9208039 52.3389934, 4.9210543 52.3386722, 4.9213313 52.3383267, 4.9214058 52.3382094)",,"['2.50', '3.50']",,,,,,,,,
46253549,46246547,0,"[110222237, 232739099, 791308693, 606412550]",Korte Ouderkerkerdijk,cycleway,,False,296.657,"LINESTRING (4.9191784 52.3414812, 4.919114 52.3414845, 4.9188265 52.341407, 4.9187942 52.3413993, 4.9185993 52.3413564, 4.918342 52.341294, 4.9181957 52.3412512, 4.9181394 52.3412347, 4.9177226 52.3410227, 4.9174922 52.3408213, 4.9173012 52.3405977, 4.917257 52.3405457, 4.9172224 52.340505, 4.9171871 52.3404564, 4.9171093 52.3403856, 4.9170719 52.3403511, 4.9170215 52.3403046, 4.9169194 52.3402412, 4.9164329 52.3400623, 4.9161046 52.3399707, 4.915888 52.3399387, 4.9158555 52.3399339)",,,,,,,,,,,
46253626,1076945474,0,7385796,,cycleway,,False,12.113,"LINESTRING (4.7928107 52.3413581, 4.7927364 52.3413849, 4.7926738 52.3413957, 4.7926511 52.3414046)",,,,,,,,,,,
46253928,241971798,0,"[7047483, 7047492, 112619293, 580920638]",Spaklerweg,cycleway,,True,159.261,"LINESTRING (4.9194607 52.3415469, 4.9194328 52.3415895, 4.9192461 52.341987, 4.9190933 52.3422988, 4.9190574 52.342342, 4.9190316 52.3423952, 4.9189186 52.3426247, 4.9188797 52.3427204, 4.9187936 52.3429187)",yes,2.50,,,,,,,,,
46253928,3384057753,0,"[7047672, 7047669, 7047671]",H.J.E. Wenckebachweg,cycleway,,False,75.234,"LINESTRING (4.9194607 52.3415469, 4.9194896 52.3415569, 4.9196829 52.3415947, 4.920225 52.3417278, 4.9204949 52.3417875)",,,,yes,,,,,,,
46253928,46253549,0,"[7047497, 7047673, 7047676]","['Korte Ouderkerkerdijk', 'H.J.E. Wenckebachweg']",cycleway,,False,20.593,"LINESTRING (4.9194607 52.3415469, 4.9193709 52.3415212, 4.9192681 52.3414947, 4.9191784 52.3414812)",,,,,,,,,,,
46254748,1408754328,0,127228186,,cycleway,,False,12.444,"LINESTRING (4.9355651 52.341592, 4.9354311 52.3415157)",,,,,,,,,,,
46254865,297224970,0,27090001,,cycleway,,False,36.319,"LINESTRING (4.8657804 52.3417538, 4.8657947 52.3416624, 4.8657954 52.3414276)",,,,,,,,,,,
46255150,299326439,0,"[389737996, 243446060, 243446063, 408875060, 408875061]",Prinses Irenestraat,cycleway,,False,300.67499999999995,"LINESTRING (4.8772664 52.3417984, 4.8776281 52.3418213, 4.8780392 52.3418641, 4.8782058 52.3418754, 4.8792873 52.341914, 4.8796165 52.3419311, 4.879792 52.341939, 4.8805906 52.3419412, 4.8812605 52.3418647, 4.8813764 52.3418367, 4.8814564 52.3417975, 4.8815447 52.3417012)",yes,,,,,,,,,,
46256636,344892030,0,"[121356673, 31018314, 31018391]",,cycleway,,False,755.3870000000001,"LINESTRING (4.7911465 52.3421826, 4.7910057 52.3422539, 4.7908847 52.3422978, 4.7907478 52.3423194, 4.7905884 52.3423318, 4.7904242 52.3423516, 4.7903381 52.342365, 4.7897434 52.3426106, 4.788168 52.3432657, 4.7872729 52.3436315, 4.7871681 52.3436833, 4.7870976 52.3437294, 4.7866455 52.3440564, 4.7866134 52.3440695, 4.786577 52.3440848, 4.7864551 52.344139, 4.786163 52.3442832, 4.7851373 52.3447078, 4.7841934 52.3450967, 4.7825153 52.345793, 4.7824466 52.3458144, 4.7823675 52.345826, 4.7820216 52.345848, 4.7819442 52.3458493)",,3.00,,,,,,,,,
46256638,4092657262,0,27268437,Jan Moretuspad,cycleway,,False,106.479,"LINESTRING (4.8208804 52.3420461, 4.8208657 52.3421963, 4.8208234 52.3425421, 4.8207722 52.3430014)",,4.00,,,,,,,,,
46256640,1654324710,0,117776017,,cycleway,,False,17.713,"LINESTRING (4.8930454 52.3420416, 4.8928735 52.3420553, 4.8927896 52.3420702)",,2.00,,,,,,,,,
46256908,7124493835,0,762484361,Anfieldroad,cycleway,,False,15.294,"LINESTRING (4.950476 52.3420775, 4.9504031 52.3421226, 4.9503187 52.3421759)",,,,,,,,,,,
46256946,1326387809,0,7369838,Dintelstraat,cycleway,,False,10.238,"LINESTRING (4.8949529 52.3421417, 4.8949277 52.3421684, 4.8948813 52.3422227)",,,,,,,,,,,
46256970,1076987782,0,29000727,,cycleway,,False,20.948999999999998,"LINESTRING (4.8020518 52.3420956, 4.8020463 52.3421373, 4.8020698 52.3422741, 4.802073 52.3422829)",,3.00,,,,,,,,,
46256970,3396916012,0,"[25997227, 37608493, 37608494]",,cycleway,,False,64.679,"LINESTRING (4.8020518 52.3420956, 4.8014941 52.3419726, 4.8012691 52.3419325, 4.8011455 52.341922)",yes,3.00,,,,,,,,,
46256970,318914461,0,"[27431296, 7385476, 27431295, 120527479]",Maarkedalpad,cycleway,,False,265.71299999999997,"LINESTRING (4.8020518 52.3420956, 4.8022234 52.3421089, 4.803505 52.3421143, 4.8035002 52.3421693, 4.8034962 52.3422709, 4.8034923 52.3423061, 4.803497 52.3425296, 4.8037152 52.3426791, 4.803707 52.3428555, 4.8036763 52.3435639)",yes,,,,,,,,,,
46257100,254484416,0,"[7047088, 23497991]",,cycleway,,False,111.60300000000001,"LINESTRING (4.931106 52.3422059, 4.9311843 52.3422335, 4.9322036 52.342843, 4.9322876 52.3429005)",,"['8.00', '4.00']",,,,,,,,,
46257248,6957281961,0,116798261,Middenweg,cycleway,,False,14.226,"LINESTRING (4.948796 52.3421879, 4.9489541 52.342104)",,2.00,,,,,,,,,
46257485,298215208,0,27161883,,cycleway,,False,21.366,"LINESTRING (4.8517153 52.342099, 4.8518372 52.3421504, 4.8518872 52.3422023, 4.8519187 52.342239)",,,,,,,,,,,
46257871,30664278,0,"[27295971, 7047494]",Weesperzijde,cycleway,,False,155.94500000000002,"LINESTRING (4.922787 52.3423471, 4.922561 52.3424415, 4.9219225 52.3427542, 4.9215016 52.3429438, 4.9213251 52.3430153, 4.9212679 52.3430239, 4.9211923 52.3430088, 4.9210548 52.3429343, 4.9209452 52.3428749)",,,,,,,,,,,
46258419,314402574,0,32892683,Karl Marxpad,cycleway,,False,41.508,"LINESTRING (4.8253119 52.3424297, 4.8253384 52.3423845, 4.8253584 52.3423505, 4.8255086 52.3420763)",,,,,,,,,,,
46258881,73220027,0,9509414,Omval,cycleway,,False,500.96699999999987,"LINESTRING (4.9178874 52.3425817, 4.9174801 52.3425557, 4.916096 52.3427496, 4.9159455 52.3428083, 4.9155571 52.34309, 4.9154399 52.3431796, 4.9152025 52.3434057, 4.9150091 52.3435953, 4.914894 52.3436858, 4.9147444 52.3437969, 4.9147025 52.343835, 4.9146551 52.3439137, 4.9145535 52.3440848, 4.914338 52.3444448, 4.9140047 52.3451236, 4.9140017 52.3451702, 4.9140326 52.3452063, 4.9144186 52.3454422, 4.9144769 52.345485, 4.914546 52.3455438, 4.9145439 52.345636)",,,,,,,,,,,
46258950,1350128692,0,7381268,Stadionkade,cycleway,,True,1.795,"LINESTRING (4.8578827 52.3426127, 4.8579089 52.3426148)",,1.50,,,,,,,,,
46260393,46253549,0,"[7047512, 7047481, 7047493]",Spaklerweg,cycleway,,False,160.737,"LINESTRING (4.9185063 52.3428656, 4.9186611 52.3425802, 4.9187734 52.3423491, 4.9187933 52.3423086, 4.9188198 52.3422048, 4.9188446 52.3421534, 4.9190131 52.3418043, 4.9191574 52.3415168, 4.9191566 52.3415158, 4.9191784 52.3414812)",yes,3.50,,,,,,,,,
46260704,241971798,0,22568993,,cycleway,,False,6.116,"LINESTRING (4.9187068 52.3429041, 4.9187936 52.3429187)",,,,,,,,,,,
46261300,301227067,0,27435836,,cycleway,,False,28.524,"LINESTRING (4.8470516 52.3431148, 4.8474166 52.342988)",,2.00,,,,,,,,,
46261944,4053627288,0,402966594,,cycleway,,False,18.199,"LINESTRING (4.8231703 52.3431475, 4.8229024 52.3431466)",,1.5,,,,,,,,,
46265200,494838747,0,"[7039632, 225605231, 225613895, 7039639]",Diemerzeedijk,cycleway,,False,2997.5499999999993,"LINESTRING (5.0118987 52.3438373, 5.0117412 52.3438725, 5.0116424 52.3438928, 5.0114253 52.3439238, 5.0112026 52.3439399, 5.0105338 52.3439427, 5.0098774 52.34393, 5.0097032 52.3439215, 5.0095009 52.3439015, 5.0093488 52.3438697, 5.0089058 52.3437406, 5.0083385 52.3435748, 5.0080762 52.3435239, 5.0077951 52.3434901, 5.006693 52.3434314, 5.0061295 52.3434128, 5.0059401 52.3434182, 5.00574 52.3434244, 5.005469 52.3434465, 5.0052945 52.3434703, 5.0050336 52.3435184, 5.00447 52.3436746, 5.0038756 52.3438411, 5.0036671 52.3438821, 5.0033384 52.3439224, 5.0028193 52.3439553, 5.0025226 52.3439808, 5.0022099 52.3440382, 5.0017669 52.3441709, 5.0016364 52.3442056, 5.0013807 52.3443136, 4.9999923 52.3448471, 4.9996322 52.344973, 4.9993855 52.3450616, 4.9990403 52.3451841, 4.9989411 52.3452216, 4.99877 52.34528, 4.9985601 52.3453441, 4.99838 52.34542, 4.9979046 52.3456522, 4.9975606 52.3458292, 4.997516 52.3458522, 4.9964571 52.3463473, 4.9927226 52.3480508, 4.9924363 52.3481814, 4.989659 52.3494682, 4.9893248 52.349623, 4.9883544 52.3500768, 4.9879368 52.350274, 4.9875552 52.3504542, 4.9865308 52.350938, 4.9844244 52.3519367, 4.9826748 52.3527869, 4.982015 52.3531127, 4.9807068 52.3537503, 4.9801546 52.3540218, 4.9790809 52.3545382, 4.978626 52.3547664, 4.9765008 52.355787, 4.9759768 52.3560312, 4.975815 52.3561113, 4.9755946 52.3562668, 4.9751162 52.3566226)",,1.00,,,,,,,,,
46265542,598925147,0,46916148,Voorlandpad,cycleway,,False,352.57599999999996,"LINESTRING (4.9506638 52.342207, 4.9507587 52.3422658, 4.9512937 52.3426125, 4.951388 52.3427506, 4.9515353 52.3430663, 4.9515902 52.3431499, 4.951703 52.3432435, 4.9522277 52.3435564, 4.9526459 52.3438014, 4.9534242 52.3441252, 4.953471 52.344146, 4.9537055 52.3442495, 4.9540616 52.3445085)",,,,,,,,,,,
46265835,690751035,0,7047461,,cycleway,,True,31.029999999999998,"LINESTRING (4.9179658 52.3440321, 4.9179459 52.3439963, 4.9179556 52.3439424, 4.9179762 52.3439071, 4.917977 52.3439017, 4.9179908 52.3438733, 4.9180181 52.3438378, 4.9180422 52.3438001, 4.9180571 52.3437665)",,2.00,,,,,,,,,
46265835,299662100,0,"[167802627, 7047571, 7369133]",,cycleway,,False,311.072,"LINESTRING (4.9179658 52.3440321, 4.9179181 52.3440649, 4.917819 52.3442056, 4.9176076 52.3443227, 4.9169648 52.3446621, 4.915581 52.3453963, 4.9152718 52.3455601, 4.9147024 52.3458645, 4.9146111 52.3459149)",,5.00,,,,,,,,,
46266024,1408754327,0,127228185,Darwinplantsoen,cycleway,,False,13.624,"LINESTRING (4.9337134 52.3440759, 4.9337708 52.3439585)",,,,,,,,,,,
46266100,300930444,0,"[27413120, 27413121, 27413122]",,cycleway,,False,73.308,"LINESTRING (4.8727933 52.3441031, 4.8727743 52.3442884, 4.8727433 52.3446253, 4.8727441 52.3446687, 4.8727336 52.3447313, 4.8727309 52.3447611)",yes,5.00,,,,,,,,,
46267224,4467563446,0,449834112,,cycleway,,False,10.659,"LINESTRING (4.8889513 52.3443331, 4.8889378 52.3442376)",,,,,,,,,,,
46267297,254477801,0,417920224,Darwinplantsoen,cycleway,,False,3.763,"LINESTRING (4.934214 52.3443376, 4.9342694 52.3443376)",,,,,,,,,,,
46267599,746008750,0,"[67447909, 7384638]",Wannepad,cycleway,,False,226.402,"LINESTRING (4.8187028 52.3443357, 4.8188754 52.3444634, 4.8190015 52.344592, 4.8191064 52.344696, 4.8192097 52.3448169, 4.8193444 52.3450342, 4.8193958 52.345129, 4.8194466 52.3452835, 4.8194706 52.3454191, 4.819479 52.345496, 4.8194983 52.3460708, 4.8194773 52.346163, 4.8194813 52.346238, 4.819482 52.3462537)",,,,,,,,,,,
46267599,299309847,0,"[27268562, 27268490, 91027107]","['St Hubertpad', 'Sint-Hubertpad']",cycleway,,False,193.24,"LINESTRING (4.8187028 52.3443357, 4.8187483 52.3443059, 4.8189536 52.3441531, 4.8191703 52.3439942, 4.8194677 52.343806, 4.8198176 52.3435958, 4.8203059 52.3432968, 4.8206139 52.3432916, 4.8206725 52.343294, 4.8208051 52.3432692)",yes,,,,,,,,,,
46267599,746015250,0,27268490,Sint-Hubertpad,cycleway,,False,185.127,"LINESTRING (4.8187028 52.3443357, 4.8186479 52.3443707, 4.8184885 52.3444724, 4.8182893 52.3445769, 4.8180836 52.3446721, 4.8178773 52.3447452, 4.8175267 52.3448601, 4.8173528 52.3449077, 4.8170999 52.3449697, 4.8163323 52.345097)",,,,,,,,,,,
46267599,620828177,0,"[67448424, 7384666, 37608474, 37608475]","['Tienenpad', 'Wannepad']",cycleway,,False,496.063,"LINESTRING (4.8187028 52.3443357, 4.8185525 52.3442404, 4.8182478 52.3440825, 4.8179366 52.3439645, 4.8175655 52.3438459, 4.8172711 52.3437833, 4.8170699 52.343752, 4.8167861 52.3437285, 4.8164115 52.3437152, 4.8159395 52.343706, 4.8151748 52.3437017, 4.8148 52.3436899, 4.8142227 52.3436788, 4.814136 52.3436778, 4.8139053 52.3436778, 4.81382 52.3436748, 4.8131663 52.3436683, 4.8124951 52.3436669, 4.8116928 52.343657)",yes,,,,,,,,,,
46267658,46268078,0,7374144,Krammerstraat,cycleway,,False,12.104,"LINESTRING (4.8873589 52.3444211, 4.8873711 52.3445297)",,,,,,,,,,,
46267729,4467563447,0,449834113,,cycleway,,False,16.416,"LINESTRING (4.8864337 52.3445, 4.8864256 52.3444185, 4.8864203 52.3443526)",,,,,,,,,,,
46267844,30813405,0,119613011,Boerenweteringpad,cycleway,,False,9.473,"LINESTRING (4.8849193 52.3445305, 4.8848696 52.3444509)",,2.00,,,,,,,,,
46268078,46267658,0,7374144,Krammerstraat,cycleway,,False,12.104,"LINESTRING (4.8873711 52.3445297, 4.8873589 52.3444211)",,,,,,,,,,,
46268469,410409076,0,"[37608448, 37608449, 7384699]","['Chet Bakerstraat', 'Rita Reysbrug']",cycleway,,False,55.859,"LINESTRING (4.8266787 52.3445121, 4.8267536 52.3445971, 4.826824 52.3446276, 4.8270755 52.3446304, 4.8273344 52.3446299, 4.8274018 52.3446325)",yes,,,,,,,,,,
46268894,73016401,0,120418630,,cycleway,,False,8.55,"LINESTRING (4.8479935 52.3446981, 4.8481139 52.3447205)",,1.50,,,,,,,,,
46268923,46269287,0,25653136,Stadionkade,cycleway,,False,76.07000000000001,"LINESTRING (4.8729675 52.3448019, 4.873264 52.3448148, 4.8735309 52.3447229, 4.8739037 52.3447366, 4.8740044 52.3447984)",,,,,,,,,,,
46269246,4953012083,0,505334828,,cycleway,,False,32.4,"LINESTRING (4.8580525 52.3448164, 4.8580932 52.3448261, 4.8581457 52.3448361, 4.8581813 52.3448434, 4.8582094 52.3448507, 4.8582234 52.3448589, 4.8582281 52.3448661, 4.8582304 52.3448736, 4.8582175 52.344906, 4.858203 52.3449477, 4.8582052 52.3449914, 4.8582175 52.3450333)",,4.00,,,,,,,,,
46269287,46268923,0,25653136,Stadionkade,cycleway,,False,76.07,"LINESTRING (4.8740044 52.3447984, 4.8739037 52.3447366, 4.8735309 52.3447229, 4.873264 52.3448148, 4.8729675 52.3448019)",,,,,,,,,,,
46269359,279229880,0,25619961,,cycleway,,False,223.91599999999997,"LINESTRING (4.803657 52.3448024, 4.8036261 52.3448007, 4.8033978 52.3447693, 4.8031878 52.3447418, 4.8029969 52.3447176, 4.8026454 52.3446884, 4.8024245 52.3446708, 4.8021245 52.3446515, 4.8017894 52.3446493, 4.8014971 52.344662, 4.8012358 52.3446853, 4.8010188 52.3447068, 4.8008043 52.3447584, 4.8004445 52.3448648)",,3.00,,,,,,,,,
46269359,748723145,0,25997526,,cycleway,,False,177.022,"LINESTRING (4.803657 52.3448024, 4.8036922 52.3448096, 4.8040665 52.3448863, 4.8041602 52.3449055, 4.80613 52.3453044)",,3.00,,,,,,,,,
46269359,318914461,0,27431295,Maarkedalpad,cycleway,,False,137.738,"LINESTRING (4.803657 52.3448024, 4.8036523 52.3447672, 4.8036611 52.3442697, 4.8036763 52.3435639)",,,,,,,,,,,
46269472,1324794261,0,7374225,Bernard Zweerskade,cycleway,,False,3.451,"LINESTRING (4.8766684 52.3449047, 4.8767192 52.3449051)",,,,,,,,,,,
46270170,46270368,0,44947829,,cycleway,,False,17.381,"LINESTRING (4.8942199 52.345027, 4.89447 52.34506)",,2,,,,,,,,,
46270227,805063789,0,66479469,,cycleway,,False,6.205,"LINESTRING (4.8092261 52.3449978, 4.8092206 52.3450535)",,2.50,,,,,,,,,
46270265,770082215,0,66479471,,cycleway,,False,8.738,"LINESTRING (4.8067258 52.3450241, 4.8068071 52.345085)",,2.50,,,,,,,,,
46270290,805063805,0,66479470,,cycleway,,False,5.921,"LINESTRING (4.8088009 52.3449926, 4.808791 52.3450455)",,2.50,,,,,,,,,
46270368,46270170,0,44947829,,cycleway,,False,17.381,"LINESTRING (4.89447 52.34506, 4.8942199 52.345027)",,2,,,,,,,,,
46270396,363888104,0,27430324,,cycleway,,False,42.748,"LINESTRING (4.7962279 52.3450764, 4.7962164 52.3451727, 4.796093 52.3453939, 4.7960483 52.3454407)",,,,,,,,,,,
46270402,1614211614,0,148313081,,cycleway,,False,16.448,"LINESTRING (4.9351974 52.3450369, 4.9352169 52.3450083, 4.9353499 52.3449242)",,,,,,,,,,,
46270548,805063671,0,66479466,,cycleway,,False,6.016,"LINESTRING (4.8137545 52.3450539, 4.8137545 52.345108)",,2.50,,,,,,,,,
46270662,279229880,0,29875032,,cycleway,,False,15.171,"LINESTRING (4.8004964 52.3449975, 4.8004445 52.3448648)",,3.00,,,,,,,,,
46270681,279229880,0,"[25619968, 25619969, 117796073]",,cycleway,,False,67.465,"LINESTRING (4.7994883 52.3450284, 4.7996312 52.3450038, 4.7997324 52.3449863, 4.8001134 52.3449241, 4.8001353 52.3449215, 4.8003728 52.3448789, 4.8004445 52.3448648)",yes,3.00,,,,,,,,,
46270683,805063627,0,66479464,,cycleway,,False,5.205,"LINESTRING (4.8141774 52.3450598, 4.8141791 52.3451066)",,2.50,,,,,,,,,
46271590,1057076096,0,4817308,,cycleway,,False,138.024,"LINESTRING (4.8460427 52.3452373, 4.8460431 52.3453014, 4.8460435 52.3453578, 4.8460465 52.3458164, 4.8460555 52.3459357, 4.8460681 52.3460269, 4.8460838 52.3460653, 4.8461129 52.3461211, 4.846158 52.3461831, 4.8462881 52.346311, 4.8464368 52.3464104)",,4.00,,,,,,,,,
46273831,6201299338,0,147271369,,cycleway,,False,50.471,"LINESTRING (4.8475079 52.3456738, 4.8473687 52.3456656, 4.846861 52.3456584, 4.8468193 52.3456582, 4.8467657 52.3456578)",,,,,,,,,,,
46273908,73016401,0,9496281,,cycleway,,False,112.99300000000001,"LINESTRING (4.847943 52.3456818, 4.8479689 52.3456209, 4.8481137 52.345498, 4.8481847 52.3454114, 4.8482125 52.3453236, 4.848227 52.3449469, 4.8482046 52.3448818, 4.8481438 52.3448102, 4.8481139 52.3447205)",,,,,,,,,,,
46274199,1602795489,0,7381141,Stadionweg,cycleway,,False,42.544000000000004,"LINESTRING (4.8594767 52.345836, 4.8594935 52.3458298, 4.8595534 52.3458073, 4.8595938 52.3457933, 4.8596046 52.3457212, 4.8596236 52.3456541, 4.8596905 52.3455835, 4.8597612 52.3455195)",,,,,,,,,,,
46274385,1408746463,0,127226936,,cycleway,,False,8.345,"LINESTRING (4.9321102 52.3458216, 4.9320929 52.3457473)",,,,,,,,,,,
46275359,299664280,0,27297221,,cycleway,,False,6.737,"LINESTRING (4.9143899 52.3460874, 4.914295 52.3460698)",,,,,,,,,,,
46275966,1584135555,0,144939102,,cycleway,,False,7.183,"LINESTRING (4.9063215 52.3462033, 4.9062916 52.3462132, 4.9062329 52.3462384)",,,,,,,,,,,
46276230,46276804,0,26311955,,cycleway,,True,16.715,"LINESTRING (4.8658245 52.3462033, 4.8658128 52.346233, 4.8658039 52.3462555, 4.8657949 52.3462773, 4.8657884 52.346293, 4.8657803 52.3463132, 4.8657667 52.3463494)",,,,,,,,,,,
46276413,3899003464,0,"[26311945, 386560854]",,cycleway,,True,110.068,"LINESTRING (4.8655763 52.3463125, 4.8655916 52.3462654, 4.8655985 52.3462471, 4.8656046 52.3462339, 4.8656198 52.3461807, 4.8658311 52.3461522, 4.8660737 52.3461699, 4.8668435 52.3462757, 4.8669913 52.3462928)",,,,,,,,,,,
46276461,6429197970,0,7047356,,cycleway,,False,78.81700000000001,"LINESTRING (4.91534 52.34629, 4.9154118 52.3462853, 4.9154974 52.3462731, 4.915725 52.3462554, 4.9159605 52.3462692, 4.9163679 52.346364, 4.9164604 52.3463842)",,,,,,,,,,,
46276656,598367359,0,"[160122984, 160122995, 146012741]",,cycleway,,False,28.988,"LINESTRING (4.7823877 52.3463821, 4.7823052 52.3464011, 4.7820697 52.3464557, 4.7820005 52.3464876)",yes,,,,,,,,,,
46276718,46277983,0,7385755,Valutaboulevard,cycleway,,False,63.864,"LINESTRING (4.7929286 52.3463, 4.7921459 52.3466182)",,,,,,,,,,,
46277221,869943954,0,31282344,,cycleway,,False,14.468,"LINESTRING (4.9084075 52.3465031, 4.908357 52.3466295)",,,,,,,,,,,
46277225,46277921,0,7047009,Einthovenstraat,cycleway,,False,52.265,"LINESTRING (4.933113 52.3463797, 4.93251 52.34663, 4.9324707 52.3466357)",,,,,,,,,,,
46277591,1614216841,0,148313634,,cycleway,,False,6.205,"LINESTRING (4.9380751 52.3465136, 4.9381406 52.3464747)",,,,,,,,,,,
46277921,46277225,0,7047009,Einthovenstraat,cycleway,,False,52.265,"LINESTRING (4.9324707 52.3466357, 4.93251 52.34663, 4.933113 52.3463797)",,,,,,,,,,,
46277983,46276718,0,7385755,Valutaboulevard,cycleway,,False,63.864,"LINESTRING (4.7921459 52.3466182, 4.7929286 52.3463)",,,,,,,,,,,
46278419,746014997,0,115105515,Christoffel Plantijnpad,cycleway,,False,20.222,"LINESTRING (4.8220779 52.3466729, 4.8220785 52.3466504, 4.8220785 52.3466305, 4.8220794 52.3466192, 4.8220862 52.3465868, 4.8220915 52.3465619, 4.8221033 52.3464919)",,2.00,,,,,,,,,
46278419,299727765,0,290636872,Christoffel Plantijnpad,cycleway,,False,205.043,"LINESTRING (4.8220779 52.3466729, 4.8220674 52.3466958, 4.8220518 52.3467287, 4.8211054 52.3484185)",,3.00,,,,,,,,,
46278522,473478720,0,39522033,,cycleway,,False,49.619,"LINESTRING (4.8659675 52.3467161, 4.866187 52.3465973, 4.866354 52.3465499, 4.8665995 52.3465124)",,3.00,,,,,,,,,
46278687,46279914,0,157104206,,cycleway,,False,50.053,"LINESTRING (4.9338089 52.346777, 4.933294 52.347099)",,,,,,,,,,,
46278830,1614216856,0,148313635,,cycleway,,False,6.548,"LINESTRING (4.9385916 52.3468289, 4.9386622 52.3467888)",,,,,,,,,,,
46278890,869943964,0,139355684,Vrijheidslaan,cycleway,,False,18.481,"LINESTRING (4.9112611 52.3469124, 4.911303 52.3469288, 4.9113814 52.3469608, 4.9114879 52.3470042)",,,,,,,,,,,
46279223,46280732,0,813880471,,cycleway,,True,48.697,"LINESTRING (4.8910969 52.3469512, 4.8912359 52.34701, 4.8912414 52.347048, 4.8912633 52.3472589, 4.8912661 52.347286, 4.8912097 52.3473327)",,2.00,,,,,,,,,
46279226,348049461,0,31282344,,cycleway,,False,16.814,"LINESTRING (4.9082281 52.3469418, 4.9082907 52.3467955)",,,,,,,,,,,
46279586,1062052647,0,93276488,,cycleway,,False,8.832,"LINESTRING (4.8355428 52.3469718, 4.8355462 52.3468924)",,,,,,,,,,,
46279618,598367359,0,"[88255651, 160122988, 146012741]",,cycleway,,False,80.33999999999999,"LINESTRING (4.7812338 52.3469661, 4.7812524 52.3468856, 4.7812816 52.3467729, 4.781321 52.3467444, 4.7815336 52.3466654, 4.7816197 52.3466466, 4.781679 52.3466253, 4.7819309 52.3465198, 4.7820005 52.3464876)",yes,,,,,,,,,,
46279619,830112157,0,"[29874664, 7385290, 111657091, 29874662]","['Zonnebeke', 'Zelzatestraat', 'Blankenbergestraat']",cycleway,,False,258.40599999999995,"LINESTRING (4.8013855 52.3469509, 4.8017117 52.3469136, 4.8017988 52.3469071, 4.8018973 52.3468997, 4.8021197 52.3468889, 4.8024422 52.3468839, 4.802622 52.3468803, 4.8031459 52.3469063, 4.8034516 52.3469209, 4.8035057 52.3469235, 4.8035676 52.3469327, 4.8036416 52.3469437, 4.8038811 52.3469793, 4.8041389 52.3470282, 4.8042142 52.3470425, 4.8042609 52.3470514, 4.8043641 52.3470728, 4.8051027 52.3472263)",,,,,,,,,,,
46279779,3510032964,0,344263643,,cycleway,,False,8.791,"LINESTRING (4.8679474 52.3471509, 4.867818 52.3471498)",,,,,,,,,,,
46279914,46278687,0,157104206,,cycleway,,False,50.053,"LINESTRING (4.933294 52.347099, 4.9338089 52.346777)",,,,,,,,,,,
46280020,6958932864,0,136123350,,cycleway,,False,19.219,"LINESTRING (4.9291547 52.3472167, 4.9291953 52.3473497, 4.9291516 52.3473761)",,,,,,,,,,,
46280663,46282140,0,"[7047378, 7047380]","['Goudriaanstraat', 'Meester Treublaan']",cycleway,,False,75.258,"LINESTRING (4.916 52.34731, 4.9158324 52.3476551, 4.9159776 52.3476761, 4.91634 52.34772)",,2.10,,,,,,,,,
46280780,4821577716,0,7043833,Voorlandpad,cycleway,,False,82.019,"LINESTRING (4.9534262 52.3472998, 4.953491 52.3473425, 4.9542955 52.3478116)",,,,,,,,,,,
46280780,288318398,0,"[46916152, 46916153, 489962190]","['Dick van Dijkbrug', 'Voorlandpad']",cycleway,,False,157.806,"LINESTRING (4.9534262 52.3472998, 4.9531962 52.3471709, 4.9530973 52.3471862, 4.9528415 52.3473421, 4.9520546 52.3478178, 4.9519296 52.347902, 4.9517952 52.3479859, 4.9517505 52.3480125)",yes,,,,,,,,,,
46280780,4848392314,0,493483665,Voorlandpad,cycleway,,False,242.628,"LINESTRING (4.9534262 52.3472998, 4.9545507 52.3466082, 4.9546039 52.3465736, 4.9552757 52.3461589, 4.9559453 52.3457529)",,,,,,,,,,,
46281147,1614229053,0,"[279833797, 279833803, 148314628, 7044125]",Teslastraat,cycleway,,False,77.445,"LINESTRING (4.9418676 52.3474398, 4.9418912 52.3473707, 4.9419365 52.3473281, 4.9421084 52.3472186, 4.9421402 52.3471817, 4.942125 52.3471478, 4.9420808 52.3471077, 4.9419467 52.3470277, 4.9419355 52.3470027, 4.9418864 52.3469367, 4.9417841 52.3468787)",,,,building_passage,,,,,,,
46281271,1326294658,0,"[117810010, 117810012, 117809926]",,cycleway,,True,78.362,"LINESTRING (4.8864787 52.3474327, 4.8863726 52.3474546, 4.8862699 52.3474578, 4.886009 52.3474702, 4.8853333 52.3474971)",yes,"['2.50', '4.00']",,,,,,,,,
46281687,1349021700,0,120277228,,cycleway,,False,9.388,"LINESTRING (4.8808573 52.3476033, 4.8809441 52.3475376)",,2.00,,,,,,,,,
