y,x,osmid,geometry
3.014709,101.5370103,3328158791,POINT (101.5370103 3.014709)
3.0165275,101.5384589,3669544852,POINT (101.5384589 3.0165275)
3.0624892,101.4875667,4023868908,POINT (101.4875667 3.0624892)
3.0172089,101.538266,4025322300,POINT (101.538266 3.0172089)
3.0173165,101.5382932,4025322301,POINT (101.5382932 3.0173165)
3.0174951,101.5383868,4025322302,POINT (101.5383868 3.0174951)
3.0177608,101.5385465,4025322303,POINT (101.5385465 3.0177608)
3.0184666,101.5389254,4025322304,POINT (101.5389254 3.0184666)
3.0189195,101.5391426,4025322305,POINT (101.5391426 3.0189195)
3.0195083,101.5394406,4025322306,POINT (101.5394406 3.0195083)
3.0200292,101.5396876,4025322307,POINT (101.5396876 3.0200292)
3.0207159,101.5400537,4025322308,POINT (101.5400537 3.0207159)
3.0214217,101.5404327,4025322309,POINT (101.5404327 3.0214217)
3.0219234,101.5407158,4025322310,POINT (101.5407158 3.0219234)
3.0231222,101.5415305,4025322311,POINT (101.5415305 3.0231222)
3.0122845,101.5343441,4025322315,POINT (101.5343441 3.0122845)
3.0129733,101.534904,4025322316,POINT (101.534904 3.0129733)
3.0134835,101.5353191,4025322317,POINT (101.5353191 3.0134835)
3.0137152,101.5355086,4025322318,POINT (101.5355086 3.0137152)
3.0136408,101.5354,4025322319,POINT (101.5354 3.0136408)
3.013813,101.5354724,4025322320,POINT (101.5354724 3.013813)
3.0140107,101.5355086,4025322321,POINT (101.5355086 3.0140107)
3.0141638,101.5355192,4025322322,POINT (101.5355192 3.0141638)
3.0143041,101.5355001,4025322323,POINT (101.5355001 3.0143041)
3.0143913,101.5354681,4025322324,POINT (101.5354681 3.0143913)
3.0147123,101.5352787,4025322325,POINT (101.5352787 3.0147123)
3.0150567,101.5350764,4025322326,POINT (101.5350764 3.0150567)
3.0154351,101.5348614,4025322327,POINT (101.5348614 3.0154351)
3.0156052,101.5347763,4025322328,POINT (101.5347763 3.0156052)
3.0156392,101.5347614,4025322329,POINT (101.5347614 3.0156392)
3.0156838,101.5347571,4025322330,POINT (101.5347571 3.0156838)
3.0157221,101.5347741,4025322331,POINT (101.5347741 3.0157221)
3.01589,101.5349019,4025322332,POINT (101.5349019 3.01589)
3.0159559,101.5349381,4025322333,POINT (101.5349381 3.0159559)
3.0160792,101.5349657,4025322334,POINT (101.5349657 3.0160792)
3.0162769,101.5349785,4025322335,POINT (101.5349785 3.0162769)
3.0163769,101.534987,4025322336,POINT (101.534987 3.0163769)
3.016481,101.5350126,4025322337,POINT (101.5350126 3.016481)
3.0165831,101.5350573,4025322338,POINT (101.5350573 3.0165831)
3.0168148,101.5351658,4025322339,POINT (101.5351658 3.0168148)
3.0169891,101.5352744,4025322340,POINT (101.5352744 3.0169891)
3.0170657,101.5353149,4025322341,POINT (101.5353149 3.0170657)
3.0172187,101.5354,4025322342,POINT (101.5354 3.0172187)
3.0173016,101.5354873,4025322343,POINT (101.5354873 3.0173016)
3.0173569,101.5355767,4025322344,POINT (101.5355767 3.0173569)
3.0173888,101.5356917,4025322345,POINT (101.5356917 3.0173888)
3.0174101,101.5357939,4025322346,POINT (101.5357939 3.0174101)
3.0174292,101.5359514,4025322347,POINT (101.5359514 3.0174292)
3.0174377,101.5361622,4025322348,POINT (101.5361622 3.0174377)
3.0174313,101.5365901,4025322349,POINT (101.5365901 3.0174313)
3.0174207,101.5371308,4025322350,POINT (101.5371308 3.0174207)
3.0174122,101.537746,4025322351,POINT (101.537746 3.0174122)
3.0174249,101.5380228,4025322352,POINT (101.5380228 3.0174249)
3.0174951,101.5382059,4025322353,POINT (101.5382059 3.0174951)
3.0176822,101.5384379,4025322354,POINT (101.5384379 3.0176822)
3.0178351,101.5385864,4025322355,POINT (101.5385864 3.0178351)
3.0174079,101.5365113,4025322356,POINT (101.5365113 3.0174079)
3.0174058,101.5367348,4025322357,POINT (101.5367348 3.0174058)
3.0173846,101.5368008,4025322358,POINT (101.5368008 3.0173846)
3.017325,101.5368838,4025322359,POINT (101.5368838 3.017325)
3.0172187,101.5369307,4025322360,POINT (101.5369307 3.0172187)
3.0171698,101.5369371,4025322361,POINT (101.5369371 3.0171698)
3.0171146,101.5369115,4025322362,POINT (101.5369115 3.0171146)
3.0167468,101.5366667,4025322363,POINT (101.5366667 3.0167468)
3.0159985,101.5361962,4025322364,POINT (101.5361962 3.0159985)
3.0159389,101.5361707,4025322365,POINT (101.5361707 3.0159389)
3.0158624,101.5361494,4025322366,POINT (101.5361494 3.0158624)
3.0157965,101.536143,4025322367,POINT (101.536143 3.0157965)
3.0157306,101.5361451,4025322368,POINT (101.5361451 3.0157306)
3.0156562,101.5361664,4025322369,POINT (101.5361664 3.0156562)
3.0155903,101.5361898,4025322370,POINT (101.5361898 3.0155903)
3.0155201,101.5362345,4025322371,POINT (101.5362345 3.0155201)
3.0154478,101.5363005,4025322372,POINT (101.5363005 3.0154478)
3.0153989,101.5363623,4025322373,POINT (101.5363623 3.0153989)
3.0153649,101.5364325,4025322374,POINT (101.5364325 3.0153649)
3.0153309,101.5365219,4025322375,POINT (101.5365219 3.0153309)
3.0153245,101.5366028,4025322376,POINT (101.5366028 3.0153245)
3.015333,101.5366837,4025322377,POINT (101.5366837 3.015333)
3.0153522,101.5367604,4025322378,POINT (101.5367604 3.0153522)
3.0153819,101.5368328,4025322379,POINT (101.5368328 3.0153819)
3.0154287,101.5369073,4025322380,POINT (101.5369073 3.0154287)
3.0154882,101.536969,4025322381,POINT (101.536969 3.0154882)
3.0155903,101.5370435,4025322382,POINT (101.5370435 3.0155903)
3.0157008,101.5370989,4025322383,POINT (101.5370989 3.0157008)
3.0146932,101.5378839,4025322385,POINT (101.5378839 3.0146932)
3.0145592,101.5373421,4025322386,POINT (101.5373421 3.0145592)
3.0146262,101.5368915,4025322387,POINT (101.5368915 3.0146262)
3.0145351,101.536854,4025322388,POINT (101.536854 3.0145351)
3.0143584,101.5367896,4025322389,POINT (101.5367896 3.0143584)
3.0142352,101.5367252,4025322390,POINT (101.5367252 3.0142352)
3.0141307,101.5366287,4025322391,POINT (101.5366287 3.0141307)
3.0145164,101.5371705,4025322392,POINT (101.5371705 3.0145164)
3.0144521,101.5370256,4025322393,POINT (101.5370256 3.0144521)
3.0143878,101.5369183,4025322394,POINT (101.5369183 3.0143878)
3.014278,101.536795,4025322395,POINT (101.536795 3.014278)
3.0138602,101.5363792,4025322396,POINT (101.5363792 3.0138602)
3.0137289,101.5363041,4025322397,POINT (101.5363041 3.0137289)
3.0136245,101.5362666,4025322398,POINT (101.5362666 3.0136245)
3.0134236,101.5362344,4025322399,POINT (101.5362344 3.0134236)
3.0133084,101.5362451,4025322400,POINT (101.5362451 3.0133084)
3.0131986,101.5362666,4025322401,POINT (101.5362666 3.0131986)
3.0131075,101.5362987,4025322402,POINT (101.5362987 3.0131075)
3.013003,101.5363309,4025322403,POINT (101.5363309 3.013003)
3.0129039,101.5363551,4025322404,POINT (101.5363551 3.0129039)
3.0127754,101.5363685,4025322405,POINT (101.5363685 3.0127754)
3.0126468,101.5363792,4025322406,POINT (101.5363792 3.0126468)
3.0125343,101.5363792,4025322407,POINT (101.5363792 3.0125343)
3.0124057,101.5363578,4025322408,POINT (101.5363578 3.0124057)
3.0122557,101.5363256,4025322409,POINT (101.5363256 3.0122557)
3.0118952,101.5362069,4025322410,POINT (101.5362069 3.0118952)
3.0116945,101.5361478,4025322411,POINT (101.5361478 3.0116945)
3.0116452,101.5360926,4025322412,POINT (101.5360926 3.0116452)
3.0116182,101.5359168,4025322413,POINT (101.5359168 3.0116182)
3.0115896,101.5357276,4025322414,POINT (101.5357276 3.0115896)
3.0114883,101.5353305,4025322415,POINT (101.5353305 3.0114883)
3.0113837,101.5349199,4025322416,POINT (101.5349199 3.0113837)
3.0112394,101.5344829,4025322417,POINT (101.5344829 3.0112394)
3.0110968,101.5342388,4025322418,POINT (101.5342388 3.0110968)
3.01087,101.533916,4025322419,POINT (101.533916 3.01087)
3.0105216,101.5334713,4025322420,POINT (101.5334713 3.0105216)
3.0103258,101.53326,4025322421,POINT (101.53326 3.0103258)
3.0134591,101.536199,4025322422,POINT (101.536199 3.0134591)
3.0133461,101.5361382,4025322423,POINT (101.5361382 3.0133461)
3.0132381,101.5360605,4025322424,POINT (101.5360605 3.0132381)
3.0130407,101.5358645,4025322425,POINT (101.5358645 3.0130407)
3.0126796,101.5355062,4025322426,POINT (101.5355062 3.0126796)
3.012607,101.5354623,4025322427,POINT (101.5354623 3.012607)
3.0125243,101.5354387,4025322428,POINT (101.5354387 3.0125243)
3.0124299,101.5354251,4025322429,POINT (101.5354251 3.0124299)
3.0123573,101.5354251,4025322430,POINT (101.5354251 3.0123573)
3.0148015,101.5380424,4025322431,POINT (101.5380424 3.0148015)
3.014742,101.53797,4025322432,POINT (101.53797 3.014742)
3.0100069,101.5329779,4025322433,POINT (101.5329779 3.0100069)
3.0097454,101.5327633,4025322434,POINT (101.5327633 3.0097454)
3.0086537,101.5318525,4025322435,POINT (101.5318525 3.0086537)
3.008188,101.5314605,4025322436,POINT (101.5314605 3.008188)
3.0074152,101.5308066,4025322437,POINT (101.5308066 3.0074152)
3.0070878,101.5305244,4025322438,POINT (101.5305244 3.0070878)
3.0068566,101.5303555,4025322439,POINT (101.5303555 3.0068566)
3.0065833,101.5302051,4025322440,POINT (101.5302051 3.0065833)
3.0063876,101.5301138,4025322441,POINT (101.5301138 3.0063876)
3.0062273,101.5300564,4025322442,POINT (101.5300564 3.0062273)
3.0055996,101.5298587,4025322443,POINT (101.5298587 3.0055996)
3.0054207,101.5297877,4025322444,POINT (101.5297877 3.0054207)
3.0053279,101.5297404,4025322445,POINT (101.5297404 3.0053279)
3.0052688,101.5296965,4025322446,POINT (101.5296965 3.0052688)
3.0050866,101.5295106,4025322447,POINT (101.5295106 3.0050866)
3.0050343,101.5294346,4025322448,POINT (101.5294346 3.0050343)
3.0049735,101.5293214,4025322449,POINT (101.5293214 3.0049735)
3.0049128,101.5291659,4025322450,POINT (101.5291659 3.0049128)
3.0048487,101.5290189,4025322451,POINT (101.5290189 3.0048487)
3.0047997,101.5289311,4025322452,POINT (101.5289311 3.0047997)
3.0046648,101.5287891,4025322453,POINT (101.5287891 3.0046648)
3.0043121,101.5284951,4025322454,POINT (101.5284951 3.0043121)
3.0042345,101.5284512,4025322455,POINT (101.5284512 3.0042345)
3.0041197,101.5284022,4025322456,POINT (101.5284022 3.0041197)
3.0038768,101.5283295,4025322457,POINT (101.5283295 3.0038768)
3.0036355,101.5282653,4025322458,POINT (101.5282653 3.0036355)
3.0035123,101.528191,4025322459,POINT (101.528191 3.0035123)
3.003357,101.5280778,4025322460,POINT (101.5280778 3.003357)
3.0032912,101.5280051,4025322461,POINT (101.5280051 3.0032912)
3.0032102,101.5278733,4025322462,POINT (101.5278733 3.0032102)
3.0031377,101.5277229,4025322463,POINT (101.5277229 3.0031377)
3.0030854,101.5275219,4025322464,POINT (101.5275219 3.0030854)
3.0030297,101.5273394,4025322465,POINT (101.5273394 3.0030297)
3.0029436,101.5271383,4025322466,POINT (101.5271383 3.0029436)
3.0028357,101.5269778,4025322467,POINT (101.5269778 3.0028357)
3.0026848,101.526793,4025322468,POINT (101.526793 3.0026848)
3.0032591,101.5273374,4025322469,POINT (101.5273374 3.0032591)
3.0031394,101.5272042,4025322470,POINT (101.5272042 3.0031394)
3.001393,101.5257071,4025322474,POINT (101.5257071 3.001393)
3.0008564,101.5252391,4025322475,POINT (101.5252391 3.0008564)
3.0003839,101.5248454,4025322476,POINT (101.5248454 3.0003839)
3.0000414,101.5245565,4025322477,POINT (101.5245565 3.0000414)
3.0046921,101.5277976,4025322492,POINT (101.5277976 3.0046921)
3.004768,101.527899,4025322493,POINT (101.527899 3.004768)
3.004822,101.5279548,4025322494,POINT (101.5279548 3.004822)
3.0049131,101.5280072,4025322495,POINT (101.5280072 3.0049131)
3.0052978,101.5282099,4025322496,POINT (101.5282099 3.0052978)
3.005394,101.5282775,4025322497,POINT (101.5282775 3.005394)
3.0055864,101.5284346,4025322498,POINT (101.5284346 3.0055864)
3.0065205,101.5291859,4025322500,POINT (101.5291859 3.0065205)
3.0026605,101.5262228,4025322503,POINT (101.5262228 3.0026605)
3.0029592,101.5264476,4025322504,POINT (101.5264476 3.0029592)
3.0031178,101.5265456,4025322505,POINT (101.5265456 3.0031178)
3.0032764,101.5266233,4025322506,POINT (101.5266233 3.0032764)
3.0034704,101.5267027,4025322507,POINT (101.5267027 3.0034704)
3.0036932,101.5267635,4025322508,POINT (101.5267635 3.0036932)
3.0038535,101.5267956,4025322509,POINT (101.5267956 3.0038535)
3.0041251,101.5268193,4025322510,POINT (101.5268193 3.0041251)
3.0043495,101.5268142,4025322511,POINT (101.5268142 3.0043495)
3.0045132,101.5268024,4025322512,POINT (101.5268024 3.0045132)
3.0047697,101.52675,4025322513,POINT (101.52675 3.0047697)
3.0048709,101.5267095,4025322514,POINT (101.5267095 3.0048709)
3.0051257,101.5265946,4025322515,POINT (101.5265946 3.0051257)
3.0051949,101.5265844,4025322516,POINT (101.5265844 3.0051949)
3.005286,101.5265777,4025322517,POINT (101.5265777 3.005286)
3.005389,101.526576,4025322518,POINT (101.526576 3.005389)
3.0055239,101.5266284,4025322519,POINT (101.5266284 3.0055239)
3.0057366,101.5267179,4025322520,POINT (101.5267179 3.0057366)
3.0058564,101.5267855,4025322521,POINT (101.5267855 3.0058564)
3.0059728,101.5268784,4025322522,POINT (101.5268784 3.0059728)
3.0060774,101.52699,4025322523,POINT (101.52699 3.0060774)
3.0061618,101.5271353,4025322524,POINT (101.5271353 3.0061618)
3.0062191,101.5272857,4025322525,POINT (101.5272857 3.0062191)
3.0062512,101.5274107,4025322526,POINT (101.5274107 3.0062512)
3.0062613,101.5275273,4025322527,POINT (101.5275273 3.0062613)
3.0062512,101.5276489,4025322528,POINT (101.5276489 3.0062512)
3.0062006,101.52785,4025322530,POINT (101.52785 3.0062006)
3.0061584,101.5279446,4025322531,POINT (101.5279446 3.0061584)
3.0059677,101.5282353,4025322534,POINT (101.5282353 3.0059677)
3.005934,101.5283197,4025322535,POINT (101.5283197 3.005934)
3.0059154,101.528411,4025322536,POINT (101.528411 3.0059154)
3.0059103,101.5284955,4025322537,POINT (101.5284955 3.0059103)
3.0059222,101.5285935,4025322538,POINT (101.5285935 3.0059222)
3.0059508,101.5286763,4025322539,POINT (101.5286763 3.0059508)
3.0061254,101.5288807,4025322540,POINT (101.5288807 3.0061254)
3.0066926,101.5293044,4025322541,POINT (101.5293044 3.0066926)
3.0068651,101.529458,4025322545,POINT (101.529458 3.0068651)
3.0073695,101.5298848,4025322546,POINT (101.5298848 3.0073695)
3.007617,101.5301084,4025322547,POINT (101.5301084 3.007617)
3.0083652,101.5309042,4025322550,POINT (101.5309042 3.0083652)
3.0086856,101.5313047,4025322551,POINT (101.5313047 3.0086856)
3.0089798,101.5315444,4025322552,POINT (101.5315444 3.0089798)
3.0094156,101.5319043,4025322553,POINT (101.5319043 3.0094156)
3.0104567,101.5327632,4025322554,POINT (101.5327632 3.0104567)
3.0107659,101.5331181,4025322557,POINT (101.5331181 3.0107659)
3.010857,101.5332211,4025322558,POINT (101.5332211 3.010857)
3.010992,101.5333327,4025322559,POINT (101.5333327 3.010992)
3.0113514,101.5336233,4025322560,POINT (101.5336233 3.0113514)
3.0116011,101.533799,4025322561,POINT (101.533799 3.0116011)
3.0117918,101.5339376,4025322562,POINT (101.5339376 3.0117918)
3.0076083,101.5303456,4025322563,POINT (101.5303456 3.0076083)
3.0079131,101.5303774,4025322564,POINT (101.5303774 3.0079131)
2.9890568,101.5137854,4025322567,POINT (101.5137854 2.9890568)
2.9891568,101.5137194,4025322568,POINT (101.5137194 2.9891568)
2.9889484,101.513349,4025322569,POINT (101.513349 2.9889484)
2.9889187,101.5133703,4025322570,POINT (101.5133703 2.9889187)
2.9890951,101.5136768,4025322571,POINT (101.5136768 2.9890951)
2.9886678,101.5139429,4025322572,POINT (101.5139429 2.9886678)
2.9888357,101.5142388,4025322573,POINT (101.5142388 2.9888357)
2.9888038,101.5142601,4025322574,POINT (101.5142601 2.9888038)
2.9885998,101.5138982,4025322575,POINT (101.5138982 2.9885998)
2.9886754,101.5138523,4025322576,POINT (101.5138523 2.9886754)
3.0840646,101.5833747,4081079217,POINT (101.5833747 3.0840646)
3.0620136,101.5566014,4081079379,POINT (101.5566014 3.0620136)
3.0624324,101.5565503,4081079380,POINT (101.5565503 3.0624324)
3.0398778,101.5568683,4123590863,POINT (101.5568683 3.0398778)
3.0395484,101.5566377,4123590864,POINT (101.5566377 3.0395484)
3.0392645,101.556407,4123590865,POINT (101.556407 3.0392645)
3.0389404,101.5560932,4123590866,POINT (101.5560932 3.0389404)
3.0388707,101.5560395,4123590867,POINT (101.5560395 3.0388707)
3.0387904,101.5560127,4123590868,POINT (101.5560127 3.0387904)
3.038702,101.556003,4123590869,POINT (101.556003 3.038702)
3.0384469,101.5560256,4123590870,POINT (101.5560256 3.0384469)
3.0382849,101.5559521,4123590871,POINT (101.5559521 3.0382849)
3.0378009,101.5556854,4123590874,POINT (101.5556854 3.0378009)
3.0372306,101.5553812,4123590875,POINT (101.5553812 3.0372306)
3.0384114,101.5560277,4123590876,POINT (101.5560277 3.0384114)
3.0370382,101.5552765,4123590877,POINT (101.5552765 3.0370382)
3.036861,101.5552038,4123590878,POINT (101.5552038 3.036861)
3.0365978,101.5551007,4123590879,POINT (101.5551007 3.0365978)
3.0363835,101.5550011,4123590880,POINT (101.5550011 3.0363835)
3.0357896,101.5546648,4123590881,POINT (101.5546648 3.0357896)
3.0355416,101.5545246,4123590882,POINT (101.5545246 3.0355416)
3.0353205,101.5543573,4123590883,POINT (101.5543573 3.0353205)
3.0351012,101.5542018,4123590884,POINT (101.5542018 3.0351012)
3.0349122,101.5540819,4123590885,POINT (101.5540819 3.0349122)
3.0346979,101.5539602,4123590886,POINT (101.5539602 3.0346979)
3.0344887,101.5538453,4123590887,POINT (101.5538453 3.0344887)
3.034136,101.5536392,4123590888,POINT (101.5536392 3.034136)
3.0340314,101.5535665,4123590989,POINT (101.5535665 3.0340314)
3.0339723,101.5535057,4123590990,POINT (101.5535057 3.0339723)
3.0338745,101.5533147,4123590991,POINT (101.5533147 3.0338745)
3.0338087,101.5532438,4123590992,POINT (101.5532438 3.0338087)
3.0337378,101.5531948,4123590993,POINT (101.5531948 3.0337378)
3.0335505,101.5531002,4123590994,POINT (101.5531002 3.0335505)
3.0331928,101.5529109,4123590996,POINT (101.5529109 3.0331928)
3.0327372,101.5526372,4123590997,POINT (101.5526372 3.0327372)
3.0328112,101.5526816,4123590998,POINT (101.5526816 3.0328112)
3.0330814,101.5528991,4123590999,POINT (101.5528991 3.0330814)
3.033362,101.5531314,4123591000,POINT (101.5531314 3.033362)
3.0324031,101.5524125,4123591001,POINT (101.5524125 3.0324031)
3.0316692,101.5518616,4123591002,POINT (101.5518616 3.0316692)
3.0313098,101.5515693,4123591003,POINT (101.5515693 3.0313098)
3.0308947,101.551206,4123591004,POINT (101.551206 3.0308947)
3.0306146,101.5509593,4123591005,POINT (101.5509593 3.0306146)
3.0303784,101.5507768,4123591006,POINT (101.5507768 3.0303784)
3.0301843,101.5506163,4123591007,POINT (101.5506163 3.0301843)
3.0297591,101.5502057,4123778633,POINT (101.5502057 3.0297591)
3.0292647,101.5497022,4123778634,POINT (101.5497022 3.0292647)
3.0288699,101.5492815,4123778635,POINT (101.5492815 3.0288699)
3.0285746,101.5489469,4123778636,POINT (101.5489469 3.0285746)
3.0278029,101.5480579,4123778637,POINT (101.5480579 3.0278029)
3.0272619,101.5473498,4123778638,POINT (101.5473498 3.0272619)
3.0266271,101.5464298,4123778639,POINT (101.5464298 3.0266271)
3.0260084,101.545432,4123778640,POINT (101.545432 3.0260084)
3.0257378,101.5449492,4123778643,POINT (101.5449492 3.0257378)
3.0253904,101.5445181,4123778644,POINT (101.5445181 3.0253904)
3.0255905,101.5446139,4123778645,POINT (101.5446139 3.0255905)
3.0251727,101.5437234,4123778646,POINT (101.5437234 3.0251727)
3.0250602,101.5435517,4123778647,POINT (101.5435517 3.0250602)
3.0249531,101.5434766,4123778648,POINT (101.5434766 3.0249531)
3.024712,101.5433211,4123778649,POINT (101.5433211 3.024712)
3.0246049,101.5432004,4123778650,POINT (101.5432004 3.0246049)
3.0244388,101.5429429,4123778651,POINT (101.5429429 3.0244388)
3.0239433,101.5423555,4123778652,POINT (101.5423555 3.0239433)
3.0237638,101.542157,4123778653,POINT (101.542157 3.0237638)
3.0235897,101.5419773,4123778654,POINT (101.5419773 3.0235897)
3.023287,101.5416903,4123778655,POINT (101.5416903 3.023287)
3.0380936,101.5565578,4123778661,POINT (101.5565578 3.0380936)
3.0379516,101.5563083,4123778662,POINT (101.5563083 3.0379516)
3.0379114,101.5562332,4123778663,POINT (101.5562332 3.0379114)
3.0378257,101.5561769,4123778664,POINT (101.5561769 3.0378257)
3.0370891,101.555788,4123778665,POINT (101.555788 3.0370891)
3.0367758,101.5555734,4123778666,POINT (101.5555734 3.0367758)
3.0386685,101.55681,4123778667,POINT (101.55681 3.0386685)
3.0385194,101.5567616,4123778668,POINT (101.5567616 3.0385194)
3.0382355,101.5566704,4123778669,POINT (101.5566704 3.0382355)
3.0381471,101.5566356,4123778670,POINT (101.5566356 3.0381471)
3.0395828,101.5572122,4123778671,POINT (101.5572122 3.0395828)
3.04063,101.557797,4123778672,POINT (101.557797 3.04063)
3.0366017,101.55545,4123778680,POINT (101.55545 3.0366017)
3.0363151,101.5552676,4123778681,POINT (101.5552676 3.0363151)
3.0359053,101.5550343,4123778682,POINT (101.5550343 3.0359053)
3.0357419,101.5549485,4123778683,POINT (101.5549485 3.0357419)
3.035608,101.5548868,4123778684,POINT (101.5548868 3.035608)
3.035458,101.5548331,4123778685,POINT (101.5548331 3.035458)
3.0351633,101.5547231,4123778686,POINT (101.5547231 3.0351633)
3.0349973,101.55464,4123778687,POINT (101.55464 3.0349973)
3.0347026,101.5544657,4123778688,POINT (101.5544657 3.0347026)
3.034092,101.5541089,4123778889,POINT (101.5541089 3.034092)
3.0337973,101.5541197,4123778890,POINT (101.5541197 3.0337973)
3.0336473,101.5540741,4123778891,POINT (101.5540741 3.0336473)
3.0333688,101.55383,4123778892,POINT (101.55383 3.0333688)
3.0329483,101.5534357,4123778893,POINT (101.5534357 3.0329483)
3.0327876,101.5532882,4123778894,POINT (101.5532882 3.0327876)
3.0325626,101.5531165,4123778895,POINT (101.5531165 3.0325626)
3.031526,101.5523682,4123778896,POINT (101.5523682 3.031526)
3.0311028,101.5520409,4123778897,POINT (101.5520409 3.0311028)
3.03046,101.5514294,4123778898,POINT (101.5514294 3.03046)
3.0300823,101.5510914,4123778899,POINT (101.5510914 3.0300823)
3.0299109,101.5508822,4123778900,POINT (101.5508822 3.0299109)
3.0332915,101.5535551,4123778901,POINT (101.5535551 3.0332915)
3.0331545,101.5535108,4123778902,POINT (101.5535108 3.0331545)
3.0330554,101.5534786,4123778903,POINT (101.5534786 3.0330554)
3.0288261,101.5497798,4123778904,POINT (101.5497798 3.0288261)
3.0286895,101.5496511,4123778905,POINT (101.5496511 3.0286895)
3.0285315,101.549517,4123778906,POINT (101.549517 3.0285315)
3.028194,101.5491361,4123778907,POINT (101.5491361 3.028194)
3.0279529,101.5488867,4123778908,POINT (101.5488867 3.0279529)
3.0276905,101.5486453,4123778910,POINT (101.5486453 3.0276905)
3.0273797,101.5483609,4123778911,POINT (101.5483609 3.0273797)
3.0272378,101.548192,4123778912,POINT (101.548192 3.0272378)
3.0270744,101.5479774,4123778913,POINT (101.5479774 3.0270744)
3.0268628,101.5476502,4123778914,POINT (101.5476502 3.0268628)
3.026161,101.5466229,4123778915,POINT (101.5466229 3.026161)
