u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,service,bridge,access,ref,tunnel
245421851,245421853,0,674895546,True,Amir Temur shoh ko'chasi,primary,30,74.368,"LINESTRING (69.2892796 41.3608816, 69.2893175 41.3602134)",,,,,,
245421853,1828791168,0,674895546,True,Amir Temur shoh ko'chasi,primary,30,16.389,"LINESTRING (69.2893175 41.3602134, 69.2892926 41.3600672)",,,,,,
355884019,4972005514,0,507752311,False,Яккачинор улица,service,30,66.29,"LINESTRING (69.2786071 41.3034779, 69.27936750000001 41.3036485)",,,,,,
359385559,1150604624,0,32028242,False,Salarbo'yi ko'chasi,residential,30,14.719,"LINESTRING (69.31219280000001 41.3318337, 69.3123681 41.3318197)",2,,,,,
359385869,1904021729,0,32028242,False,Salarbo'yi ko'chasi,residential,30,6.491,"LINESTRING (69.312556 41.3317028, 69.3125249 41.3317563)",2,,,,,
359385869,3121789622,0,32028242,False,Salarbo'yi ko'chasi,residential,30,32.807,"LINESTRING (69.312556 41.3317028, 69.3127027 41.3314291)",2,,,,,
359385870,1150588113,0,32028242,False,Salarbo'yi ko'chasi,residential,30,26.73,"LINESTRING (69.31367539999999 41.3295627, 69.3135645 41.3297882)",2,,,,,
359385870,359385872,0,32028242,False,Salarbo'yi ko'chasi,residential,30,46.603,"LINESTRING (69.31367539999999 41.3295627, 69.3138531 41.3291654)",2,,,,,
359385872,359385870,0,32028242,False,Salarbo'yi ko'chasi,residential,30,46.603,"LINESTRING (69.3138531 41.3291654, 69.31367539999999 41.3295627)",2,,,,,
359385872,1150588089,0,32028242,False,Salarbo'yi ko'chasi,residential,30,31.201,"LINESTRING (69.3138531 41.3291654, 69.3139219 41.3288896)",2,,,,,
359385874,359385944,0,32028242,False,Salarbo'yi ko'chasi,residential,30,55.701,"LINESTRING (69.3140255 41.3280964, 69.3139949 41.3285968)",2,,,,,
359385874,5849507613,0,32028242,False,Salarbo'yi ko'chasi,residential,30,11.064,"LINESTRING (69.3140255 41.3280964, 69.3140171 41.3279971)",2,,,,,
359385875,5849507613,0,32028242,False,Salarbo'yi ko'chasi,residential,30,16.892,"LINESTRING (69.3140042 41.3278455, 69.3140171 41.3279971)",2,,,,,
359385875,5849507612,0,32028242,False,Salarbo'yi ko'chasi,residential,30,35.475,"LINESTRING (69.3140042 41.3278455, 69.313942 41.3275299)",2,,,,,
359385876,5849507612,0,32028242,False,Salarbo'yi ko'chasi,residential,30,17.074,"LINESTRING (69.3139121 41.327378, 69.313942 41.3275299)",2,,,,,
359385876,359385877,0,32028242,False,Salarbo'yi ko'chasi,residential,30,64.391,"LINESTRING (69.3139121 41.327378, 69.3137791 41.3268076)",2,,,,,
359385877,359385876,0,32028242,False,Salarbo'yi ko'chasi,residential,30,64.391,"LINESTRING (69.3137791 41.3268076, 69.3139121 41.327378)",2,,,,,
359385877,1904017817,0,32028242,False,Salarbo'yi ko'chasi,residential,30,111.979,"LINESTRING (69.3137791 41.3268076, 69.3134687 41.3258279)",2,,,,,
359385944,1900238986,0,32028242,False,Salarbo'yi ko'chasi,residential,30,20.25,"LINESTRING (69.3139949 41.3285968, 69.3139449 41.328775)",2,,,,,
359385944,359385874,0,32028242,False,Salarbo'yi ko'chasi,residential,30,55.701,"LINESTRING (69.3139949 41.3285968, 69.3140255 41.3280964)",2,,,,,
359958747,4403731057,0,442700883,False,Урикзор улица,service,10,37.979,"LINESTRING (69.2400658 41.2878911, 69.24016330000001 41.2875575)",,,,,,
360770644,6024710312,0,507890199,False,,service,5,8.593,"LINESTRING (69.25594169999999 41.3364322, 69.2560234 41.3363852)",,parking_aisle,,,,
360811850,4657225495,0,169075422,True,,service,5,24.061,"LINESTRING (69.2891583 41.3619989, 69.28943049999999 41.3620702)",,,,,,
370376621,4377004268,0,520716868,False,,service,5,35.611,"LINESTRING (69.2648667 41.3194447, 69.26444050000001 41.3194345)",,parking_aisle,,,,
372579575,5455899489,0,566165691,False,Musavvirlar ko'chasi,residential,30,1.937,"LINESTRING (69.32674950000001 41.3309852, 69.3267676 41.3309743)",2,,,,,
372579752,1150893467,0,33043774,False,Sayram 3-tor ko'chasi,living_street,20,129.284,"LINESTRING (69.32559999999999 41.3312779, 69.3254058 41.3324314)",2,,,,,
372579768,1150893467,0,33043774,False,Sayram 3-tor ko'chasi,living_street,20,79.375,"LINESTRING (69.3252866 41.3331396, 69.3254058 41.3324314)",2,,,,,
376519810,3455210804,0,446622586,True,Durmon yo'li,primary,30,15.615,"LINESTRING (69.34637669999999 41.3341942, 69.3462301 41.3342814)",,,,,,
378082358,7758170477,0,106366324,False,,service,5,21.845,"LINESTRING (69.34792059999999 41.2851554, 69.3477208 41.2850287)",,,,,,
380342965,4382992970,0,440555213,False,Xiva ko'chasi,residential,30,92.531,"LINESTRING (69.22887489999999 41.295684, 69.2281686 41.295043)",,,,,,
448728359,7418665364,0,791300984,False,,service,20,8.112,"LINESTRING (69.3721214 41.2527409, 69.37219469999999 41.2526931)",2,,,,,
579955155,1223990533,0,417566808,False,Археологическая улица,residential,30,67.54,"LINESTRING (69.3421869 41.3124401, 69.3429082 41.3121655)",,,,,,
579955155,1902188442,0,417566808,False,Археологическая улица,residential,30,51.671,"LINESTRING (69.3421869 41.3124401, 69.3417682 41.3127822)",,,,,,
579955167,4711016569,0,476200603,False,Археологическая улица,residential,30,79.758,"LINESTRING (69.3396826 41.3142364, 69.3403847 41.3137502)",,,,,,
579955167,5320168025,0,554231272,False,Археологическая улица,residential,30,70.607,"LINESTRING (69.3396826 41.3142364, 69.3390962 41.3146938)",,,,,,
579955218,1145281616,0,409909316,False,Гёте улица,tertiary,30,7.97,"LINESTRING (69.3474727 41.3187048, 69.3475681 41.3187028)",,,,,,
581290823,7833692421,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,9.745,"LINESTRING (69.17853169999999 41.3314384, 69.1786484 41.3314371)",2,,,,,
581290823,7833692422,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,8.169,"LINESTRING (69.17853169999999 41.3314384, 69.1784339 41.3314404)",2,,,,,
854352263,5995922393,0,845803310,False,Gagarin ko'chasi,residential,20,6.515,"LINESTRING (69.22805169999999 41.2808146, 69.2281115 41.280777)",2,,,,,
854352263,5167824976,0,845803318,False,Gagarin ko'chasi,residential,20,7.738,"LINESTRING (69.22805169999999 41.2808146, 69.22798040000001 41.280859)",2,,,,,
854413511,854413517,0,354434858,False,Berdak ko'chasi,living_street,20,65.182,"LINESTRING (69.2141649 41.2695627, 69.2135627 41.2699352)",,,,,,
854413511,1156049058,0,354434859,False,Berdak ko'chasi,living_street,20,236.521,"LINESTRING (69.2141649 41.2695627, 69.215971 41.2712003)",,,,,,
854413512,5333056277,0,71886447,False,Berdak ko'chasi,living_street,20,3.87,"LINESTRING (69.2170088 41.2721776, 69.21698379999999 41.2722069)",,,,,,
854413512,5333056276,0,354434859,False,Berdak ko'chasi,living_street,20,3.834,"LINESTRING (69.2170088 41.2721776, 69.2170012 41.2721436)",,,,,,
854413513,1156049054,0,71886447,False,Berdak ko'chasi,living_street,20,120.841,"LINESTRING (69.2148579 41.2735345, 69.2159736 41.2728432)",,,,,,
854413513,6264250933,0,354434860,False,Berdak ko'chasi,living_street,20,69.004,"LINESTRING (69.2148579 41.2735345, 69.2143267 41.2730594)",,,,,,
854413514,854413515,0,354434860,False,Berdak ko'chasi,living_street,20,193.8,"LINESTRING (69.2135438 41.272342, 69.21281070000001 41.2706885)",,,,,,
854413514,1156049049,0,354434860,False,Berdak ko'chasi,living_street,20,33.339,"LINESTRING (69.2135438 41.272342, 69.21378900000001 41.2725785)",,,,,,
854413515,5195922090,0,354434858,False,Berdak ko'chasi,living_street,20,19.99,"LINESTRING (69.21281070000001 41.2706885, 69.2128402 41.2705101)",,,,,,
854413515,854413514,0,354434860,False,Berdak ko'chasi,living_street,20,193.8,"LINESTRING (69.21281070000001 41.2706885, 69.2135438 41.272342)",,,,,,
854413516,854413517,0,354434858,False,Berdak ko'chasi,living_street,20,70.285,"LINESTRING (69.21294469999999 41.2703639, 69.2135627 41.2699352)",,,,,,
854413516,5195922090,0,354434858,False,Berdak ko'chasi,living_street,20,18.454,"LINESTRING (69.21294469999999 41.2703639, 69.2128402 41.2705101)",,,,,,
854413517,854413511,0,354434858,False,Berdak ko'chasi,living_street,20,65.182,"LINESTRING (69.2135627 41.2699352, 69.2141649 41.2695627)",,,,,,
854413517,854413516,0,354434858,False,Berdak ko'chasi,living_street,20,70.285,"LINESTRING (69.2135627 41.2699352, 69.21294469999999 41.2703639)",,,,,,
946430264,6550918696,0,507873055,False,,service,5,17.041,"LINESTRING (69.2656252 41.2651341, 69.2655694 41.2652815)",,parking_aisle,,,,
960133475,987314926,0,94496838,False,,service,5,18.895,"LINESTRING (69.3541645 41.2891401, 69.35428349999999 41.2889956)",,,,,,
975654183,3121789622,0,32028242,False,Salarbo'yi ko'chasi,residential,30,89.332,"LINESTRING (69.31310209999999 41.3306838, 69.3127027 41.3314291)",2,,,,,
975654183,997740234,0,32028242,False,Salarbo'yi ko'chasi,residential,30,50.278,"LINESTRING (69.31310209999999 41.3306838, 69.3133291 41.330265)",2,,,,,
987314926,7805314290,0,94496838,False,,service,5,6.971,"LINESTRING (69.35428349999999 41.2889956, 69.3543272 41.2889422)",,,,,,
987314926,960133475,0,94496838,False,,service,5,18.895,"LINESTRING (69.35428349999999 41.2889956, 69.3541645 41.2891401)",,,,,,
997740234,975654183,0,32028242,False,Salarbo'yi ko'chasi,residential,30,50.278,"LINESTRING (69.3133291 41.330265, 69.31310209999999 41.3306838)",2,,,,,
997740234,1150588113,0,32028242,False,Salarbo'yi ko'chasi,residential,30,56.544,"LINESTRING (69.3133291 41.330265, 69.3135645 41.3297882)",2,,,,,
1065362397,2617713937,0,256075054,False,,service,30,26.311,"LINESTRING (69.210089 41.367305, 69.2101948 41.3675279)",,,,,,
1072824281,1668868273,0,154340535,True,,service,5,25.253,"LINESTRING (69.2055864 41.2305565, 69.2058878 41.2305425)",,,,,,
1096329032,7787868182,0,94560993,False,,service,5,79.204,"LINESTRING (69.3516802 41.2846135, 69.3525451 41.284905)",,,,,,
1096347735,1234628267,0,94496840,False,,service,5,18.501,"LINESTRING (69.353061 41.2857987, 69.35295240000001 41.2859437)",,,,,,
1096347735,7781218904,0,94496840,False,,service,5,17.311,"LINESTRING (69.353061 41.2857987, 69.353176 41.2856692)",,,,,,
1097658779,7803882098,0,94496841,False,,service,5,27.018,"LINESTRING (69.35079899999999 41.2876637, 69.3505305 41.2875283)",,,,,,
1097658779,7826729189,0,94496841,False,,service,5,29.232,"LINESTRING (69.35079899999999 41.2876637, 69.35112479999999 41.2877595)",,,,,,
1097658785,1097658804,0,94496840,False,,service,5,40.008,"LINESTRING (69.35155640000001 41.2875814, 69.35177109999999 41.2872598)",,,,,,
1097658785,7758170456,0,830891913,False,,service,5,54.027,"LINESTRING (69.35155640000001 41.2875814, 69.35097620000001 41.2873669)",,,,,,
1097658789,7775691467,0,94496838,False,,service,5,14.542,"LINESTRING (69.3552543 41.2879143, 69.35515479999999 41.2880216)",,,,,,
1097658793,7826712582,0,94496841,False,,service,5,14.268,"LINESTRING (69.3523098 41.288097, 69.3521538 41.2880448)",,,,,,
1097658793,7759922016,0,94496841,False,,service,5,11.537,"LINESTRING (69.3523098 41.288097, 69.3523441 41.2881975)",,,,,,
1097658800,7805314291,0,94496841,False,,service,5,16.779,"LINESTRING (69.35198490000001 41.2884197, 69.352154 41.2883383)",,,,,,
1097658804,1097658785,0,94496840,False,,service,5,40.008,"LINESTRING (69.35177109999999 41.2872598, 69.35155640000001 41.2875814)",,,,,,
1097658804,7804396589,0,94496840,False,,service,5,25.858,"LINESTRING (69.35177109999999 41.2872598, 69.35195160000001 41.2870709)",,,,,,
1097658804,7758170446,0,830891911,False,,service,5,112.007,"LINESTRING (69.35177109999999 41.2872598, 69.3505645 41.2868209)",,,,,,
1097658809,7803882102,0,94496841,False,,service,5,12.29,"LINESTRING (69.3499298 41.2870645, 69.3499916 41.2869642)",,,,,,
1097658809,7803882101,0,94496841,False,,service,5,10.568,"LINESTRING (69.3499298 41.2870645, 69.3499151 41.2871589)",,,,,,
1097658813,7758170453,0,94496841,False,,service,5,71.452,"LINESTRING (69.35050870000001 41.2861249, 69.3508807 41.2855463)",,,,,,
1097658813,7758170458,0,94496841,False,,service,5,7.329,"LINESTRING (69.35050870000001 41.2861249, 69.35047179999999 41.2861847)",,,,,,
1097658813,7773150137,0,830891910,False,,service,5,29.541,"LINESTRING (69.35050870000001 41.2861249, 69.3502 41.2859954)",,driveway,,,,
1097658813,7758170451,0,830891916,False,,service,5,16.793,"LINESTRING (69.35050870000001 41.2861249, 69.3507056 41.2860946)",,,,,,
1097658814,7758170453,0,94496841,False,,service,5,21.204,"LINESTRING (69.3509911 41.2853746, 69.3508807 41.2855463)",,,,,,
1098324251,7787868182,0,94560993,False,,service,5,6.711,"LINESTRING (69.3526246 41.2848964, 69.3525451 41.284905)",,,,,,
1108871613,1900238952,0,32028242,False,Salarbo'yi ko'chasi,residential,30,102.675,"LINESTRING (69.3129284 41.3241223, 69.313213 41.3250206)",2,,,,,
1108871613,7691074135,0,32028242,False,Salarbo'yi ko'chasi,residential,30,142.284,"LINESTRING (69.3129284 41.3241223, 69.31250110000001 41.3228836)",2,,,,,
1145281616,1442053851,0,409909316,False,Гёте улица,tertiary,30,15.647,"LINESTRING (69.3475681 41.3187028, 69.34775070000001 41.3186713)",,,,,,
1145281616,579955218,0,409909316,False,Гёте улица,tertiary,30,7.97,"LINESTRING (69.3475681 41.3187028, 69.3474727 41.3187048)",,,,,,
1145281620,1442053851,0,130988134,False,Гёте улица,tertiary,30,12.932,"LINESTRING (69.3478571 41.3185868, 69.34775070000001 41.3186713)",,,yes,,,
1145281620,6364035751,0,130988135,False,Гёте улица,tertiary,30,29.594,"LINESTRING (69.3478571 41.3185868, 69.3480199 41.3183504)",,,,,,
1150588089,359385872,0,32028242,False,Salarbo'yi ko'chasi,residential,30,31.201,"LINESTRING (69.3139219 41.3288896, 69.3138531 41.3291654)",2,,,,,
1150588089,1900238986,0,32028242,False,Salarbo'yi ko'chasi,residential,30,12.887,"LINESTRING (69.3139219 41.3288896, 69.3139449 41.328775)",2,,,,,
1150588113,997740234,0,32028242,False,Salarbo'yi ko'chasi,residential,30,56.544,"LINESTRING (69.3135645 41.3297882, 69.3133291 41.330265)",2,,,,,
1150588113,359385870,0,32028242,False,Salarbo'yi ko'chasi,residential,30,26.73,"LINESTRING (69.3135645 41.3297882, 69.31367539999999 41.3295627)",2,,,,,
1150604624,359385559,0,32028242,False,Salarbo'yi ko'chasi,residential,30,14.719,"LINESTRING (69.3123681 41.3318197, 69.31219280000001 41.3318337)",2,,,,,
1150604624,1150604633,0,32028242,False,Salarbo'yi ko'chasi,residential,30,8.753,"LINESTRING (69.3123681 41.3318197, 69.3124634 41.3317869)",2,,,,,
1150604633,1150604624,0,32028242,False,Salarbo'yi ko'chasi,residential,30,8.753,"LINESTRING (69.3124634 41.3317869, 69.3123681 41.3318197)",2,,,,,
1150604633,1904021729,0,32028242,False,Salarbo'yi ko'chasi,residential,30,6.16,"LINESTRING (69.3124634 41.3317869, 69.3125249 41.3317563)",2,,,,,
1150893462,1150893483,0,99498919,False,Sayram 1-tor ko'chasi,living_street,20,102.749,"LINESTRING (69.3273792 41.333332, 69.3266598 41.3325823)",2,,,,,
1150893467,372579768,0,33043774,False,Sayram 3-tor ko'chasi,living_street,20,79.375,"LINESTRING (69.3254058 41.3324314, 69.3252866 41.3331396)",2,,,,,
1150893467,372579752,0,33043774,False,Sayram 3-tor ko'chasi,living_street,20,129.284,"LINESTRING (69.3254058 41.3324314, 69.32559999999999 41.3312779)",2,,,,,
1150893467,1150893486,0,446947327,False,Sayram 1-tor ko'chasi,living_street,20,73.16,"LINESTRING (69.3254058 41.3324314, 69.32627309999999 41.332525)",2,,,,,
1150893483,1150893486,0,99498919,False,Sayram 1-tor ko'chasi,living_street,20,32.91,"LINESTRING (69.3266598 41.3325823, 69.32627309999999 41.332525)",2,,,,,
1150893483,1150893462,0,99498919,False,Sayram 1-tor ko'chasi,living_street,20,102.749,"LINESTRING (69.3266598 41.3325823, 69.3273792 41.333332)",2,,,,,
1150893486,1150893483,0,99498919,False,Sayram 1-tor ko'chasi,living_street,20,32.91,"LINESTRING (69.32627309999999 41.332525, 69.3266598 41.3325823)",2,,,,,
1150893486,1150893467,0,446947327,False,Sayram 1-tor ko'chasi,living_street,20,73.16,"LINESTRING (69.32627309999999 41.332525, 69.3254058 41.3324314)",2,,,,,
1156049049,854413514,0,354434860,False,Berdak ko'chasi,living_street,20,33.339,"LINESTRING (69.21378900000001 41.2725785, 69.2135438 41.272342)",,,,,,
1156049049,6264250933,0,354434860,False,Berdak ko'chasi,living_street,20,69.848,"LINESTRING (69.21378900000001 41.2725785, 69.2143267 41.2730594)",,,,,,
1156049054,854413513,0,71886447,False,Berdak ko'chasi,living_street,20,120.841,"LINESTRING (69.2159736 41.2728432, 69.2148579 41.2735345)",,,,,,
1156049054,5333056275,0,71886447,False,Berdak ko'chasi,living_street,20,106.96,"LINESTRING (69.2159736 41.2728432, 69.2169588 41.2722292)",,,,,,
1156049058,3409069003,0,354434859,False,Berdak ko'chasi,living_street,20,69.434,"LINESTRING (69.215971 41.2712003, 69.2165059 41.2716781)",,,,,,
1156049058,854413511,0,354434859,False,Berdak ko'chasi,living_street,20,236.521,"LINESTRING (69.215971 41.2712003, 69.2141649 41.2695627)",,,,,,
1163022453,6652521333,0,707981647,False,,residential,30,106.031,"LINESTRING (69.3748451 41.2520892, 69.37391340000001 41.2514422)",2,,,,,
1178887250,5836999332,0,176432738,False,Sirojiddinov ko'chasi,tertiary,30,34.445,"LINESTRING (69.23673290000001 41.2816861, 69.2364602 41.2814538)",,,,,,
1178887250,5195679732,0,176432738,False,Sirojiddinov ko'chasi,tertiary,30,4.083,"LINESTRING (69.23673290000001 41.2816861, 69.2367642 41.2817143)",,,,,,
1178887272,1214783524,0,536340309,True,Sirojiddinov ko'chasi,tertiary,30,73.427,"LINESTRING (69.2328716 41.2781747, 69.23343250000001 41.278683)",,,,,,
1178887273,1193839836,0,757336757,True,Sirojiddinov ko'chasi,tertiary,30,158.482,"LINESTRING (69.2282383 41.2739983, 69.2294619 41.2750872)",,,,,,
1187153549,1193839818,0,536340309,True,Sirojiddinov ko'chasi,tertiary,30,69.734,"LINESTRING (69.23400700000001 41.279203, 69.2345483 41.2796803)",,,,,,
1192277827,1629307432,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,27.16,"LINESTRING (69.1667738 41.3327629, 69.16708250000001 41.3326859)",2,,,,,
1192277827,7833692594,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,26.89,"LINESTRING (69.1667738 41.3327629, 69.1664682 41.3328392)",2,,,,,
1192376943,7833692459,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,3.116,"LINESTRING (69.1724893 41.3315236, 69.1725266 41.3315228)",2,,,,,
1192376943,7833692461,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,6.675,"LINESTRING (69.1724893 41.3315236, 69.1724097 41.3315292)",2,,,,,
1192377561,7833692446,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,8.233,"LINESTRING (69.17505490000001 41.3314622, 69.17515349999999 41.3314617)",2,,,,,
1192377561,7833692447,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,5.998,"LINESTRING (69.17505490000001 41.3314622, 69.17498310000001 41.3314639)",2,,,,,
1192378146,7833692385,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,23.718,"LINESTRING (69.18214639999999 41.3313966, 69.1824302 41.3313875)",2,,,,,
1192378146,7833692421,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,292.106,"LINESTRING (69.18214639999999 41.3313966, 69.1786484 41.3314371)",2,,,,,
1193839818,1214783542,0,536340309,True,Sirojiddinov ko'chasi,tertiary,30,143.924,"LINESTRING (69.2345483 41.2796803, 69.23566270000001 41.2806672)",,,,,,
1193839823,1214783516,0,536340309,True,Sirojiddinov ko'chasi,tertiary,30,208.921,"LINESTRING (69.230236 41.2757809, 69.2318215 41.2772336)",,,,,,
1193839836,1193839823,0,757336757,True,Sirojiddinov ko'chasi,tertiary,30,100.672,"LINESTRING (69.2294619 41.2750872, 69.230236 41.2757809)",,,,,,
1196836281,2657478771,0,260272701,False,Gulyor ko'chasi,living_street,30,307.395,"LINESTRING (69.26424160000001 41.3751945, 69.2673506 41.3766776)",,,,,,
1201320632,1201320633,0,104107669,True,,service,5,37.155,"LINESTRING (69.18177249999999 41.3655709, 69.1822177 41.3655673)",,,,,,
1201320633,1201320634,0,104107669,True,,service,5,28.109,"LINESTRING (69.1822177 41.3655673, 69.1825279 41.3656658)",,,,,,
1201320634,1201320635,0,104107669,True,,service,5,97.962,"LINESTRING (69.1825279 41.3656658, 69.1834465 41.3662143)",,,,,,
1201320634,1624827198,0,149516842,True,,service,5,34.75,"LINESTRING (69.1825279 41.3656658, 69.18294419999999 41.3656589)",,,,,,
1201320635,1201320636,0,104107669,True,,service,5,30.001,"LINESTRING (69.1834465 41.3662143, 69.18371999999999 41.3663894)",,,,,,
1201320635,1201320640,0,104107670,False,,service,5,47.344,"LINESTRING (69.1834465 41.3662143, 69.1834573 41.36664)",,,,,,
1201320636,1201320637,0,104107669,True,,service,5,25.219,"LINESTRING (69.18371999999999 41.3663894, 69.1838695 41.3665865)",,,,,,
1201320637,1201320638,0,104107669,True,,service,5,23.951,"LINESTRING (69.1838695 41.3665865, 69.1839555 41.366792)",,,,,,
1201320638,1201320639,0,104107669,True,,service,5,21.009,"LINESTRING (69.1839555 41.366792, 69.18398190000001 41.3669799)",,,,,,
1201320640,1201320635,0,104107670,False,,service,5,47.344,"LINESTRING (69.1834573 41.36664, 69.1834465 41.3662143)",,,,,,
1206956347,7833692422,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,8.419,"LINESTRING (69.1783331 41.3314424, 69.1784339 41.3314404)",2,,,,,
1206956347,7833692423,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,5.469,"LINESTRING (69.1783331 41.3314424, 69.1782676 41.3314428)",2,,,,,
1206957606,7833692477,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,8.893,"LINESTRING (69.16994459999999 41.3319717, 69.170047 41.3319497)",2,,,,,
1206957606,7833692503,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,91.411,"LINESTRING (69.16994459999999 41.3319717, 69.1689006 41.3322192)",2,,,,,
1206957611,1206957613,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,65.173,"LINESTRING (69.170817 41.3317845, 69.1715638 41.331614)",2,,,,,
1206957611,7833692477,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,66.865,"LINESTRING (69.170817 41.3317845, 69.170047 41.3319497)",2,,,,,
1206957613,7833692462,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,14.831,"LINESTRING (69.1715638 41.331614, 69.1717337 41.3315751)",2,,,,,
1206957613,1206957611,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,65.173,"LINESTRING (69.1715638 41.331614, 69.170817 41.3317845)",2,,,,,
1207004299,1207004355,0,104635238,False,Yangi Jarariq 4-tor ko'chasi,living_street,30,214.536,"LINESTRING (69.1818979 41.3391329, 69.1844676 41.3391362)",1,,,,,
1207004355,1207004299,0,104635238,False,Yangi Jarariq 4-tor ko'chasi,living_street,30,214.536,"LINESTRING (69.1844676 41.3391362, 69.1818979 41.3391329)",1,,,,,
1213026132,1178887273,0,757336757,True,Sirojiddinov ko'chasi,tertiary,30,77.429,"LINESTRING (69.2276475 41.2734619, 69.2282383 41.2739983)",,,,,,
1214783516,1178887272,0,536340309,True,Sirojiddinov ko'chasi,tertiary,30,136.569,"LINESTRING (69.2318215 41.2772336, 69.2328716 41.2781747)",,,,,,
1214783524,1187153549,0,536340309,True,Sirojiddinov ko'chasi,tertiary,30,75.153,"LINESTRING (69.23343250000001 41.278683, 69.23400700000001 41.279203)",,,,,,
1214783542,3130692603,0,536304031,True,Sirojiddinov ko'chasi,tertiary,30,53.138,"LINESTRING (69.23566270000001 41.2806672, 69.23605670000001 41.2810423)",,,,,,
1214882929,1779089103,0,105480871,False,Yangi Qo'yliq ko'chasi,unclassified,10,29.209,"LINESTRING (69.2972491 41.2526272, 69.29759850000001 41.2526272)",2,,,,,
1217318025,5708627034,0,615534425,False,Nurmakon ko'chasi,tertiary,30,40.412,"LINESTRING (69.2620695 41.3800595, 69.2624086 41.3798)",,,,,,
1217318025,6138077618,0,831647359,False,Nurmakon ko'chasi,tertiary,30,206.624,"LINESTRING (69.2620695 41.3800595, 69.2606297 41.3815714)",,,,,,
1217318103,1636268501,0,615534425,False,Nurmakon ko'chasi,tertiary,30,49.349,"LINESTRING (69.2676585 41.377372, 69.26709080000001 41.3774965)",,,,,,
1217318103,4954381470,0,615534425,False,Nurmakon ko'chasi,tertiary,30,76.046,"LINESTRING (69.2676585 41.377372, 69.26855639999999 41.3772547)",,,,,,
1217318234,5708604636,0,615534425,False,Nurmakon ko'chasi,tertiary,30,4.018,"LINESTRING (69.264562 41.3783401, 69.26452310000001 41.3783614)",,,,,,
1217318234,5708604634,0,615534425,False,Nurmakon ko'chasi,tertiary,30,14.507,"LINESTRING (69.264562 41.3783401, 69.26471410000001 41.3782769)",,,,,,
1217318250,2657464630,0,831647359,False,Nurmakon ko'chasi,tertiary,30,57.476,"LINESTRING (69.25884790000001 41.3834526, 69.2585784 41.3839283)",,,,,,
1217318250,1217338462,0,831647359,False,Nurmakon ko'chasi,tertiary,30,139.309,"LINESTRING (69.25884790000001 41.3834526, 69.2598122 41.3824298)",,,,,,
1217338462,1217318250,0,831647359,False,Nurmakon ko'chasi,tertiary,30,139.309,"LINESTRING (69.2598122 41.3824298, 69.25884790000001 41.3834526)",,,,,,
1217338462,6138077618,0,831647359,False,Nurmakon ko'chasi,tertiary,30,117.314,"LINESTRING (69.2598122 41.3824298, 69.2606297 41.3815714)",,,,,,
1223005887,1668964055,0,154351860,True,,service,5,8.286,"LINESTRING (69.28908850000001 41.2690125, 69.28918729999999 41.2690063)",,,,,,
1223005926,1668964060,0,183451318,True,,service,5,6.927,"LINESTRING (69.2889254 41.2691961, 69.2889516 41.269137)",,,,,,
1223987821,5240494975,0,179565346,False,Археологическая улица,residential,30,67.694,"LINESTRING (69.3386278 41.3150634, 69.33806389999999 41.3155007)",,,,,,
1223987821,5320168025,0,554231272,False,Археологическая улица,residential,30,56.74,"LINESTRING (69.3386278 41.3150634, 69.3390962 41.3146938)",,,,,,
1223987859,5555623152,0,477799023,False,Археологическая улица,residential,30,4.907,"LINESTRING (69.3409551 41.3133876, 69.34089659999999 41.3133835)",,,,,,
1223987859,5555623151,0,483329499,False,Археологическая улица,residential,30,8.086,"LINESTRING (69.3409551 41.3133876, 69.34104809999999 41.3133674)",,,,,,
1223990533,579955155,0,417566808,False,Археологическая улица,residential,30,67.54,"LINESTRING (69.3429082 41.3121655, 69.3421869 41.3124401)",,,,,,
1224069622,1224069627,0,106366324,False,,service,5,29.932,"LINESTRING (69.3470689 41.2847473, 69.3473006 41.284542)",,,,,,
1224069622,7758170477,0,106366324,False,,service,5,62.818,"LINESTRING (69.3470689 41.2847473, 69.3477208 41.2850287)",,,,,,
1224069622,7758170480,0,628286603,False,,service,5,27.055,"LINESTRING (69.3470689 41.2847473, 69.34727890000001 41.2849325)",,,,,,
1224069627,1224069628,0,106366324,False,,service,5,29.164,"LINESTRING (69.3473006 41.284542, 69.3476062 41.2846687)",,,,,,
