u,v,key,osmid,oneway,name,highway,length,geometry,bridge,access,tunnel,maxspeed,lanes,width
358522451,358530895,0,"[77885187, 104699091, 104699085, 61574755]",False,,path,246.80900000000003,"LINESTRING (34.806593 32.0999767, 34.806832 32.099866, 34.807119 32.099696, 34.8075642 32.0996347, 34.8076983 32.0996013, 34.807811 32.099562, 34.808253 32.099565, 34.808587 32.099631, 34.808888 32.099821, 34.8090095 32.0998441)",yes,,,,,
358522451,358522456,0,169067540,False,,path,110.36500000000001,"LINESTRING (34.806593 32.0999767, 34.80692 32.100022, 34.807224 32.100189, 34.807501 32.100519)",,,,,,
358522456,412816904,0,35206598,False,,path,48.37,"LINESTRING (34.807501 32.100519, 34.807545 32.1009524)",,,,,,
358522456,358522451,0,169067540,False,,path,110.365,"LINESTRING (34.807501 32.100519, 34.807224 32.100189, 34.80692 32.100022, 34.806593 32.0999767)",,,,,,
358522456,358522458,0,169067540,False,,path,70.199,"LINESTRING (34.807501 32.100519, 34.807747 32.100631, 34.808207 32.100568)",,,,,,
358522458,766753656,0,61410764,False,,path,68.868,"LINESTRING (34.808207 32.100568, 34.808226 32.1008387, 34.8082743 32.1009023, 34.8084891 32.1011052)",,,,,,
358522458,358522456,0,169067540,False,,path,70.199,"LINESTRING (34.808207 32.100568, 34.807747 32.100631, 34.807501 32.100519)",,,,,,
358522458,412816936,0,169067540,False,,path,82.41,"LINESTRING (34.808207 32.100568, 34.80837 32.10046, 34.808533 32.100263, 34.808669 32.1002137, 34.808773 32.10022, 34.8089036 32.1002348)",,,,,,
358523656,989012075,0,30780219,False,,path,128.099,"LINESTRING (34.8138782 32.101607, 34.8137651 32.1014814, 34.8132883 32.1010533, 34.813109 32.100954, 34.8128684 32.100861)",,,,,,
358530811,1129148200,0,34177093,False,,path,56.449,"LINESTRING (34.8253942 32.1060824, 34.8253406 32.1063941, 34.8252863 32.1065812)",,,,,,
358530811,1154542010,0,121665910,False,,path,73.761,"LINESTRING (34.8253942 32.1060824, 34.82522 32.1059016, 34.8251338 32.105717, 34.8251279 32.1054856)",,,,,,
358530811,1154542004,0,121665910,False,,path,130.779,"LINESTRING (34.8253942 32.1060824, 34.825733 32.1062051, 34.8259167 32.1063074, 34.8260898 32.1064532, 34.8262203 32.1065319, 34.8263991 32.1066206, 34.8265649 32.1066968)",,,,,,
358530890,535954836,0,"[77885188, 42837126]",False,,path,398.1119999999999,"LINESTRING (34.809128 32.096929, 34.8091158 32.0969319, 34.8089523 32.0969413, 34.8086961 32.0969693, 34.808385 32.0970054, 34.808247 32.0971218, 34.8082077 32.0971848, 34.8081191 32.0972547, 34.807886 32.0973761, 34.8077508 32.0974869, 34.8077287 32.0976478, 34.8077508 32.0978032, 34.8077662 32.0978911, 34.8077927 32.0980315, 34.8078745 32.0981269, 34.807965 32.0981737, 34.808049 32.0982018, 34.8081771 32.0982261, 34.8083671 32.0982598, 34.8085172 32.0982982, 34.8086718 32.0984011, 34.8087522 32.0984863, 34.808822 32.0986113, 34.8088837 32.0987363, 34.8089399 32.0988239, 34.8089637 32.0988611, 34.809221 32.0990404)",,,,,,
358530890,535954836,1,61574757,False,,path,250.24100000000004,"LINESTRING (34.809128 32.096929, 34.8093488 32.0971059, 34.8092893 32.0973419, 34.8090814 32.0981665, 34.8090539 32.0982946, 34.809056 32.098342, 34.809194 32.09854, 34.809221 32.0990404)",,,,,,
358530890,1154542010,0,121665910,False,,path,2716.5289999999986,"LINESTRING (34.809128 32.096929, 34.8095029 32.0968962, 34.8097014 32.0966381, 34.8098511 32.0965936, 34.8104037 32.0965542, 34.8110396 32.0964263, 34.8115256 32.0964047, 34.8116069 32.096392, 34.8121466 32.0963076, 34.812598 32.096237, 34.813089 32.096213, 34.813497 32.096274, 34.813652 32.096341, 34.81405 32.096656, 34.814546 32.097247, 34.814847 32.097928, 34.815044 32.098231, 34.815417 32.098463, 34.815721 32.098523, 34.815988 32.098484, 34.816301 32.098357, 34.816526 32.098381, 34.816861 32.098278, 34.817394 32.098323, 34.817851 32.098245, 34.818266 32.098152, 34.818591 32.097991, 34.819006 32.09764, 34.8191363 32.0971591, 34.819189 32.096777, 34.819241 32.096636, 34.819374 32.09652, 34.81945 32.096523, 34.819857 32.096642, 34.82009 32.096815, 34.82026 32.097125, 34.82082 32.097861, 34.821288 32.098231, 34.8215184 32.0986415, 34.8216176 32.0987665, 34.8217487 32.0989091, 34.8217759 32.098946, 34.8218349 32.0990101, 34.8218658 32.0990775, 34.8219034 32.0991823, 34.82191 32.0992686, 34.8218859 32.0993641, 34.8218268 32.0995072, 34.8217751 32.0996396, 34.8217221 32.0997612, 34.8216735 32.0998398, 34.821605 32.099924, 34.8215365 32.1000063, 34.8212716 32.1002846, 34.8211376 32.1004254, 34.821016 32.100537, 34.820845 32.100798, 34.820796 32.101057, 34.820914 32.101397, 34.821166 32.101708, 34.821491 32.101855, 34.8215757 32.101885, 34.82239 32.102173, 34.8227038 32.1022194, 34.822965 32.102258, 34.8231398 32.1022692, 34.8232505 32.1022742, 34.823353 32.1022942, 34.8234339 32.1023273, 34.8234989 32.1024006, 34.8235509 32.1025036, 34.823585 32.1025975, 34.8235823 32.1026833, 34.8235409 32.1027667, 34.8234727 32.1028233, 34.8230275 32.1030403, 34.822807 32.1031499, 34.8227142 32.1032074, 34.8226071 32.1033947, 34.822569 32.1035178, 34.8225763 32.1036229, 34.822606 32.103737, 34.822828 32.103997, 34.82324 32.104294, 34.82331 32.1044317, 34.823403 32.1044771, 34.8235439 32.1044938, 34.8237328 32.1045517, 34.823809 32.104575, 34.824532 32.104942, 34.824831 32.105045, 34.8249917 32.1051465, 34.8250883 32.1052214, 34.8251234 32.1053111, 34.8251279 32.1054856)",,,,,,
358530895,412816936,0,35206609,False,,path,44.574,"LINESTRING (34.8090095 32.0998441, 34.8089036 32.1002348)",,,,,,
358530895,358522451,0,"[77885187, 61574755, 104699085, 104699091]",False,,path,246.80899999999997,"LINESTRING (34.8090095 32.0998441, 34.808888 32.099821, 34.808587 32.099631, 34.808253 32.099565, 34.807811 32.099562, 34.8076983 32.0996013, 34.8075642 32.0996347, 34.807119 32.099696, 34.806832 32.099866, 34.806593 32.0999767)",yes,,,,,
358530895,535954836,0,61574756,False,,path,91.96100000000001,"LINESTRING (34.8090095 32.0998441, 34.8091085 32.0995311, 34.809223 32.099153, 34.8092207 32.0991045, 34.809221 32.0990404)",,,,,,
392067318,1129148200,0,34177093,False,,path,6.383,"LINESTRING (34.8252765 32.106638, 34.8252863 32.1065812)",,,,,,
412816904,358522456,0,35206598,False,,path,48.37,"LINESTRING (34.807545 32.1009524, 34.807501 32.100519)",,,,,,
412816904,639608142,0,50341907,False,,path,159.289,"LINESTRING (34.807545 32.1009524, 34.8079532 32.1013768, 34.8080069 32.1017222, 34.8083141 32.1021916)",,,,,,
412816904,766753656,0,98978116,False,,path,90.859,"LINESTRING (34.807545 32.1009524, 34.80797 32.101056, 34.8084891 32.1011052)",,,,,,
412816936,358530895,0,35206609,False,,path,44.574,"LINESTRING (34.8089036 32.1002348, 34.8090095 32.0998441)",,,,,,
412816936,1836429120,0,169067540,False,,path,4.681,"LINESTRING (34.8089036 32.1002348, 34.8088602 32.1002553)",,,,,,
412816936,989012075,0,30780219,False,,path,415.71599999999995,"LINESTRING (34.8089036 32.1002348, 34.809113 32.100359, 34.8092687 32.1004967, 34.809468 32.100673, 34.809928 32.100863, 34.8100175 32.1009028, 34.8105007 32.1007761, 34.8106635 32.1006761, 34.8108351 32.1006405, 34.811417 32.10077, 34.8120958 32.1006216, 34.8122583 32.1006081, 34.8124425 32.100658, 34.8128684 32.100861)",,,,,,
412816936,412844767,0,35206609,False,,path,106.43799999999999,"LINESTRING (34.8089036 32.1002348, 34.8087971 32.100496, 34.8086072 32.1011576)",,,,,,
412816936,358522458,0,169067540,False,,path,82.41,"LINESTRING (34.8089036 32.1002348, 34.808773 32.10022, 34.808669 32.1002137, 34.808533 32.100263, 34.80837 32.10046, 34.808207 32.100568)",,,,,,
412817027,639608142,0,35206609,False,,path,29.898,"LINESTRING (34.808235 32.102452, 34.8083141 32.1021916)",,,,,,
412817027,3727349791,0,368894183,False,,cycleway,30.339,"LINESTRING (34.808235 32.102452, 34.8085253 32.1025702)",,,,,,
412817027,412817028,0,35206609,False,,path,117.31,"LINESTRING (34.808235 32.102452, 34.8071691 32.1029001, 34.8071194 32.102921)",,,,,,
412817028,412817027,0,35206609,False,,path,117.31,"LINESTRING (34.8071194 32.102921, 34.8071691 32.1029001, 34.808235 32.102452)",,,,,,
412844767,639608142,0,35206609,False,,path,118.244,"LINESTRING (34.8086072 32.1011576, 34.8083141 32.1021916)",,,,,,
412844767,766753656,0,98978116,False,,path,12.558,"LINESTRING (34.8086072 32.1011576, 34.8084891 32.1011052)",,,,,,
412844767,412816936,0,35206609,False,,path,106.43799999999999,"LINESTRING (34.8086072 32.1011576, 34.8087971 32.100496, 34.8089036 32.1002348)",,,,,,
417774500,1123297112,0,174274995,False,,path,20.588,"LINESTRING (34.8246126 32.1227565, 34.8243962 32.1227828)",,,,,,
417774500,1168434910,0,174274995,False,,path,73.21600000000001,"LINESTRING (34.8246126 32.1227565, 34.8245822 32.1225653, 34.8247489 32.1221217)",,,,,,
417774500,1128066879,0,"[30451254, 97402134]",False,,cycleway,2068.412,"LINESTRING (34.8246126 32.1227565, 34.8236534 32.1224437, 34.8234998 32.1223972, 34.8230143 32.1222631, 34.8224028 32.1219178, 34.8203167 32.1207252, 34.8202359 32.1206634, 34.8200285 32.1204703, 34.8196139 32.1200241, 34.8185521 32.1184952, 34.8185104 32.1184108, 34.8184381 32.1182919, 34.81842 32.1182467, 34.8181102 32.1176118, 34.8179959 32.1173644, 34.8177369 32.1167452, 34.8175906 32.1163477, 34.8175599 32.1161506, 34.8175577 32.1161366, 34.8174797 32.1159203, 34.8174368 32.1158347, 34.817357 32.1155063, 34.8172704 32.1152836, 34.8172027 32.1149714, 34.8172128 32.1148643, 34.8171779 32.1147078, 34.8171642 32.1146494, 34.8170964 32.1142521, 34.8170447 32.1138638, 34.8170405 32.113703, 34.8170277 32.1136338, 34.8170229 32.113608, 34.817016 32.1135659, 34.8168485 32.11255, 34.8166348 32.1108631, 34.8166284 32.110813, 34.8163845 32.1099828, 34.8163094 32.1098192, 34.8151774 32.1078155, 34.8151183 32.1077181, 34.8150684 32.1076629, 34.8149353 32.1075272, 34.8149521 32.1073938, 34.8149488 32.107333)",,,,,,
454131362,2692265005,0,"[30146042, 490956683]",False,שביל בן גוריון,cycleway,813.1690000000001,"LINESTRING (34.770095 32.0855318, 34.7702075 32.0855015, 34.7704762 32.0854291, 34.7709448 32.0853029, 34.7724005 32.0849107, 34.7724832 32.0848932, 34.7736193 32.0845799, 34.7742584 32.0843995, 34.7743388 32.0843745, 34.7748207 32.0842484, 34.7752491 32.0840691, 34.775822 32.083797, 34.7762866 32.0835425, 34.7763312 32.0835347, 34.7779136 32.0826582, 34.7779402 32.082628)",yes,,,,,
535954836,358530895,0,61574756,False,,path,91.961,"LINESTRING (34.809221 32.0990404, 34.8092207 32.0991045, 34.809223 32.099153, 34.8091085 32.0995311, 34.8090095 32.0998441)",,,,,,
535954836,358530890,0,"[77885188, 42837126]",False,,path,398.11199999999997,"LINESTRING (34.809221 32.0990404, 34.8089637 32.0988611, 34.8089399 32.0988239, 34.8088837 32.0987363, 34.808822 32.0986113, 34.8087522 32.0984863, 34.8086718 32.0984011, 34.8085172 32.0982982, 34.8083671 32.0982598, 34.8081771 32.0982261, 34.808049 32.0982018, 34.807965 32.0981737, 34.8078745 32.0981269, 34.8077927 32.0980315, 34.8077662 32.0978911, 34.8077508 32.0978032, 34.8077287 32.0976478, 34.8077508 32.0974869, 34.807886 32.0973761, 34.8081191 32.0972547, 34.8082077 32.0971848, 34.808247 32.0971218, 34.808385 32.0970054, 34.8086961 32.0969693, 34.8089523 32.0969413, 34.8091158 32.0969319, 34.809128 32.096929)",,,,,,
535954836,358530890,1,61574757,False,,path,250.241,"LINESTRING (34.809221 32.0990404, 34.809194 32.09854, 34.809056 32.098342, 34.8090539 32.0982946, 34.8090814 32.0981665, 34.8092893 32.0973419, 34.8093488 32.0971059, 34.809128 32.096929)",,,,,,
639608142,412817027,0,35206609,False,,path,29.898,"LINESTRING (34.8083141 32.1021916, 34.808235 32.102452)",,,,,,
639608142,412844767,0,35206609,False,,path,118.244,"LINESTRING (34.8083141 32.1021916, 34.8086072 32.1011576)",,,,,,
639608142,1836429116,0,50341907,False,,path,0.205,"LINESTRING (34.8083141 32.1021916, 34.8083162 32.1021921)",,,,,,
639608142,412816904,0,50341907,False,,path,159.289,"LINESTRING (34.8083141 32.1021916, 34.8080069 32.1017222, 34.8079532 32.1013768, 34.807545 32.1009524)",,,,,,
766753656,412844767,0,98978116,False,,path,12.558,"LINESTRING (34.8084891 32.1011052, 34.8086072 32.1011576)",,,,,,
766753656,358522458,0,61410764,False,,path,68.868,"LINESTRING (34.8084891 32.1011052, 34.8082743 32.1009023, 34.808226 32.1008387, 34.808207 32.100568)",,,,,,
766753656,412816904,0,98978116,False,,path,90.859,"LINESTRING (34.8084891 32.1011052, 34.80797 32.101056, 34.807545 32.1009524)",,,,,,
989012075,412816936,0,30780219,False,,path,415.71600000000007,"LINESTRING (34.8128684 32.100861, 34.8124425 32.100658, 34.8122583 32.1006081, 34.8120958 32.1006216, 34.811417 32.10077, 34.8108351 32.1006405, 34.8106635 32.1006761, 34.8105007 32.1007761, 34.8100175 32.1009028, 34.809928 32.100863, 34.809468 32.100673, 34.8092687 32.1004967, 34.809113 32.100359, 34.8089036 32.1002348)",,,,,,
989012075,358523656,0,30780219,False,,path,128.099,"LINESTRING (34.8128684 32.100861, 34.813109 32.100954, 34.8132883 32.1010533, 34.8137651 32.1014814, 34.8138782 32.101607)",,,,,,
989012075,989012105,0,85298236,False,,path,348.733,"LINESTRING (34.8128684 32.100861, 34.8127197 32.1011215, 34.812233 32.1020928, 34.8119024 32.1025203, 34.8115103 32.1030368, 34.8113211 32.1032392, 34.8110509 32.1035774)",,,,,,
1123297092,1168996574,0,96931585,False,,path,41.875,"LINESTRING (34.8250859 32.1220588, 34.8251045 32.1219748, 34.8251681 32.1216887)",,,,,,
1123297112,417774500,0,174274995,False,,path,20.588,"LINESTRING (34.8243962 32.1227828, 34.8246126 32.1227565)",,,,,,
1129148200,392067318,0,34177093,False,,path,6.383,"LINESTRING (34.8252863 32.1065812, 34.8252765 32.106638)",,,,,,
1129148200,358530811,0,34177093,False,,path,56.449,"LINESTRING (34.8252863 32.1065812, 34.8253406 32.1063941, 34.8253942 32.1060824)",,,,,,
1129148200,2876119780,0,813564320,False,,cycleway,478.654,"LINESTRING (34.8252863 32.1065812, 34.8252267 32.1065736, 34.8245312 32.1064455, 34.8226879 32.1061267, 34.8212926 32.1059288, 34.8207692 32.1058755, 34.8202829 32.1058614)",,,,,,
1140340987,6490520358,0,"[98532000, 98532009, 30780427]",False,,path,244.654,"LINESTRING (34.7797193 32.0965606, 34.7788732 32.0965341, 34.778633 32.0965745, 34.7784706 32.0966562, 34.7783342 32.0967618, 34.7781419 32.0969102, 34.778031 32.097014, 34.7779646 32.0971301, 34.777822 32.097385, 34.7777497 32.0975622)",yes,,,,,
1140340987,340382391,0,"[60954179, 30780427, 30780562]",False,,"['cycleway', 'path']",488.9080000000001,"LINESTRING (34.7797193 32.0965606, 34.7798295 32.0965686, 34.7805666 32.0966046, 34.7807505 32.0966233, 34.7810667 32.0966503, 34.7812555 32.0966528, 34.7816121 32.0966365, 34.78181 32.096656, 34.7819066 32.0966855, 34.7819614 32.0967445, 34.7819958 32.0968492, 34.7830539 32.0968553, 34.7830711 32.0965552, 34.7833213 32.096556, 34.7834274 32.0966096, 34.7834974 32.0966626, 34.7835335 32.0967573, 34.7842268 32.0968124, 34.7842097 32.0968779)",,,,,,
1140340987,340382284,0,482733906,False,,path,499.9899999999999,"LINESTRING (34.7797193 32.0965606, 34.7797155 32.0967232, 34.7796893 32.0978473, 34.7797202 32.0979314, 34.7798035 32.0979843, 34.7799579 32.0980509, 34.78005 32.098155, 34.7800618 32.0982485, 34.7801146 32.0982772, 34.7803319 32.0982784, 34.7804917 32.09828, 34.7807468 32.0983075, 34.7809105 32.0983181, 34.7810761 32.0983185, 34.7811943 32.0983133, 34.7812861 32.0983084, 34.7814345 32.0982903, 34.7815742 32.0982794, 34.7817339 32.0982804, 34.7818737 32.0982892, 34.7820916 32.0983408, 34.7822859 32.0983919, 34.7824247 32.0984264, 34.7825668 32.0984478, 34.7826527 32.0984633, 34.7831602 32.0984969)",,,,,,
1140752838,358522451,0,"[98819432, 98819433, 104702332, 344407790]",False,,path,1191.7389999999998,"LINESTRING (34.7948148 32.0983336, 34.79499 32.098386, 34.795227 32.098508, 34.795359 32.098576, 34.7953978 32.0985841, 34.796129 32.098736, 34.7963922 32.0988685, 34.7964411 32.0988913, 34.7966324 32.0989805, 34.7966497 32.0989886, 34.7970298 32.0992916, 34.797239 32.0993932, 34.7975953 32.0994824, 34.7977416 32.0995294, 34.7979748 32.0996384, 34.7982901 32.0997532, 34.7983579 32.0997721, 34.7984469 32.099797, 34.798668 32.099856, 34.798935 32.1, 34.7989973 32.1000888, 34.799047 32.100178, 34.799089 32.1002721, 34.7991654 32.100321, 34.7993577 32.1004354, 34.7995719 32.1004422, 34.7997744 32.1004487, 34.8001268 32.1005133, 34.8005049 32.1005576, 34.8006658 32.1005325, 34.8009674 32.1004415, 34.8018171 32.1001943, 34.8019236 32.1001816, 34.802385 32.100146, 34.8029251 32.1001324, 34.805034 32.100144, 34.805629 32.100126, 34.805883 32.100112, 34.806593 32.0999767)",yes,,,,,
1140752838,340378133,0,"[104702332, 33636757]",False,,path,163.104,"LINESTRING (34.7948148 32.0983336, 34.7942462 32.0981663, 34.7939321 32.0980357, 34.7939172 32.0980295, 34.7934482 32.0979568, 34.7933781 32.0979768, 34.7932724 32.0980005, 34.7932348 32.0980295, 34.7931963 32.0980593)",,,,,,
1140752838,6491109231,0,98602360,False,,path,193.431,"LINESTRING (34.7948148 32.0983336, 34.7950676 32.0987592, 34.7945692 32.0996051, 34.79455 32.0996377, 34.7944521 32.0998217, 34.7944093 32.0998924)",,,,,,
1143505242,1001172587,0,"[420276392, 164376838]",False,,path,255.772,"LINESTRING (34.7946753 32.1224435, 34.7949214 32.1224574, 34.7950707 32.1224948, 34.7954095 32.1224441, 34.7973453 32.1221364)",,,,,,
1168434901,4067820155,0,493288335,False,,path,1114.799,"LINESTRING (34.8251624 32.1194243, 34.8251462 32.1189076, 34.8251533 32.1187338, 34.8252257 32.1180641, 34.8252339 32.1179748, 34.8252842 32.1171593, 34.8252975 32.1164268, 34.8253288 32.1160257, 34.8253432 32.1159491, 34.8253417 32.1158668, 34.8253308 32.1157748, 34.8252967 32.1152806, 34.8252919 32.115195, 34.8250953 32.1123731, 34.8250927 32.1122709, 34.8251168 32.1121861, 34.8253624 32.1114274, 34.825441 32.1111846, 34.8254939 32.1110212, 34.8255918 32.1107186, 34.8258302 32.1103471, 34.825913 32.1101914, 34.8262314 32.1095923)",,,,,,
1168434910,417774500,0,174274995,False,,path,73.21600000000001,"LINESTRING (34.8247489 32.1221217, 34.8245822 32.1225653, 34.8246126 32.1227565)",,,,,,
1168434956,1168435070,0,493288333,False,,path,38.498,"LINESTRING (34.8251031 32.1205371, 34.8250703 32.1208822)",,,,,,
1168435070,1168434956,0,493288333,False,,path,38.498,"LINESTRING (34.8250703 32.1208822, 34.8251031 32.1205371)",,,,,,
1168996552,4852132554,0,493288331,False,,path,35.995,"LINESTRING (34.8254179 32.120163, 34.8253823 32.1204853)",,,,,,
1168996574,1123297092,0,96931585,False,,path,41.875,"LINESTRING (34.8251681 32.1216887, 34.8251045 32.1219748, 34.8250859 32.1220588)",,,,,,
1187231323,4852132553,0,493288328,False,,path,50.925,"LINESTRING (34.8255331 32.1189284, 34.8255037 32.1193857)",,,,,,
1187231323,1849577722,0,174274992,False,,path,595.464,"LINESTRING (34.8255331 32.1189284, 34.825533 32.1188879, 34.8255215 32.1187731, 34.8255147 32.118315, 34.8256763 32.1160041, 34.8256602 32.1159243, 34.8256487 32.1158433, 34.8256208 32.1149287, 34.8255748 32.1144586, 34.8255688 32.1143474, 34.8255629 32.1142561, 34.8255437 32.1139264, 34.8255279 32.1138485, 34.8254997 32.1135843)",,,,,,
1187231323,1123300301,0,"[104032785, 48399911]",False,,path,147.343,"LINESTRING (34.8255331 32.1189284, 34.8262841 32.1189529, 34.8268234 32.1189645, 34.8268299 32.1189136, 34.8268275 32.118789, 34.8268253 32.1187332)",,,,,,
1207717557,1207717610,0,104702330,False,,footway,7.916,"LINESTRING (34.7882304 32.0971085, 34.788313 32.0971216)",yes,,,,,
